                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   376697134 |  2365691899 |   273188112 |   382839416 |   249999973 |  1307040900 |   655445624 |   259057450 |  4470327469 |   621098815 |  1525739294 |   492453129 |  4520244050 |  1350825606 |  2405079376 |  4756174715
  Cycles                             |  3632672472 |  3632672909 |  3632674459 |  3632672232 |  3632670022 |  3632672190 |  3632673940 |  3632672400 |  3632672190 |  3632672941 |  3632672627 |  3632673431 |  3632672192 |  3632672798 |  3632672735 |  3632672196
  IPC                                |        0.10 |        0.65 |        0.08 |        0.11 |        0.07 |        0.36 |        0.18 |        0.07 |        1.23 |        0.17 |        0.42 |        0.14 |        1.24 |        0.37 |        0.66 |        1.31
  Time (ns)                          |  1210890824 |  1210890970 |  1210891486 |  1210890744 |  1210890007 |  1210890730 |  1210891313 |  1210890800 |  1210890730 |  1210890980 |  1210890876 |  1210891144 |  1210890731 |  1210890933 |  1210890912 |  1210890732
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    29863895 |   436590724 |    46698876 |     7200247 |    40600608 |    79445952 |    40106565 |    35658263 |   197326544 |    18937034 |   164388391 |     4440173 |   363468911 |     1759128 |   137598348 |   634895002
  num incorrect                      |     2446308 |    29784318 |     4199164 |    10025810 |     2521753 |    47807568 |     1513300 |     4888519 |    11195037 |     9093785 |    24924217 |       29674 |    61070359 |       29812 |    23280178 |    63919197
  misprediction rate                 |       7.57% |       6.39% |       8.25% |      58.20% |       5.85% |      37.57% |       3.64% |      12.06% |       5.37% |      32.44% |      13.17% |       0.66% |      14.39% |       1.67% |      14.47% |       9.15%
  mpki                               |        6.49 |       12.59 |       15.37 |       26.19 |       10.09 |       36.58 |        2.31 |       18.87 |        2.50 |       14.64 |       16.34 |        0.06 |       13.51 |        0.02 |        9.68 |       13.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    31814632 |   387915578 |    31840845 |    41988084 |    41868591 |   155998607 |    62432478 |    45387281 |   425830269 |    48223911 |   179311044 |    43521873 |   662138393 |   154733422 |   270536953 |   712026081
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        3107
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   103714022 |   770980561 |    94196207 |   140479921 |    75636447 |   601100448 |   219509871 |   120702937 |  1359330048 |   280395297 |   685583500 |   133718025 |  2167197880 |  1010478023 |  1128897035 |  1852532826
    num misses                       |      508517 |          23 |     1568374 |      999755 |       88470 |     4127990 |     1748803 |     4709045 |      435955 |      285546 |     7212685 |      237211 |    12087683 |    36498457 |      727277 |      575218
    miss rate                        |       0.49% |       0.00% |       1.67% |       0.71% |       0.12% |       0.69% |       0.80% |       3.90% |       0.03% |       0.10% |       1.05% |       0.18% |       0.56% |       3.61% |       0.06% |       0.03%
    mpki                             |        1.35 |        0.00 |        5.74 |        2.61 |        0.35 |        3.16 |        2.67 |       18.18 |        0.10 |        0.46 |        4.73 |        0.48 |        2.67 |       27.02 |        0.30 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      508559 |          62 |     1568416 |      999769 |       88474 |     4128000 |     1748825 |     4709129 |      435963 |      285549 |     7212695 |      237214 |    12087748 |    36498463 |      727333 |      578325
    num misses                       |      160212 |          62 |      430807 |      999758 |       88474 |     3282048 |      160111 |     1415464 |       10904 |      189677 |      637980 |      237031 |       77122 |    26054599 |      114653 |       16950
    miss rate                        |      31.50% |     100.00% |      27.47% |     100.00% |     100.00% |      79.51% |       9.16% |      30.06% |       2.50% |      66.43% |       8.85% |      99.92% |       0.64% |      71.39% |      15.76% |       2.93%
    mpki                             |        0.43 |        0.00 |        1.58 |        2.61 |        0.35 |        2.51 |        0.24 |        5.46 |        0.00 |        0.31 |        0.42 |        0.48 |        0.02 |       19.29 |        0.05 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    31814632 |   387915578 |    31840845 |    41988084 |    41868591 |   155998607 |    62432478 |    45387281 |   425830269 |    48223911 |   179311044 |    43521873 |   662138393 |   154733422 |   270536953 |   712026081
    num cache misses                 |       60486 |     5014248 |       35864 |       33690 |        7090 |       87198 |      411723 |      992436 |       72427 |       72459 |      131541 |      337827 |    21930602 |      653871 |      784405 |    14645102
    miss rate                        |       0.19% |       1.29% |       0.11% |       0.08% |       0.02% |       0.06% |       0.66% |       2.19% |       0.02% |       0.15% |       0.07% |       0.78% |       3.31% |       0.42% |       0.29% |       2.06%
    mpki                             |        0.16 |        2.12 |        0.13 |        0.09 |        0.03 |        0.07 |        0.63 |        3.83 |        0.02 |        0.12 |        0.09 |        0.69 |        4.85 |        0.48 |        0.33 |        3.08
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   103714022 |   770980561 |    94196207 |   140479921 |    75636447 |   601100448 |   219509871 |   120702937 |  1359330048 |   280395297 |   685583500 |   133718025 |  2167197880 |  1010478023 |  1128897035 |  1852532826
    num cache misses                 |     5560741 |      491822 |    11220704 |    10773645 |     5663713 |     9306121 |    12427329 |     6915814 |    36027156 |    13827382 |    22069809 |    25063177 |    72950183 |    11122599 |     6922916 |    25751102
    miss rate                        |       5.36% |       0.06% |      11.91% |       7.67% |       7.49% |       1.55% |       5.66% |       5.73% |       2.65% |       4.93% |       3.22% |      18.74% |       3.37% |       1.10% |       0.61% |       1.39%
    mpki                             |       14.76 |        0.21 |       41.07 |       28.14 |       22.65 |        7.12 |       18.96 |       26.70 |        8.06 |       22.26 |       14.46 |       50.89 |       16.14 |        8.23 |        2.88 |        5.41
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     5669703 |     5590429 |    12505008 |    12217130 |     7690482 |    10166201 |    13733434 |     9320118 |    36230738 |    14694718 |    22437448 |    25401009 |    94900965 |    11777079 |     7715725 |    40578057
    num cache misses                 |     5205856 |     2010412 |     9944538 |    10807335 |     5670803 |     8749852 |     5994582 |     6785624 |     1181510 |    12290444 |    15538308 |    16523942 |    14663553 |     8253506 |     5429316 |     2324977
    miss rate                        |      91.82% |      35.96% |      79.52% |      88.46% |      73.74% |      86.07% |      43.65% |      72.81% |       3.26% |      83.64% |      69.25% |      65.05% |      15.45% |      70.08% |      70.37% |       5.73%
    mpki                             |       13.82 |        0.85 |       36.40 |       28.23 |       22.68 |        6.69 |        9.15 |       26.19 |        0.26 |       19.79 |       10.18 |       33.55 |        3.24 |        6.11 |        2.26 |        0.49
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     5254458 |     2094772 |    11193462 |    12217130 |     7690482 |     9631579 |     6893226 |     8199714 |     1316485 |    13085321 |    15787773 |    16523947 |    14688168 |     8254307 |     5438637 |     2507045
    num cache misses                 |     4583913 |     1775429 |     6860719 |    10771982 |     5660143 |     2546413 |     3446462 |     4740253 |      760825 |    12138326 |     3840814 |    15180476 |      459615 |     7120523 |     3267182 |     1106530
    miss rate                        |      87.24% |      84.76% |      61.29% |      88.17% |      73.60% |      26.44% |      50.00% |      57.81% |      57.79% |      92.76% |      24.33% |      91.87% |       3.13% |      86.26% |      60.07% |      44.14%
    mpki                             |       12.17 |        0.75 |       25.11 |       28.14 |       22.64 |        1.95 |        5.26 |       18.30 |        0.17 |       19.54 |        2.52 |       30.83 |        0.10 |        5.27 |        1.36 |        0.23
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   117986116 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      489.77 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      379.76 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      97.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
