                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  2870155671 |   249999989 |   958885960 |   801650858
  Cycles                             |  7197839590 |  7197836808 |  7197839256 |  7197839400
  IPC                                |        0.40 |        0.03 |        0.13 |        0.11
  Time (ns)                          |  2399279863 |  2399278936 |  2399279752 |  2399279800
Branch predictor stats               |             |             |             |            
  num correct                        |   227523197 |    43244780 |   162214747 |   110268259
  num incorrect                      |    18608955 |    11689069 |    14962653 |    15120837
  misprediction rate                 |       7.56% |      21.28% |       8.45% |      12.06%
  mpki                               |        6.48 |       46.76 |       15.60 |       18.86
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   240495464 |    23761816 |   111280526 |   140459593
    num misses                       |          42 |           3 |          42 |         100
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   789960897 |    88558906 |   333070548 |   373605476
    num misses                       |     3862564 |    21160817 |     5689267 |    14535668
    miss rate                        |       0.49% |      23.89% |       1.71% |       3.89%
    mpki                             |        1.35 |       84.64 |        5.93 |       18.13
  L2 TLB                             |             |             |             |            
    num accesses                     |     3862606 |    21160820 |     5689309 |    14535768
    num misses                       |     1202856 |    10898904 |     1541683 |     4368098
    miss rate                        |      31.14% |      51.51% |      27.10% |      30.05%
    mpki                             |        0.42 |       43.60 |        1.61 |        5.45
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   240495464 |    23761816 |   111280526 |   140459593
    num cache misses                 |      336112 |      177001 |      115392 |     3023237
    miss rate                        |       0.14% |       0.74% |       0.10% |       2.15%
    mpki                             |        0.12 |        0.71 |        0.12 |        3.77
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   789960897 |    88558906 |   333070548 |   373605476
    num cache misses                 |    42214159 |    28940672 |    39141076 |    21661611
    miss rate                        |       5.34% |      32.68% |      11.75% |       5.80%
    mpki                             |       14.71 |      115.76 |       40.82 |       27.02
  Cache L2                           |             |             |             |            
    num cache accesses               |    42765702 |    33314535 |    44946637 |    30099852
    num cache misses                 |    36933035 |    24309663 |    33063947 |    20955187
    miss rate                        |      86.36% |      72.97% |      73.56% |      69.62%
    mpki                             |       12.87 |       97.24 |       34.48 |       26.14
  Cache L3                           |             |             |             |            
    num cache accesses               |    37149117 |    28543713 |    38756865 |    26382198
    num cache misses                 |    14793785 |    22406529 |    27613678 |    18843266
    miss rate                        |      39.82% |      78.50% |      71.25% |      71.42%
    mpki                             |        5.15 |       89.63 |       28.80 |       23.51
DRAM summary                         |             |             |             |            
  num dram accesses                  |   107349636 |           0 |           0 |           0
  average dram access latency (ns)   |      255.91 |         inf |         inf |         inf
  average dram queueing delay        |      135.89 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
