                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   269250417 |  3332003766 |  2049126322 |   874245243 |  3416592009 |  1963583609 |  2107452463 |  2079560413 |  1166563250 |   249999886 |   972579128 |   444479949 |  4184499030 |   601148733 |   356896976 |  4717528119
  Cycles                             |  2559657515 |  2559657277 |  2559657301 |  2559657833 |  2559657313 |  2559658664 |  2559657768 |  2559657301 |  2559657318 |  2559654264 |  2559658488 |  2559659008 |  2559657286 |  2559658581 |  2559658868 |  2559657301
  IPC                                |        0.11 |        1.30 |        0.80 |        0.34 |        1.33 |        0.77 |        0.82 |        0.81 |        0.46 |        0.10 |        0.38 |        0.17 |        1.63 |        0.23 |        0.14 |        1.84
  Time (ns)                          |   853219172 |   853219092 |   853219100 |   853219278 |   853219104 |   853219555 |   853219256 |   853219100 |   853219106 |   853218088 |   853219496 |   853219669 |   853219095 |   853219527 |   853219623 |   853219100
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    46148249 |   268015148 |   116285266 |    19527097 |   150180196 |   252594575 |    97043321 |   317865626 |    70890882 |    34399075 |   146834766 |     4011167 |   279126011 |    32264023 |    28281023 |   870622290
  num incorrect                      |     4111601 |    45030582 |    19653324 |      346135 |     8542639 |    59074751 |      805745 |    81548149 |    42660483 |     4720676 |    32396356 |       26814 |    47792190 |      755028 |     2315113 |    59392962
  misprediction rate                 |       8.18% |      14.38% |      14.46% |       1.74% |       5.38% |      18.95% |       0.82% |      20.42% |      37.57% |      12.07% |      18.08% |       0.66% |      14.62% |       2.29% |       7.57% |       6.39%
  mpki                               |       15.27 |       13.51 |        9.59 |        0.40 |        2.50 |       30.09 |        0.38 |       39.21 |       36.57 |       18.88 |       33.31 |        0.06 |       11.42 |        1.26 |        6.49 |       12.59
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    31425743 |   488164127 |   229659849 |    78787413 |   325885021 |   275401058 |   161225015 |   270602144 |   139167844 |    43801034 |   135441361 |    39282453 |   507664731 |    60840146 |    30327380 |   773556311
    num misses                       |          42 |          65 |          56 |           4 |           8 |         183 |          43 |          19 |          10 |          84 |         243 |           3 |          18 |          47 |          42 |          39
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
