                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999883 |  348316939 |  250559111 |  353179081
  Cycles                             |  238731825 |  238734079 |  238734146 |  238734096
  IPC                                |       1.05 |       1.46 |       1.05 |       1.48
  Time (ns)                          |   79577275 |   79578026 |   79578049 |   79578032
Branch predictor stats               |            |            |            |           
  num correct                        |   13678195 |   31520282 |    4660388 |   28438677
  num incorrect                      |    9414386 |    5351103 |     711099 |    4764335
  misprediction rate                 |     40.77% |     14.51% |     13.24% |     14.35%
  mpki                               |      37.66 |      15.36 |       2.84 |      13.49
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   20500819 |   39700759 |   23853253 |   51759938
    num misses                       |         52 |        206 |         62 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   73920987 |  145733331 |  127314171 |  169328420
    num misses                       |       4511 |      74660 |     282325 |     949066
    miss rate                        |      0.01% |      0.05% |      0.22% |      0.56%
    mpki                             |       0.02 |       0.21 |       1.13 |       2.69
  L2 TLB                             |            |            |            |           
    num accesses                     |       4563 |      74866 |     282387 |     949131
    num misses                       |       4160 |       2471 |       4108 |       6046
    miss rate                        |     91.17% |      3.30% |      1.45% |      0.64%
    mpki                             |       0.02 |       0.01 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   20500819 |   39700759 |   23853253 |   51759938
    num cache misses                 |       1302 |     482844 |       2171 |    1504766
    miss rate                        |      0.01% |      1.22% |      0.01% |      2.91%
    mpki                             |       0.01 |       1.39 |       0.01 |       4.26
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   73920987 |  145733331 |  127314171 |  169328420
    num cache misses                 |     266592 |    1085231 |    1944793 |    5641747
    miss rate                        |      0.36% |      0.74% |      1.53% |      3.33%
    mpki                             |       1.07 |       3.12 |       7.76 |      15.97
  Cache L2                           |            |            |            |           
    num cache accesses               |     269743 |    1570972 |    1965476 |    7147428
    num cache misses                 |     258248 |      48531 |     205620 |      22493
    miss rate                        |     95.74% |      3.09% |     10.46% |      0.31%
    mpki                             |       1.03 |       0.14 |       0.82 |       0.06
  Cache L3                           |            |            |            |           
    num cache accesses               |     260189 |      51576 |     227081 |      23647
    num cache misses                 |     258072 |      46265 |     161977 |      22440
    miss rate                        |     99.19% |     89.70% |     71.33% |     94.90%
    mpki                             |       1.03 |       0.13 |       0.65 |       0.06
DRAM summary                         |            |            |            |           
  num dram accesses                  |     738946 |          0 |          0 |          0
  average dram access latency (ns)   |     113.00 |        inf |        inf |        inf
  average dram queueing delay        |       2.99 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      9.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
