                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6       | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1922127520 |  10299549641 |  7607711479 |  3029991694 |  4172403246 |   249999989 |  17019881840 |  6973568507 |   806633483 |  1204961350 |  6689899606 |   821322123 |  3463422661 |  1201064583 |  3874375837 |  2203473707
  Cycles                             |  9796309396 |   9796309333 |  9796309200 |  9796310334 |  9796309200 |  9796305183 |   9796309212 |  9796309146 |  9796309236 |  9796309431 |  9796309906 |  9796311727 |  9796312112 |  9796310714 |  9796310761 |  9796309590
  IPC                                |        0.20 |         1.05 |        0.78 |        0.31 |        0.43 |        0.03 |         1.74 |        0.71 |        0.08 |        0.12 |        0.68 |        0.08 |        0.35 |        0.12 |        0.40 |        0.22
  Time (ns)                          |  3265436466 |   3265436445 |  3265436400 |  3265436778 |  3265436400 |  3265435061 |   3265436404 |  3265436382 |  3265436412 |  3265436477 |  3265436636 |  3265437243 |  3265437371 |  3265436905 |  3265436921 |  3265436530
Branch predictor stats               |             |              |             |             |             |             |              |             |             |             |             |             |             |             |             |            
  num correct                        |    62603507 |    474299133 |  1163054948 |    69763025 |   253638689 |    43244780 |   3141027488 |   128259564 |   130848953 |    95560181 |   727300807 |   113015471 |   527077712 |    22834672 |     5045794 |   136028958
  num incorrect                      |    29546068 |      3946607 |   298132149 |     1243951 |   152627541 |    11689069 |    214276810 |    19481411 |     8168163 |     7829581 |   110828331 |    15485616 |   113359660 |    31339522 |       85510 |     4729897
  misprediction rate                 |      32.06% |        0.83% |      20.40% |       1.75% |      37.57% |      21.28% |        6.39% |      13.19% |       5.88% |       7.57% |      13.22% |      12.05% |      17.70% |      57.85% |       1.67% |       3.36%
  mpki                               |       15.37 |         0.38 |       39.19 |        0.41 |       36.58 |       46.76 |        12.59 |        2.79 |       10.13 |        6.50 |       16.57 |       18.85 |       32.73 |       26.09 |        0.02 |        2.15
TLB Summary                          |             |              |             |             |             |             |              |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |              |             |             |             |             |             |             |             |             |            
    num accesses                     |   150313844 |    787960611 |   989767689 |   270801171 |   498004452 |    23761816 |   2790831966 |   663494226 |   137017009 |   100736306 |   787597535 |   143910507 |   477977436 |   130949476 |   443798276 |   209491480
    num misses                       |           3 |           43 |          19 |           4 |          10 |           3 |           39 |         166 |           4 |          42 |          10 |         100 |         622 |          14 |           6 |          22
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |              |             |             |             |             |             |             |             |             |            
    num accesses                     |   844893599 |   5926700567 |  2560857124 |  1189403344 |  1918250482 |    88558906 |   5546748351 |  3547078789 |   247001632 |   331716300 |  3001557663 |   382796754 |  1343930021 |   444241097 |  2898210000 |   733051405
    num misses                       |      868184 |       798633 |    11335865 |      632674 |    13188196 |    21159671 |           23 |     7858461 |      288362 |     1630989 |    30243228 |    14904527 |     7137573 |     3120364 |   104530652 |     5927088
    miss rate                        |       0.10% |        0.01% |       0.44% |       0.05% |       0.69% |      23.89% |        0.00% |       0.22% |       0.12% |       0.49% |       1.01% |       3.89% |       0.53% |       0.70% |       3.61% |       0.81%
    mpki                             |        0.45 |         0.08 |        1.49 |        0.21 |        3.16 |       84.64 |         0.00 |        1.13 |        0.36 |        1.35 |        4.52 |       18.15 |        2.06 |        2.60 |       26.98 |        2.69
  L2 TLB                             |             |              |             |             |             |             |              |             |             |             |             |             |             |             |             |            
    num accesses                     |      868187 |       798676 |    11335884 |      632678 |    13188206 |    21159674 |           62 |     7858627 |      288366 |     1631031 |    30243238 |    14904627 |     7138195 |     3120378 |   104530658 |     5927110
    num misses                       |      588326 |       229017 |     2373679 |      329753 |    10484651 |    10898535 |           62 |      107006 |      288366 |      508190 |     2673126 |     4474243 |      682660 |     3120340 |    74626143 |      576861
    miss rate                        |      67.76% |       28.67% |      20.94% |      52.12% |      79.50% |      51.51% |      100.00% |       1.36% |     100.00% |      31.16% |       8.84% |      30.02% |       9.56% |     100.00% |      71.39% |       9.73%
    mpki                             |        0.31 |         0.02 |        0.31 |        0.11 |        2.51 |       43.59 |         0.00 |        0.02 |        0.36 |        0.42 |        0.40 |        5.45 |        0.20 |        2.60 |       19.26 |        0.26
