                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1501279846 |  1126614632 |  4590851781 |  1429112712 |   507958193 |   682829675 |   977245634 |   257068249 |   916960464 |   662181616 |   621216024 |  1027012540 |   631674449 |  1265763145 |   702331340
  Cycles                             |  2714448791 |  2714453700 |  2714453668 |  2714453594 |  2714453633 |  2714454040 |  2714453977 |  2714453707 |  2714453945 |  2714453656 |  2714454006 |  2714453607 |  2714454033 |  2714453747 |  2714453812 |  2714453709
  IPC                                |        0.09 |        0.55 |        0.42 |        1.69 |        0.53 |        0.19 |        0.25 |        0.36 |        0.09 |        0.34 |        0.24 |        0.23 |        0.38 |        0.23 |        0.47 |        0.26
  Time (ns)                          |   904816264 |   904817900 |   904817890 |   904817865 |   904817878 |   904818014 |   904817993 |   904817903 |   904817982 |   904817886 |   904818002 |   904817869 |   904818011 |   904817916 |   904817938 |   904817903
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    82101237 |   100543975 |   211408535 |    81623623 |    30876586 |    36478337 |   149504248 |    43662892 |    39777680 |    40515834 |    50008644 |    23563292 |    12784889 |    84149060 |   106009972
  num incorrect                      |     4720676 |    56548893 |    16926613 |     1758515 |    13870029 |    18580386 |      853296 |    38278758 |     3984546 |     2276070 |     1515904 |     8377720 |      419801 |     1862071 |    14467783 |    11868854
  misprediction rate                 |      12.07% |      40.79% |      14.41% |       0.82% |      14.52% |      37.57% |       2.29% |      20.38% |       8.36% |       5.41% |       3.61% |      14.35% |       1.75% |      12.71% |      14.67% |      10.07%
  mpki                               |       18.88 |       37.67 |       15.02 |        0.38 |        9.71 |       36.58 |        1.25 |       39.17 |       15.50 |        2.48 |        2.29 |       13.49 |        0.41 |        2.95 |       11.43 |       16.90
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   123084879 |   128145832 |   351221260 |   160622348 |    60624220 |    68368678 |   127102815 |    29898867 |    87867646 |    63068272 |    91037012 |    91811850 |    60473927 |   153536255 |   112365482
    num misses                       |          84 |          52 |         467 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          66 |          18 |        4345
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   116504258 |   443866507 |   471240819 |  2641717001 |   671121863 |   233540301 |   240096780 |   328883511 |    88885149 |   281508959 |   222235169 |   297828820 |   402659581 |   319030034 |   533529729 |   282341107
    num misses                       |     4539995 |       27062 |      250438 |      356254 |      428206 |     1606888 |      364146 |     1452453 |     1496496 |       85425 |     1780971 |     1668686 |      212125 |      770737 |     3778692 |     1548609
    miss rate                        |       3.90% |       0.01% |       0.05% |       0.01% |       0.06% |       0.69% |       0.15% |       0.44% |       1.68% |       0.03% |       0.80% |       0.56% |       0.05% |       0.24% |       0.71% |       0.55%
    mpki                             |       18.16 |        0.02 |        0.22 |        0.08 |        0.30 |        3.16 |        0.53 |        1.49 |        5.82 |        0.09 |        2.69 |        2.69 |        0.21 |        1.22 |        2.99 |        2.20
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     4540079 |       27114 |      250905 |      356297 |      428262 |     1606898 |      364193 |     1452472 |     1496538 |       85433 |     1780993 |     1668751 |      212129 |      770803 |     3778710 |     1552954
    num misses                       |     1361668 |       24286 |        7945 |      102417 |       67816 |     1277200 |      115020 |      304255 |      407915 |        2302 |      162719 |       10460 |      111220 |       10253 |       29126 |      223996
    miss rate                        |      29.99% |      89.57% |       3.17% |      28.74% |      15.84% |      79.48% |      31.58% |      20.95% |      27.26% |       2.69% |       9.14% |       0.63% |      52.43% |       1.33% |       0.77% |      14.42%
    mpki                             |        5.45 |        0.02 |        0.01 |        0.02 |        0.05 |        2.51 |        0.17 |        0.31 |        1.59 |        0.00 |        0.25 |        0.02 |        0.11 |        0.02 |        0.02 |        0.32
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    43801034 |   123084879 |   128145832 |   351221260 |   160622348 |    60624220 |    68368678 |   127102815 |    29898867 |    87867646 |    63068272 |    91037012 |    91811850 |    60473927 |   153536255 |   112365482
    num cache misses                 |      540422 |      558032 |     2313161 |      133467 |      656943 |       41405 |       39693 |     1486983 |       22197 |      171255 |      109630 |     3469289 |       24075 |      185296 |     2464310 |     2669179
    miss rate                        |       1.23% |       0.45% |       1.81% |       0.04% |       0.41% |       0.07% |       0.06% |       1.17% |       0.07% |       0.19% |       0.17% |       3.81% |       0.03% |       0.31% |       1.61% |       2.38%
    mpki                             |        2.16 |        0.37 |        2.05 |        0.03 |        0.46 |        0.08 |        0.06 |        1.52 |        0.09 |        0.19 |        0.17 |        5.58 |        0.02 |        0.29 |        1.95 |        3.80
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   116504258 |   443866507 |   471240819 |  2641717001 |   671121863 |   233540301 |   240096780 |   328883511 |    88885149 |   281508959 |   222235169 |   297828820 |   402659581 |   319030034 |   533529729 |   282341107
    num cache misses                 |     6533914 |     1940638 |     4875416 |    23843078 |     4645271 |     3779763 |     8480597 |     2349019 |    10707409 |     9101803 |    12627928 |    10651834 |    10341299 |     5359260 |     4047854 |     3070803
    miss rate                        |       5.61% |       0.44% |       1.03% |       0.90% |       0.69% |       1.62% |       3.53% |       0.71% |      12.05% |       3.23% |       5.68% |       3.58% |       2.57% |       1.68% |       0.76% |       1.09%
    mpki                             |       26.14 |        1.29 |        4.33 |        5.19 |        3.25 |        7.44 |       12.42 |        2.40 |       41.65 |        9.93 |       19.07 |       17.15 |       10.07 |        8.48 |        3.20 |        4.37
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     8680978 |     2679536 |     7475438 |    23991053 |     5369900 |     4529238 |     9778360 |     4322772 |    12286596 |     9710235 |    13692222 |    14278148 |    10398751 |     6714598 |     6878884 |     6128376
    num cache misses                 |     5481806 |     2487355 |     3547761 |    11699050 |     4000226 |     3440838 |     6506444 |     2727796 |     8160235 |     3374508 |     3885357 |     3455371 |     7133147 |     3554370 |     3176124 |     3559433
    miss rate                        |      63.15% |      92.83% |      47.46% |      48.76% |      74.49% |      75.97% |      66.54% |      63.10% |      66.42% |      34.75% |      28.38% |      24.20% |      68.60% |      52.93% |      46.17% |      58.08%
    mpki                             |       21.93 |        1.66 |        3.15 |        2.55 |        2.80 |        6.77 |        9.53 |        2.79 |       31.74 |        3.68 |        5.87 |        5.56 |        6.95 |        5.63 |        2.51 |        5.07
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
