                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  715752123 |  336379876 |  590286421 |  741141092 |  249999884 |  256570117 |  393755140 |  459745961
  Cycles                             |  448747469 |  448747418 |  448747389 |  448747403 |  448745503 |  448747410 |  448747389 |  448747523
  IPC                                |       1.59 |       0.75 |       1.32 |       1.65 |       0.56 |       0.57 |       0.88 |       1.02
  Time (ns)                          |  149582490 |  149582473 |  149582463 |  149582468 |  149581834 |  149582470 |  149582463 |  149582508
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   91918707 |    7566657 |   47537179 |   49367389 |   13325983 |   20337279 |     512204 |   69332691
  num incorrect                      |    9933566 |     132890 |    7983702 |    8462765 |     311809 |    1661914 |       8682 |    7777431
  misprediction rate                 |      9.75% |      1.73% |     14.38% |     14.63% |      2.29% |      7.55% |      1.67% |     10.09%
  mpki                               |      13.88 |       0.40 |      13.53 |      11.42 |       1.25 |       6.48 |       0.02 |      16.92
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  109462954 |   30853467 |   86532641 |   89917323 |   24892730 |   21485869 |   45105230 |   73588448
    num misses                       |        529 |          4 |         65 |         18 |         47 |         42 |          6 |       2944
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  285939409 |  131658635 |  283155179 |  312405391 |   86640605 |   70747781 |  294540869 |  185210883
    num misses                       |      84923 |      62583 |    1583465 |    2200753 |     132635 |     344456 |   10701029 |    1058496
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.70% |      0.15% |      0.49% |      3.63% |      0.57%
    mpki                             |       0.12 |       0.19 |       2.68 |       2.97 |       0.53 |       1.34 |      27.18 |       2.30
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      85452 |      62587 |    1583530 |    2200771 |     132682 |     344498 |   10701035 |    1061440
    num misses                       |       2691 |      37299 |      10191 |      16950 |      40814 |     106899 |    7716879 |     155049
    miss rate                        |      3.15% |     59.60% |      0.64% |      0.77% |     30.76% |     31.03% |     72.11% |     14.61%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.42 |      19.60 |       0.34
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  109462954 |   30853467 |   86532641 |   89917323 |   24892730 |   21485869 |   45105230 |   73588448
    num cache misses                 |    2335776 |      34203 |    2883908 |     809733 |      24636 |      41226 |     192176 |    1457654
    miss rate                        |      2.13% |      0.11% |      3.33% |      0.90% |      0.10% |      0.19% |      0.43% |      1.98%
    mpki                             |       3.26 |       0.10 |       4.89 |       1.09 |       0.10 |       0.16 |       0.49 |       3.17
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  285939409 |  131658635 |  283155179 |  312405391 |   86640605 |   70747781 |  294540869 |  185210883
    num cache misses                 |    2823710 |    3173932 |    9646007 |    1530455 |    3053532 |    3763458 |    3240045 |    1791561
    miss rate                        |      0.99% |      2.41% |      3.41% |      0.49% |      3.52% |      5.32% |      1.10% |      0.97%
    mpki                             |       3.95 |       9.44 |      16.34 |       2.06 |      12.21 |      14.67 |       8.23 |       3.90
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5189671 |    3208499 |   12537814 |    2357889 |    3500293 |    3823605 |    3432392 |    3315996
    num cache misses                 |     376239 |    2414253 |    2057852 |     330912 |    2481866 |    3524490 |    2415929 |    1767018
    miss rate                        |      7.25% |     75.25% |     16.41% |     14.03% |     70.90% |     92.18% |     70.39% |     53.29%
    mpki                             |       0.53 |       7.18 |       3.49 |       0.45 |       9.93 |      13.74 |       6.14 |       3.84
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     406514 |    2414959 |    2067230 |     349076 |    2910594 |    3543507 |    2416139 |    1834072
    num cache misses                 |     243926 |    2312999 |     161978 |     139488 |    2138405 |    1487735 |    2010943 |     586925
    miss rate                        |     60.00% |     95.78% |      7.84% |     39.96% |     73.47% |     41.98% |     83.23% |     32.00%
    mpki                             |       0.34 |       6.88 |       0.27 |       0.19 |       8.55 |       5.80 |       5.11 |       1.28
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   11585697 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     148.18 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      38.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     77.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
