                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1439421870 |  2253302954 |  3836550596 |  1787872308 |   652242182 |   619867381 |  1432609041 |   275900849 |  2207446181 |   589805014 |  1839303357 |   886959239 |  1185520087 |  2538278893 |  1440027870
  Cycles                             |  1729617754 |  1729623122 |  1729622712 |  1729622698 |  1729622700 |  1729622710 |  1729623076 |  1729622765 |  1729623237 |  1729622749 |  1729622700 |  1729622711 |  1729623072 |  1729622700 |  1729623011 |  1729622703
  IPC                                |        0.14 |        0.83 |        1.30 |        2.22 |        1.03 |        0.38 |        0.36 |        0.83 |        0.16 |        1.28 |        0.34 |        1.06 |        0.51 |        0.69 |        1.47 |        0.83
  Time (ns)                          |   576539251 |   576541041 |   576540904 |   576540899 |   576540900 |   576540903 |   576541025 |   576540922 |   576541079 |   576540916 |   576540900 |   576540904 |   576541024 |   576540900 |   576541004 |   576540901
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    73150973 |   199571396 |   176674777 |   101441588 |    39617589 |    33526324 |   219154190 |    46998402 |    97287192 |    36278803 |   147974166 |    19885606 |    22123074 |   168793623 |   217331118
  num incorrect                      |     4720676 |    56328804 |    33288055 |     1469735 |    17178737 |    23840525 |      784206 |    56100732 |     4263590 |     5517544 |     1148942 |    24858632 |      352758 |     3279469 |    29026795 |    24368075
  misprediction rate                 |      12.07% |      43.50% |      14.30% |       0.83% |      14.48% |      37.57% |       2.29% |      20.38% |       8.32% |       5.37% |       3.07% |      14.38% |       1.74% |      12.91% |      14.67% |      10.08%
  mpki                               |       18.88 |       39.13 |       14.77 |        0.38 |        9.61 |       36.55 |        1.27 |       39.16 |       15.45 |        2.50 |        1.95 |       13.52 |        0.40 |        2.77 |       11.44 |       16.92
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   114375517 |   255888405 |   293516309 |   200372087 |    77767160 |    62412279 |   186389297 |    32063187 |   210440681 |    56116005 |   269494335 |    79856422 |   112962671 |   307898457 |   230399206
    num misses                       |          84 |          52 |         839 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          74 |          18 |        8376
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   116504258 |   420039995 |   942291745 |  2207661815 |   841297996 |   300070660 |   216592591 |   482119992 |    95460952 |   671837284 |   194503564 |   882013853 |   350714364 |   603558885 |  1070021095 |   578731445
    num misses                       |     4541995 |       22890 |      495814 |      297433 |      542411 |     2047111 |      339285 |     2130121 |     1601735 |      213716 |     1706708 |     4922829 |      178101 |     1373063 |     7590927 |     3145586
    miss rate                        |       3.90% |       0.01% |       0.05% |       0.01% |       0.06% |       0.68% |       0.16% |       0.44% |       1.68% |       0.03% |       0.88% |       0.56% |       0.05% |       0.23% |       0.71% |       0.54%
    mpki                             |       18.17 |        0.02 |        0.22 |        0.08 |        0.30 |        3.14 |        0.55 |        1.49 |        5.81 |        0.10 |        2.89 |        2.68 |        0.20 |        1.16 |        2.99 |        2.18
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     4542079 |       22942 |      496653 |      297476 |      542467 |     2047121 |      339332 |     2130140 |     1601777 |      213724 |     1706730 |     4922894 |      178105 |     1373137 |     7590945 |     3153962
    num misses                       |     1361660 |       20384 |       15902 |       85710 |       85709 |     1624770 |      105174 |      446192 |      452174 |        5481 |      150778 |       31495 |       98455 |       18119 |       58252 |      452274
    miss rate                        |      29.98% |      88.85% |       3.20% |      28.81% |      15.80% |      79.37% |      30.99% |      20.95% |      28.23% |       2.56% |       8.83% |       0.64% |      55.28% |       1.32% |       0.77% |      14.34%
    mpki                             |        5.45 |        0.01 |        0.01 |        0.02 |        0.05 |        2.49 |        0.17 |        0.31 |        1.64 |        0.00 |        0.26 |        0.02 |        0.11 |        0.02 |        0.02 |        0.31
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    43801034 |   114375517 |   255888405 |   293516309 |   200372087 |    77767160 |    62412279 |   186389297 |    32063187 |   210440681 |    56116005 |   269494335 |    79856422 |   112962671 |   307898457 |   230399206
    num cache misses                 |      683259 |       43785 |     3173120 |      198756 |      419062 |       30326 |       37729 |      775579 |       23559 |       29573 |      179677 |     8053775 |       50707 |       71402 |     2678105 |     3897996
    miss rate                        |       1.56% |       0.04% |       1.24% |       0.07% |       0.21% |       0.04% |       0.06% |       0.42% |       0.07% |       0.01% |       0.32% |       2.99% |       0.06% |       0.06% |       0.87% |       1.69%
    mpki                             |        2.73 |        0.03 |        1.41 |        0.05 |        0.23 |        0.05 |        0.06 |        0.54 |        0.09 |        0.01 |        0.30 |        4.38 |        0.06 |        0.06 |        1.06 |        2.71
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
