                                   | Core 0    
  Instructions                     |  249999984
  Cycles                           |  435904526
  IPC                              |       0.57
  Time (ns)                        |  145301509
Branch predictor stats             |           
  num correct                      |   15199251
  num incorrect                    |    9146162
  misprediction rate               |     37.57%
  mpki                             |      36.58
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   29844534
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  114926447
    num misses                     |     791202
    miss rate                      |      0.69%
    mpki                           |       3.16
  L2 TLB                           |           
    num accesses                   |     791212
    num misses                     |     629351
    miss rate                      |     79.54%
    mpki                           |       2.52
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   29844534
    num cache misses               |      15860
    miss rate                      |      0.05%
    mpki                           |       0.06
  Cache L1-D                       |           
    num cache accesses             |  114926447
    num cache misses               |    1764563
    miss rate                      |      1.54%
    mpki                           |       7.06
  Cache L2                         |           
    num cache accesses             |    2123475
    num cache misses               |    1641845
    miss rate                      |     77.32%
    mpki                           |       6.57
  Cache L3                         |           
    num cache accesses             |    2014686
    num cache misses               |    1432743
    miss rate                      |     71.11%
    mpki                           |       5.73
DRAM summary                       |           
  num dram accesses                |    1979424
  average dram access latency (ns) |      67.46
  average dram queueing delay      |       2.44
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
