                                     | Core 0     | Core 1      | Core 2     | Core 3     
  Instructions                       |  292546534 |  1171885258 |  249999888 |  1434460368
  Cycles                             |  818532002 |   818532004 |  818530298 |   818531913
  IPC                                |       0.36 |        1.43 |       0.31 |        1.75
  Time (ns)                          |  272844001 |   272844001 |  272843433 |   272843971
Branch predictor stats               |            |             |            |            
  num correct                        |    2651676 |    94324744 |   19818647 |    95899885
  num incorrect                      |      17754 |    15819816 |    1620730 |    16337797
  misprediction rate                 |      0.67% |      14.36% |      7.56% |      14.56%
  mpki                               |       0.06 |       13.50 |       6.48 |       11.39
TLB Summary                          |            |             |            |            
  I-TLB                              |            |             |            |            
    num accesses                     |   25855389 |   171748124 |   20925725 |   173948555
    num misses                       |          3 |          65 |         42 |          18
    miss rate                        |      0.00% |       0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            
    num accesses                     |   79628003 |   561888934 |   68803936 |   604257792
    num misses                       |     142105 |     3147017 |     336574 |     4216860
    miss rate                        |      0.18% |       0.56% |      0.49% |       0.70%
    mpki                             |       0.49 |        2.69 |       1.35 |        2.94
  L2 TLB                             |            |             |            |            
    num accesses                     |     142108 |     3147082 |     336616 |     4216878
    num misses                       |     142003 |       19570 |     104710 |       31969
    miss rate                        |     99.93% |       0.62% |     31.11% |       0.76%
    mpki                             |       0.49 |        0.02 |       0.42 |        0.02
Cache Summary                        |            |             |            |            
  Cache L1-I                         |            |             |            |            
    num cache accesses               |   25855389 |   171748124 |   20925725 |   173948555
    num cache misses                 |     177222 |     5076832 |      51324 |     1416636
    miss rate                        |      0.69% |       2.96% |      0.25% |       0.81%
    mpki                             |       0.61 |        4.33 |       0.21 |        0.99
  Cache L1-D                         |            |             |            |            
    num cache accesses               |   79628003 |   561888934 |   68803936 |   604257792
    num cache misses                 |   15109213 |    18504679 |    3710850 |     2813199
    miss rate                        |     18.97% |       3.29% |      5.39% |       0.47%
    mpki                             |      51.65 |       15.79 |      14.84 |        1.96
  Cache L2                           |            |             |            |            
    num cache accesses               |   15296911 |    23586841 |    3816118 |     4249805
    num cache misses                 |   10274500 |      179044 |    3577184 |      131614
    miss rate                        |     67.17% |       0.76% |     93.74% |       3.10%
    mpki                             |      35.12 |        0.15 |      14.31 |        0.09
  Cache L3                           |            |             |            |            
    num cache accesses               |   10284976 |      185507 |    3631196 |      152248
    num cache misses                 |   10274500 |      131219 |    3577107 |      124085
    miss rate                        |     99.90% |      70.74% |     98.51% |      81.50%
    mpki                             |      35.12 |        0.11 |      14.31 |        0.09
DRAM summary                         |            |             |            |            
  num dram accesses                  |   22267213 |           0 |          0 |           0
  average dram access latency (ns)   |     137.46 |         inf |        inf |         inf
  average dram queueing delay        |      27.45 |        0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     81.00% |       0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            
  num loads from dram                |          0 |           0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |           0
