                                   | Core 0    
  Instructions                     |   99999890
  Cycles                           |  146485884
  IPC                              |       0.68
  Time (ns)                        |   48828628
Branch predictor stats             |           
  num correct                      |    4412429
  num incorrect                    |      77840
  misprediction rate               |      1.73%
  mpki                             |       0.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8826080
    num misses                     |         57
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38104619
    num misses                     |      39050
    miss rate                      |      0.10%
    mpki                           |       0.39
  L2 TLB                           |           
    num accesses                   |      39107
    num misses                     |      30501
    miss rate                      |     77.99%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8826080
    num cache misses               |      90613
    miss rate                      |      1.03%
    mpki                           |       0.91
  Cache L1-D                       |           
    num cache accesses             |   38104619
    num cache misses               |    2606389
    miss rate                      |      6.84%
    mpki                           |      26.06
  Cache L2                         |           
    num cache accesses             |    2869275
    num cache misses               |    2520105
    miss rate                      |     87.83%
    mpki                           |      25.20
  Cache L3                         |           
    num cache accesses             |    2693921
    num cache misses               |    2495479
    miss rate                      |     92.63%
    mpki                           |      24.95
DRAM summary                       |           
  num dram accesses                |    4974574
  average dram access latency (ns) |      53.27
  average dram queueing delay      |       3.26
Coherency Traffic                  |           
  num loads from dram              |    1984872
  num loads from dram cache        |          0
  num loads from remote cache      |          0
