                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  289012711 |  368268563 |  548555792 |  555144551 |  387783677 |  284121640 |  677248988 |  249999884
  Cycles                             |  378699940 |  378699914 |  378699881 |  378699900 |  378699912 |  378699901 |  378699744 |  378696619
  IPC                                |       0.76 |       0.97 |       1.45 |       1.47 |       1.02 |       0.75 |       1.79 |       0.66
  Time (ns)                          |  126233313 |  126233305 |  126233294 |  126233300 |  126233304 |  126233300 |  126233248 |  126232206
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17553695 |   56251670 |   44140418 |   31302169 |   17149002 |   43046982 |   45482681 |   13325983
  num incorrect                      |   10562518 |   14522988 |    7420922 |    5278263 |   16139737 |    9378946 |    7667678 |     311809
  misprediction rate                 |     37.57% |     20.52% |     14.39% |     14.43% |     48.48% |     17.89% |     14.43% |      2.29%
  mpki                               |      36.55 |      39.44 |      13.53 |       9.51 |      41.62 |      33.01 |      11.32 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   34464988 |   47961210 |   80398765 |   62025293 |   29143660 |   39396036 |   82032095 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  133027023 |  123827754 |  263057128 |  261789073 |  110609192 |  110501262 |  284821008 |   86640605
    num misses                       |     910004 |     546418 |    1469821 |     172142 |       4854 |     594578 |    1938832 |     132410
    miss rate                        |      0.68% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.68% |      0.15%
    mpki                             |       3.15 |       1.48 |       2.68 |       0.31 |       0.01 |       2.09 |       2.86 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     910014 |     546437 |    1469886 |     172198 |       4906 |     594718 |    1938850 |     132457
    num misses                       |     722680 |     114334 |       9400 |      27037 |       4288 |      53724 |      14465 |      40806
    miss rate                        |     79.41% |     20.92% |      0.64% |     15.70% |     87.40% |      9.03% |      0.75% |     30.81%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   34464988 |   47961210 |   80398765 |   62025293 |   29143660 |   39396036 |   82032095 |   24892730
    num cache misses                 |      20149 |     237528 |    2643772 |     183457 |       8395 |    2318036 |     689755 |      24103
    miss rate                        |      0.06% |      0.50% |      3.29% |      0.30% |      0.03% |      5.88% |      0.84% |      0.10%
    mpki                             |       0.07 |       0.64 |       4.82 |       0.33 |       0.02 |       8.16 |       1.02 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  133027023 |  123827754 |  263057128 |  261789073 |  110609192 |  110501262 |  284821008 |   86640605
    num cache misses                 |    2074409 |     503029 |    8939829 |    1619702 |     295236 |    2397185 |    1392185 |    3042872
    miss rate                        |      1.56% |      0.41% |      3.40% |      0.62% |      0.27% |      2.17% |      0.49% |      3.51%
    mpki                             |       7.18 |       1.37 |      16.30 |       2.92 |       0.76 |       8.44 |       2.06 |      12.17
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2253047 |     839070 |   11585865 |    1804395 |     316743 |    4810759 |    2090205 |    3440711
    num cache misses                 |    1953653 |     329952 |    1787194 |    1272166 |     282310 |    2318248 |     212102 |    2459244
    miss rate                        |     86.71% |     39.32% |     15.43% |     70.50% |     89.13% |     48.19% |     10.15% |     71.47%
    mpki                             |       6.76 |       0.90 |       3.26 |       2.29 |       0.73 |       8.16 |       0.31 |       9.84
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2133482 |     430139 |    1789939 |    1273520 |     295699 |    2413910 |     220563 |    2838095
    num cache misses                 |     484918 |     134803 |      47729 |     480853 |     279908 |     536337 |      48923 |    2037521
    miss rate                        |     22.73% |     31.34% |      2.67% |     37.76% |     94.66% |     22.22% |     22.18% |     71.79%
    mpki                             |       1.68 |       0.37 |       0.09 |       0.87 |       0.72 |       1.89 |       0.07 |       8.15
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5939369 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.25 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.24 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     47.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
