                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  416139706 |  514414096 |  249999979 |  393546933
  Cycles                             |  263135542 |  263135701 |  263132493 |  263135527
  IPC                                |       1.58 |       1.95 |       0.95 |       1.50
  Time (ns)                          |   87711848 |   87711901 |   87710831 |   87711843
Branch predictor stats               |            |            |            |           
  num correct                        |   17656367 |   94935767 |   38222132 |   35208263
  num incorrect                      |    1019799 |    6476950 |    9793313 |    5981209
  misprediction rate                 |      5.46% |      6.39% |     20.40% |     14.52%
  mpki                               |       2.45 |      12.59 |      39.17 |      15.20
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   40183902 |   84352988 |   32523298 |   44678628
    num misses                       |          8 |         39 |         19 |        226
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  129279279 |  167651978 |   84159510 |  164898766
    num misses                       |      36969 |         23 |     372568 |      90770
    miss rate                        |      0.03% |      0.00% |      0.44% |      0.06%
    mpki                             |       0.09 |       0.00 |       1.49 |       0.23
  L2 TLB                             |            |            |            |           
    num accesses                     |      36977 |         62 |     372587 |      90996
    num misses                       |       1110 |         62 |      78119 |       2894
    miss rate                        |      3.00% |    100.00% |     20.97% |      3.18%
    mpki                             |       0.00 |       0.00 |       0.31 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   40183902 |   84352988 |   32523298 |   44678628
    num cache misses                 |       5857 |     789773 |     182096 |     629474
    miss rate                        |      0.01% |      0.94% |      0.56% |      1.41%
    mpki                             |       0.01 |       1.54 |       0.73 |       1.60
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  129279279 |  167651978 |   84159510 |  164898766
    num cache misses                 |    3514650 |       2938 |     365404 |    1291129
    miss rate                        |      2.72% |      0.00% |      0.43% |      0.78%
    mpki                             |       8.45 |       0.01 |       1.46 |       3.28
  Cache L2                           |            |            |            |           
    num cache accesses               |    3533694 |     793044 |     615547 |    1921472
    num cache misses                 |     100953 |      10095 |     264043 |     728699
    miss rate                        |      2.86% |      1.27% |     42.90% |     37.92%
    mpki                             |       0.24 |       0.02 |       1.06 |       1.85
  Cache L3                           |            |            |            |           
    num cache accesses               |     114222 |      10428 |     333198 |     729573
    num cache misses                 |      61311 |       9255 |     127238 |      20243
    miss rate                        |     53.68% |     88.75% |     38.19% |      2.77%
    mpki                             |       0.15 |       0.02 |       0.51 |       0.05
DRAM summary                         |            |            |            |           
  num dram accesses                  |     309137 |          0 |          0 |          0
  average dram access latency (ns)   |     110.47 |        inf |        inf |        inf
  average dram queueing delay        |       0.46 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
