                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  350453862 |  432846262 |  249999883 |  379702360
  Cycles                             |  238522554 |  238522777 |  238520413 |  238522800
  IPC                                |       1.47 |       1.81 |       1.05 |       1.59
  Time (ns)                          |   79507518 |   79507592 |   79506804 |   79507600
Branch predictor stats               |            |            |            |           
  num correct                        |   28221423 |   29177427 |   13678195 |   15870917
  num incorrect                      |    4730140 |    4879615 |    9414386 |     910293
  misprediction rate                 |     14.35% |     14.33% |     40.77% |      5.42%
  mpki                               |      13.50 |      11.27 |      37.66 |       2.40
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   51365348 |   52398301 |   20500819 |   36924765
    num misses                       |         65 |         18 |         52 |          8
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  168041229 |  181846038 |   73920987 |  118913818
    num misses                       |     941567 |    1209074 |       4511 |      29655
    miss rate                        |      0.56% |      0.66% |      0.01% |      0.02%
    mpki                             |       2.69 |       2.79 |       0.02 |       0.08
  L2 TLB                             |            |            |            |           
    num accesses                     |     941632 |    1209092 |       4563 |      29663
    num misses                       |       6019 |       8963 |       4160 |       1016
    miss rate                        |      0.64% |      0.74% |     91.17% |      3.43%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   51365348 |   52398301 |   20500819 |   36924765
    num cache misses                 |    1494602 |     407596 |       1846 |       1910
    miss rate                        |      2.91% |      0.78% |      0.01% |      0.01%
    mpki                             |       4.26 |       0.94 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  168041229 |  181846038 |   73920987 |  118913818
    num cache misses                 |    5604320 |     869409 |     267081 |    3219184
    miss rate                        |      3.34% |      0.48% |      0.36% |      2.71%
    mpki                             |      15.99 |       2.01 |       1.07 |       8.48
  Cache L2                           |            |            |            |           
    num cache accesses               |    7100064 |    1280051 |     270963 |    3229177
    num cache misses                 |      40194 |      21497 |     259381 |      55116
    miss rate                        |      0.57% |      1.68% |     95.73% |      1.71%
    mpki                             |       0.11 |       0.05 |       1.04 |       0.15
  Cache L3                           |            |            |            |           
    num cache accesses               |      41570 |      24624 |     261464 |      63325
    num cache misses                 |      27911 |      19799 |     258497 |      43220
    miss rate                        |     67.14% |     80.41% |     98.87% |     68.25%
    mpki                             |       0.08 |       0.05 |       1.03 |       0.11
DRAM summary                         |            |            |            |           
  num dram accesses                  |     555275 |          0 |          0 |          0
  average dram access latency (ns)   |     112.23 |        inf |        inf |        inf
  average dram queueing delay        |       2.22 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
