                                     | Core 0      | Core 1      | Core 2     | Core 3    
  Instructions                       |  1345330207 |  1336324169 |  249999973 |  927912215
  Cycles                             |   964803303 |   964803301 |  964800767 |  964803499
  IPC                                |        1.39 |        1.39 |       0.26 |       0.96
  Time (ns)                          |   321601101 |   321601100 |  321600256 |  321601166
Branch predictor stats               |             |             |            |           
  num correct                        |   119899328 |   107537753 |   40600608 |    1213794
  num incorrect                      |    20088611 |    18066822 |    2521753 |      20570
  misprediction rate                 |      14.35% |      14.38% |      5.85% |      1.67%
  mpki                               |       14.93 |       13.52 |      10.09 |       0.02
TLB Summary                          |             |             |            |           
  I-TLB                              |             |             |            |           
    num accesses                     |   152930886 |   195826421 |   41868591 |  106274198
    num misses                       |         530 |          65 |          4 |          6
    miss rate                        |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |             |             |            |           
    num accesses                     |   562599351 |   640891730 |   75636447 |  694173644
    num misses                       |      293879 |     3578641 |      88470 |   25180221
    miss rate                        |       0.05% |       0.56% |      0.12% |      3.63%
    mpki                             |        0.22 |        2.68 |       0.35 |      27.14
  L2 TLB                             |             |             |            |           
    num accesses                     |      294409 |     3578706 |      88474 |   25180227
    num misses                       |        9386 |       22958 |      88474 |   18104756
    miss rate                        |       3.19% |       0.64% |    100.00% |     71.90%
    mpki                             |        0.01 |        0.02 |       0.35 |      19.51
Cache Summary                        |             |             |            |           
  Cache L1-I                         |             |             |            |           
    num cache accesses               |   152930886 |   195826421 |   41868591 |  106274198
    num cache misses                 |     1872085 |     5760840 |       3295 |      95559
    miss rate                        |       1.22% |       2.94% |      0.01% |      0.09%
    mpki                             |        1.39 |        4.31 |       0.01 |       0.10
  Cache L1-D                         |             |             |            |           
    num cache accesses               |   562599351 |   640891730 |   75636447 |  694173644
    num cache misses                 |     4943145 |    21200520 |    5663961 |    7598825
    miss rate                        |       0.88% |       3.31% |      7.49% |      1.09%
    mpki                             |        3.67 |       15.86 |      22.66 |       8.19
  Cache L2                           |             |             |            |           
    num cache accesses               |     6841102 |    26973419 |    7686281 |    7694824
    num cache misses                 |      577333 |      283269 |    5667256 |    5125622
    miss rate                        |       8.44% |       1.05% |     73.73% |     66.61%
    mpki                             |        0.43 |        0.21 |      22.67 |       5.52
  Cache L3                           |             |             |            |           
    num cache accesses               |      606999 |      297243 |    7686281 |    5126176
    num cache misses                 |      440115 |      278992 |    5665330 |    4556186
    miss rate                        |      72.51% |      93.86% |     73.71% |     88.88%
    mpki                             |        0.33 |        0.21 |      22.66 |       4.91
DRAM summary                         |             |             |            |           
  num dram accesses                  |    14602450 |           0 |          0 |          0
  average dram access latency (ns)   |      125.56 |         inf |        inf |        inf
  average dram queueing delay        |       15.56 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      45.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |             |            |           
  num loads from dram                |           0 |           0 |          0 |          0
  num loads from dram cache          |           0 |           0 |          0 |          0
  num loads from remote cache        |           0 |           0 |          0 |          0
