                                   | Core 0    
  Instructions                     |  249999984
  Cycles                           |  282482660
  IPC                              |       0.89
  Time (ns)                        |   94160887
Branch predictor stats             |           
  num correct                      |   15199251
  num incorrect                    |    9146162
  misprediction rate               |     37.57%
  mpki                             |      36.58
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   29844534
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  114926447
    num misses                     |     791200
    miss rate                      |      0.69%
    mpki                           |       3.16
  L2 TLB                           |           
    num accesses                   |     791210
    num misses                     |     629349
    miss rate                      |     79.54%
    mpki                           |       2.52
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   29844534
    num cache misses               |      15409
    miss rate                      |      0.05%
    mpki                           |       0.06
  Cache L1-D                       |           
    num cache accesses             |  114926447
    num cache misses               |    1763868
    miss rate                      |      1.53%
    mpki                           |       7.06
  Cache L2                         |           
    num cache accesses             |    1917261
    num cache misses               |    1647159
    miss rate                      |     85.91%
    mpki                           |       6.59
  Cache L3                         |           
    num cache accesses             |    1806703
    num cache misses               |     420066
    miss rate                      |     23.25%
    mpki                           |       1.68
DRAM summary                       |           
  num dram accesses                |     705045
  average dram access latency (ns) |      55.72
  average dram queueing delay      |       0.71
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
