                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  281531109 |  359682211 |  536948164 |  551540579 |  380998927 |  278275484 |  662252797 |  249999909
  Cycles                             |  371266204 |  371266222 |  371266229 |  371266365 |  371266202 |  371266200 |  371266149 |  371263020
  IPC                                |       0.76 |       0.97 |       1.45 |       1.49 |       1.03 |       0.75 |       1.78 |       0.67
  Time (ns)                          |  123755402 |  123755408 |  123755410 |  123755455 |  123755401 |  123755400 |  123755383 |  123754340
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17103162 |   54921209 |   43188396 |   31007510 |   16979749 |   42202144 |   44381262 |   13325983
  num incorrect                      |   10292361 |   14202786 |    7260415 |    5221225 |   15807019 |    9163530 |    7510501 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.39% |     14.41% |     48.21% |     17.84% |     14.47% |      2.29%
  mpki                               |      36.56 |      39.49 |      13.52 |       9.47 |      41.49 |      32.93 |      11.34 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33577185 |   46855554 |   78678539 |   61551855 |   28719493 |   38557358 |   80213102 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  129546235 |  120902555 |  257425956 |  260380074 |  108803179 |  108198595 |  278610419 |   86640595
    num misses                       |     887714 |     535735 |    1439671 |     169933 |       4854 |     581768 |    1917467 |     132130
    miss rate                        |      0.69% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.69% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.31 |       0.01 |       2.09 |       2.90 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     887724 |     535754 |    1439736 |     169989 |       4906 |     581908 |    1917485 |     132177
    num misses                       |     704770 |     111833 |       9226 |      26773 |       4288 |      53226 |      14328 |      40808
    miss rate                        |     79.39% |     20.87% |      0.64% |     15.75% |     87.40% |      9.15% |      0.75% |     30.87%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33577185 |   46855554 |   78678539 |   61551855 |   28719493 |   38557358 |   80213102 |   24892730
    num cache misses                 |      19366 |     231839 |    2598928 |     181155 |       6940 |    2262834 |     682025 |      24159
    miss rate                        |      0.06% |      0.49% |      3.30% |      0.29% |      0.02% |      5.87% |      0.85% |      0.10%
    mpki                             |       0.07 |       0.64 |       4.84 |       0.33 |       0.02 |       8.13 |       1.03 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  129546235 |  120902555 |  257425956 |  260380074 |  108803179 |  108198595 |  278610419 |   86640595
    num cache misses                 |    2015741 |     493124 |    8734432 |    1608930 |     290552 |    2385696 |    1353083 |    3043743
    miss rate                        |      1.56% |      0.41% |      3.39% |      0.62% |      0.27% |      2.20% |      0.49% |      3.51%
    mpki                             |       7.16 |       1.37 |      16.27 |       2.92 |       0.76 |       8.57 |       2.04 |      12.17
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2189151 |     821853 |   11335379 |    1791709 |     307903 |    4742902 |    2043486 |    3424897
    num cache misses                 |    1897571 |     325562 |    1749104 |    1262966 |     277506 |    2309621 |     206168 |    2460391
    miss rate                        |     86.68% |     39.61% |     15.43% |     70.49% |     90.13% |     48.70% |     10.09% |     71.84%
    mpki                             |       6.74 |       0.91 |       3.26 |       2.29 |       0.73 |       8.30 |       0.31 |       9.84
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2072549 |     424127 |    1751607 |    1264733 |     288222 |    2404122 |     214730 |    2822572
    num cache misses                 |     473769 |     136514 |      48994 |     434056 |     275106 |     528743 |      48935 |    1979009
    miss rate                        |     22.86% |     32.19% |      2.80% |     34.32% |     95.45% |     21.99% |     22.79% |     70.11%
    mpki                             |       1.68 |       0.38 |       0.09 |       0.79 |       0.72 |       1.90 |       0.07 |       7.92
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5794180 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.56 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.55 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     46.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
