                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1152233493 |  9398957743 |   450778401 |  5312447753 |   421721709 |  6813686377 |  2775014716 |   888872713 |   866094117 |  1756015967 |  1083682152 |  3816287656 |   249999981 |   685926593 |  7128375610 |  5962508668
  Cycles                             |  6278728230 |  6278726705 |  6278728410 |  6278728299 |  6278728180 |  6278726701 |  6278726700 |  6278728192 |  6278727378 |  6278726700 |  6278727119 |  6278726711 |  6278722359 |  6278727027 |  6278726707 |  6278727279
  IPC                                |        0.18 |        1.50 |        0.07 |        0.85 |        0.07 |        1.09 |        0.44 |        0.14 |        0.14 |        0.28 |        0.17 |        0.61 |        0.04 |        0.11 |        1.14 |        0.95
  Time (ns)                          |  2092909410 |  2092908902 |  2092909470 |  2092909433 |  2092909393 |  2092908900 |  2092908900 |  2092909397 |  2092909126 |  2092908900 |  2092909040 |  2092908904 |  2092907453 |  2092909009 |  2092908902 |  2092909093
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    61726023 |  1734582433 |    74830355 |   471155523 |    58007632 |   908411225 |   418434145 |   150764092 |     7851899 |    40486671 |    35379105 |   206844137 |    58565837 |    12651056 |   475060911 |   263124779
  num incorrect                      |     1444017 |   118331187 |     4539216 |    78645230 |     7984025 |    91584079 |    47076878 |    13875594 |       52572 |      722160 |    16686705 |   144450032 |     6500447 |    17645237 |    81515515 |    14934798
  misprediction rate                 |       2.29% |       6.39% |       5.72% |      14.30% |      12.10% |       9.16% |      10.11% |       8.43% |       0.67% |       1.75% |      32.05% |      41.12% |       9.99% |      58.24% |      14.65% |       5.37%
  mpki                               |        1.25 |       12.59 |       10.07 |       14.80 |       18.93 |       13.44 |       16.96 |       15.61 |        0.06 |        0.41 |       15.40 |       37.85 |       26.00 |       25.72 |       11.44 |        2.50
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   115227618 |  1541193423 |    76018705 |   603314128 |    73861678 |  1020517689 |   444384442 |   103004931 |    76545959 |   156925179 |    84588951 |   311671259 |    21135842 |    74151915 |   864907386 |   567978355
    num misses                       |          47 |          39 |           4 |        1832 |          92 |        4461 |       16139 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   402253608 |  3063105385 |   136483829 |  2221293269 |   196532733 |  2656605430 |  1117956246 |   307493951 |   235762631 |   689641406 |   476018567 |  1126466972 |    86633855 |   249414852 |  3005638232 |  1813328080
    num misses                       |      611095 |          23 |      163389 |     1167126 |     7659243 |      834289 |     6251943 |     5172563 |      420783 |      368112 |      489736 |       67775 |     1331683 |     1725248 |    21346973 |      580456
