                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1347172592 |  2194258963 |  1854159636 |  1659969255 |   934853122 |   558075716 |  1424495501 |   278257707 |  2316799243 |   552356455 |  2130744881 |   805420759 |  1350760097 |  2725540237 |  1385988692
  Cycles                             |  1654062826 |  1654067549 |  1654067488 |  1654067434 |  1654067907 |  1654067496 |  1654067700 |  1654067487 |  1654068428 |  1654067432 |  1654067430 |  1654067480 |  1654067610 |  1654067404 |  1654067459 |  1654067484
  IPC                                |        0.15 |        0.81 |        1.33 |        1.12 |        1.00 |        0.57 |        0.34 |        0.86 |        0.17 |        1.40 |        0.33 |        1.29 |        0.49 |        0.82 |        1.65 |        0.84
  Time (ns)                          |   551354276 |   551355850 |   551355830 |   551355812 |   551355969 |   551355832 |   551355900 |   551355829 |   551356143 |   551355811 |   551355810 |   551355827 |   551355870 |   551355802 |   551355820 |   551355828
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    70832008 |   193477786 |    85372430 |    95255477 |    56807255 |    30254761 |   217900898 |    47171383 |   101749223 |    34082525 |   171398452 |    18341942 |    26551366 |   181564919 |   209150128
  num incorrect                      |     4720676 |    51821370 |    32282122 |      708469 |    16128785 |    34183584 |      707682 |    55799059 |     4290934 |     5783207 |     1110610 |    28769396 |      326012 |     3969822 |    31139741 |    23438042
  misprediction rate                 |      12.07% |      42.25% |      14.30% |       0.82% |      14.48% |      37.57% |       2.29% |      20.39% |       8.34% |       5.38% |       3.16% |      14.37% |       1.75% |      13.01% |      14.64% |      10.08%
  mpki                               |       18.88 |       38.47 |       14.71 |        0.38 |        9.72 |       36.57 |        1.27 |       39.17 |       15.42 |        2.50 |        2.01 |       13.50 |        0.40 |        2.94 |       11.43 |       16.91
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    43801034 |   108593930 |   248846861 |   141841866 |   186919494 |   111515158 |    56347091 |   185347426 |    32288453 |   221085760 |    52514729 |   312168199 |    72124955 |   129004635 |   330676136 |   221793344
    num misses                       |          84 |          52 |         811 |          43 |          56 |          10 |          47 |          19 |          42 |           8 |          22 |          65 |           4 |          78 |          18 |        8298
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   116504258 |   395478094 |   918387679 |  1066950577 |   778325153 |   429897274 |   193374326 |   479382115 |    96607239 |   706485158 |   182409647 |  1021589069 |   314920205 |   682687721 |  1148969422 |   557631348
    num misses                       |     4544238 |       22686 |      489239 |      143243 |      502541 |     2943306 |      295060 |     2117789 |     1641755 |      221191 |     1545762 |     5706824 |      162193 |     1581157 |     8124310 |     3086799
    miss rate                        |       3.90% |       0.01% |       0.05% |       0.01% |       0.06% |       0.68% |       0.15% |       0.44% |       1.70% |       0.03% |       0.85% |       0.56% |       0.05% |       0.23% |       0.71% |       0.55%
