                                   | Core 0    
  Instructions                     |   99999890
  Cycles                           |  138800798
  IPC                              |       0.72
  Time (ns)                        |   46266933
Branch predictor stats             |           
  num correct                      |    4412429
  num incorrect                    |      77840
  misprediction rate               |      1.73%
  mpki                             |       0.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8826080
    num misses                     |         57
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38104613
    num misses                     |      39050
    miss rate                      |      0.10%
    mpki                           |       0.39
  L2 TLB                           |           
    num accesses                   |      39107
    num misses                     |      30500
    miss rate                      |     77.99%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8826080
    num cache misses               |      89855
    miss rate                      |      1.02%
    mpki                           |       0.90
  Cache L1-D                       |           
    num cache accesses             |   38104613
    num cache misses               |    2606854
    miss rate                      |      6.84%
    mpki                           |      26.07
  Cache L2                         |           
    num cache accesses             |    2868791
    num cache misses               |    2519930
    miss rate                      |     87.84%
    mpki                           |      25.20
  Cache L3                         |           
    num cache accesses             |    2693555
    num cache misses               |    2495304
    miss rate                      |     92.64%
    mpki                           |      24.95
DRAM summary                       |           
  num dram accesses                |    4974224
  average dram access latency (ns) |      53.25
  average dram queueing delay      |       3.24
Coherency Traffic                  |           
  num loads from dram              |    1985083
  num loads from dram cache        |          0
  num loads from remote cache      |          0
