                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  682561025 |  442763374 |  832731037 |  249999984
  Cycles                             |  501613417 |  501613107 |  501613026 |  501611133
  IPC                                |       1.36 |       0.88 |       1.66 |       0.50
  Time (ns)                          |  167204472 |  167204369 |  167204342 |  167203711
Branch predictor stats               |            |            |            |           
  num correct                        |   39052125 |   56323023 |   38347709 |   15199251
  num incorrect                      |    6657632 |   13454697 |     318655 |    9146162
  misprediction rate                 |     14.57% |     19.28% |      0.82% |     37.57%
  mpki                               |       9.75 |      30.39 |       0.38 |      36.58
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   76770335 |   62125590 |   63711761 |   29844534
    num misses                       |         56 |        116 |         43 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  320258308 |  175058205 |  479160399 |  114926447
    num misses                       |     203151 |     274078 |      64365 |     791192
    miss rate                        |      0.06% |      0.16% |      0.01% |      0.69%
    mpki                             |       0.30 |       0.62 |       0.08 |       3.16
  L2 TLB                             |            |            |            |           
    num accesses                     |     203207 |     274194 |      64408 |     791202
    num misses                       |      32145 |      47060 |      19188 |     629351
    miss rate                        |     15.82% |     17.16% |     29.79% |     79.54%
    mpki                             |       0.05 |       0.11 |       0.02 |       2.52
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   76770335 |   62125590 |   63711761 |   29844534
    num cache misses                 |     128648 |    1805549 |      30865 |       8568
    miss rate                        |      0.17% |      2.91% |      0.05% |      0.03%
    mpki                             |       0.19 |       4.08 |       0.04 |       0.03
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  320258308 |  175058205 |  479160399 |  114926447
    num cache misses                 |    1908615 |    1976820 |    4322191 |    1788142
    miss rate                        |      0.60% |      1.13% |      0.90% |      1.56%
    mpki                             |       2.80 |       4.46 |       5.19 |       7.15
  Cache L2                           |            |            |            |           
    num cache accesses               |    2041857 |    3918961 |    4358133 |    2094383
    num cache misses                 |    1082357 |     697635 |    2374620 |    1343991
    miss rate                        |     53.01% |     17.80% |     54.49% |     64.17%
    mpki                             |       1.59 |       1.58 |       2.85 |       5.38
  Cache L3                           |            |            |            |           
    num cache accesses               |    1093815 |     838956 |    2381432 |    1695966
    num cache misses                 |     802142 |     565198 |    1221935 |    1098261
    miss rate                        |     73.33% |     67.37% |     51.31% |     64.76%
    mpki                             |       1.18 |       1.28 |       1.47 |       4.39
DRAM summary                         |            |            |            |           
  num dram accesses                  |    5985499 |          0 |          0 |          0
  average dram access latency (ns)   |     114.95 |        inf |        inf |        inf
  average dram queueing delay        |       4.94 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     35.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
