                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999879 |  290013777 |  393565228 |  469422864
  Cycles                             |  271433862 |  271435039 |  271435034 |  271435017
  IPC                                |       0.92 |       1.07 |       1.45 |       1.73
  Time (ns)                          |   90477954 |   90478347 |   90478345 |   90478339
Branch predictor stats               |            |            |            |           
  num correct                        |    5768210 |    7274474 |   31724092 |   59317012
  num incorrect                      |     102901 |    1067957 |    5301834 |    6610723
  misprediction rate                 |      1.75% |     12.80% |     14.32% |     10.03%
  mpki                               |       0.41 |       3.68 |      13.47 |      14.08
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   22339856 |   28326467 |   57719121 |   72443284
    num misses                       |          4 |         62 |         65 |        371
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   98207446 |  146537830 |  188699287 |  189523241
    num misses                       |      52549 |     346027 |    1064832 |      55407
    miss rate                        |      0.05% |      0.24% |      0.56% |      0.03%
    mpki                             |       0.21 |       1.19 |       2.71 |       0.12
  L2 TLB                             |            |            |            |           
    num accesses                     |      52553 |     346089 |    1064897 |      55778
    num misses                       |      27305 |       5016 |       6442 |       1826
    miss rate                        |     51.96% |      1.45% |      0.60% |      3.27%
    mpki                             |       0.11 |       0.02 |       0.02 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   22339856 |   28326467 |   57719121 |   72443284
    num cache misses                 |      32262 |      58407 |    1933527 |    1539446
    miss rate                        |      0.14% |      0.21% |      3.35% |      2.13%
    mpki                             |       0.13 |       0.20 |       4.91 |       3.28
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   98207446 |  146537830 |  188699287 |  189523241
    num cache misses                 |    2549070 |    2531722 |    6378643 |    1469061
    miss rate                        |      2.60% |      1.73% |      3.38% |      0.78%
    mpki                             |      10.20 |       8.73 |      16.21 |       3.13
  Cache L2                           |            |            |            |           
    num cache accesses               |    2581390 |    2614944 |    8314132 |    3026249
    num cache misses                 |    1786816 |    1226567 |    1269423 |     220075
    miss rate                        |     69.22% |     46.91% |     15.27% |      7.27%
    mpki                             |       7.15 |       4.23 |       3.23 |       0.47
  Cache L3                           |            |            |            |           
    num cache accesses               |    1787020 |    1251422 |    1271768 |     237850
    num cache misses                 |    1680881 |     163180 |      39850 |     101625
    miss rate                        |     94.06% |     13.04% |      3.13% |     42.73%
    mpki                             |       6.72 |       0.56 |       0.10 |       0.22
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2519683 |          0 |          0 |          0
  average dram access latency (ns)   |     112.34 |        inf |        inf |        inf
  average dram queueing delay        |       2.33 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     27.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
