                                   | Core 0    
  Instructions                     |   99999889
  Cycles                           |   98124570
  IPC                              |       1.02
  Time (ns)                        |   32708190
Branch predictor stats             |           
  num correct                      |    1858427
  num incorrect                    |      31731
  misprediction rate               |      1.68%
  mpki                             |       0.32
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9515697
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   42596970
    num misses                     |      16138
    miss rate                      |      0.04%
    mpki                           |       0.16
  L2 TLB                           |           
    num accesses                   |      16142
    num misses                     |      13665
    miss rate                      |     84.65%
    mpki                           |       0.14
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9515697
    num cache misses               |       6512
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |   42596970
    num cache misses               |     941815
    miss rate                      |      2.21%
    mpki                           |       9.42
  Cache L2                         |           
    num cache accesses             |     948414
    num cache misses               |     861008
    miss rate                      |     90.78%
    mpki                           |       8.61
  Cache L3                         |           
    num cache accesses             |     861207
    num cache misses               |     846456
    miss rate                      |     98.29%
    mpki                           |       8.46
DRAM summary                       |           
  num dram accesses                |    1080878
  average dram access latency (ns) |      70.26
  average dram queueing delay      |       5.24
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
