                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999989 |  4311070255 |  3384415522 |  2317650855
  Cycles                             |  4330656116 |  4330658578 |  4330658400 |  4330658405
  IPC                                |        0.06 |        1.00 |        0.78 |        0.54
  Time (ns)                          |  1443552039 |  1443552859 |  1443552800 |  1443552802
Branch predictor stats               |             |             |             |            
  num correct                        |    43244780 |   198525670 |     4414707 |   124016403
  num incorrect                      |    11689069 |     1651366 |       74816 |     2901493
  misprediction rate                 |      21.28% |       0.82% |       1.67% |       2.29%
  mpki                               |       46.76 |        0.38 |        0.02 |        1.25
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    23761816 |   329815629 |   387654492 |   231667504
    num misses                       |           3 |          43 |           6 |          47
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    88558906 |  2480731119 |  2531767029 |   803663905
    num misses                       |    21161004 |      333510 |    91451660 |     1228809
    miss rate                        |      23.89% |       0.01% |       3.61% |       0.15%
    mpki                             |       84.64 |        0.08 |       27.02 |        0.53
  L2 TLB                             |             |             |             |            
    num accesses                     |    21161007 |      333553 |    91451666 |     1228856
    num misses                       |    10898754 |       96488 |    65385120 |      381603
    miss rate                        |      51.50% |      28.93% |      71.50% |      31.05%
    mpki                             |       43.60 |        0.02 |       19.32 |        0.16
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    23761816 |   329815629 |   387654492 |   231667504
    num cache misses                 |      151019 |      258851 |     1288695 |      174616
    miss rate                        |       0.64% |       0.08% |       0.33% |       0.08%
    mpki                             |        0.60 |        0.06 |        0.38 |        0.08
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    88558906 |  2480731119 |  2531767029 |   803663905
    num cache misses                 |    28898928 |    23305004 |    27851099 |    28471551
    miss rate                        |      32.63% |       0.94% |       1.10% |       3.54%
    mpki                             |      115.60 |        5.41 |        8.23 |       12.28
  Cache L2                           |             |             |             |            
    num cache accesses               |    33206679 |    23797434 |    29275568 |    33018184
    num cache misses                 |    23603975 |    16127708 |    20248780 |    22289474
    miss rate                        |      71.08% |      67.77% |      69.17% |      67.51%
    mpki                             |       94.42 |        3.74 |        5.98 |        9.62
  Cache L3                           |             |             |             |            
    num cache accesses               |    27808093 |    16377119 |    20385100 |    26951793
    num cache misses                 |    22566430 |    15828391 |    19687883 |    21775228
    miss rate                        |      81.15% |      96.65% |      96.58% |      80.79%
    mpki                             |       90.27 |        3.67 |        5.82 |        9.40
DRAM summary                         |             |             |             |            
  num dram accesses                  |   111437046 |           0 |           0 |           0
  average dram access latency (ns)   |      148.81 |         inf |         inf |         inf
  average dram queueing delay        |       38.80 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      77.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
