                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3035322187 |   810636734 |  6424850503 |  3392395910 |  4220120914 |   528032407 |  2363043773 |   249999989
  Cycles                             |  3437510400 |  3437510646 |  3437510408 |  3437510410 |  3437510414 |  3437510625 |  3437510558 |  3437506781
  IPC                                |        0.88 |        0.24 |        1.87 |        0.99 |        1.23 |        0.15 |        0.69 |        0.07
  Time (ns)                          |  1145836800 |  1145836882 |  1145836803 |  1145836803 |  1145836805 |  1145836875 |  1145836853 |  1145835594
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   463823475 |   111519818 |  1185709707 |   181403397 |   636434578 |   123741363 |   359819150 |    43244780
  num incorrect                      |   119021027 |    15286061 |    80887878 |   129337639 |    71511184 |    13736419 |    77244057 |    11689069
  misprediction rate                 |      20.42% |      12.05% |       6.39% |      41.62% |      10.10% |       9.99% |      17.67% |      21.28%
  mpki                               |       39.21 |       18.86 |       12.59 |       38.13 |       16.95 |       26.01 |       32.69 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   394947020 |   142032096 |  1053514973 |   275441930 |   675684920 |    44611722 |   325911597 |    23761816
    num misses                       |          19 |         100 |          39 |          52 |       24717 |       36419 |         445 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1021696692 |   377789954 |  2093850071 |   998889477 |  1699721430 |   182938149 |   916913684 |    88558906
    num misses                       |     4527644 |    14714512 |          23 |       58962 |     9499929 |     2805291 |     4868986 |    21159802
    miss rate                        |       0.44% |       3.89% |       0.00% |       0.01% |       0.56% |       1.53% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.15 |        0.00 |        0.02 |        2.25 |        5.31 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4527663 |    14714612 |          62 |       59014 |     9524646 |     2841710 |     4869431 |    21159805
    num misses                       |      947430 |     4416167 |          62 |       52576 |     1354320 |     2404338 |      464890 |    10898277
    miss rate                        |      20.93% |      30.01% |     100.00% |      89.09% |      14.22% |      84.61% |       9.55% |      51.50%
    mpki                             |        0.31 |        5.45 |        0.00 |        0.02 |        0.32 |        4.55 |        0.20 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   394947020 |   142032096 |  1053514973 |   275441930 |   675684920 |    44611722 |   325911597 |    23761816
    num cache misses                 |     1894297 |     2260182 |    10161844 |       95662 |    11717373 |      765672 |    18820317 |      114004
    miss rate                        |       0.48% |       1.59% |       0.96% |       0.03% |       1.73% |       1.72% |       5.77% |       0.48%
    mpki                             |        0.62 |        2.79 |        1.58 |        0.03 |        2.78 |        1.45 |        7.96 |        0.46
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1021696692 |   377789954 |  2093850071 |   998889477 |  1699721430 |   182938149 |   916913684 |    88558906
    num cache misses                 |     4224735 |    21278913 |      144353 |     3648291 |    15226346 |    15680903 |    20885575 |    28779887
    miss rate                        |       0.41% |       5.63% |       0.01% |       0.37% |       0.90% |       8.57% |       2.28% |      32.50%
    mpki                             |        1.39 |       26.25 |        0.02 |        1.08 |        3.61 |       29.70 |        8.84 |      115.12
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7061030 |    28201950 |    10332399 |     3899895 |    27319852 |    16484197 |    40638905 |    32459702
    num cache misses                 |     2493563 |    19117759 |      510703 |     3624502 |     8245565 |    15637660 |    19458488 |    22540096
    miss rate                        |      35.31% |      67.79% |       4.94% |      92.94% |      30.18% |      94.86% |      47.88% |      69.44%
    mpki                             |        0.82 |       23.58 |        0.08 |        1.07 |        1.95 |       29.61 |        8.23 |       90.16
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3458906 |    23793584 |      536905 |     3783860 |     8624801 |    15676922 |    20395049 |    26151455
    num cache misses                 |     2290874 |    15689414 |      506950 |     3609418 |     3463817 |    14552838 |     5053582 |    17886764
    miss rate                        |      66.23% |      65.94% |      94.42% |      95.39% |      40.16% |      92.83% |      24.78% |      68.40%
    mpki                             |        0.75 |       19.35 |        0.08 |        1.06 |        0.82 |       27.56 |        2.14 |       71.55
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    80024926 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      127.75 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       17.74 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      69.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
