                                   | Core 0    
  Instructions                     |  249999984
  Cycles                           |  383930767
  IPC                              |       0.65
  Time (ns)                        |  127976922
Branch predictor stats             |           
  num correct                      |   15199251
  num incorrect                    |    9146162
  misprediction rate               |     37.57%
  mpki                             |      36.58
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   29844534
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  114926447
    num misses                     |     791198
    miss rate                      |      0.69%
    mpki                           |       3.16
  L2 TLB                           |           
    num accesses                   |     791208
    num misses                     |     629351
    miss rate                      |     79.54%
    mpki                           |       2.52
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   29844534
    num cache misses               |      15862
    miss rate                      |      0.05%
    mpki                           |       0.06
  Cache L1-D                       |           
    num cache accesses             |  114926447
    num cache misses               |    1764564
    miss rate                      |      1.54%
    mpki                           |       7.06
  Cache L2                         |           
    num cache accesses             |    2123472
    num cache misses               |    1641850
    miss rate                      |     77.32%
    mpki                           |       6.57
  Cache L3                         |           
    num cache accesses             |    2014685
    num cache misses               |    1432749
    miss rate                      |     71.12%
    mpki                           |       5.73
DRAM summary                       |           
  num dram accesses                |    1979430
  average dram access latency (ns) |      50.20
  average dram queueing delay      |       0.20
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
