                                   | Core 0    
  Instructions                     |  499999905
  Cycles                           |  410907511
  IPC                              |       1.22
  Time (ns)                        |  136969170
Branch predictor stats             |           
  num correct                      |   13748171
  num incorrect                    |     237589
  misprediction rate               |      1.70%
  mpki                             |       0.48
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49006107
    num misses                     |         15
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  211163136
    num misses                     |     261285
    miss rate                      |      0.12%
    mpki                           |       0.52
  L2 TLB                           |           
    num accesses                   |     261300
    num misses                     |      62498
    miss rate                      |     23.92%
    mpki                           |       0.12
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49006107
    num cache misses               |      77680
    miss rate                      |      0.16%
    mpki                           |       0.16
  Cache L1-D                       |           
    num cache accesses             |  211163136
    num cache misses               |    6660039
    miss rate                      |      3.15%
    mpki                           |      13.32
  Cache L2                         |           
    num cache accesses             |    7076645
    num cache misses               |    4811916
    miss rate                      |     68.00%
    mpki                           |       9.62
  Cache L3                         |           
    num cache accesses             |    5152104
    num cache misses               |    3768751
    miss rate                      |     73.15%
    mpki                           |       7.54
DRAM summary                       |           
  num dram accesses                |    4926287
  average dram access latency (ns) |      50.82
  average dram queueing delay      |       0.81
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
