                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1582347312 |  6723561022 |   948454941 |  6897444984 |  3787293975 |  11603875609 |  2060924967 |  14460271293 |  5751575445 |  6231242173 |  5051421660 |  3223237142 |  1203804107 |   249999989 |  6679940257 |  10734688376
  Cycles                             |  7971834690 |  7971834600 |  7971835301 |  7971834600 |  7971834872 |   7971834602 |  7971835158 |   7971834584 |  7971834611 |  7971834868 |  7971834600 |  7971834864 |  7971835129 |  7971828536 |  7971834600 |   7971834600
  IPC                                |        0.20 |        0.84 |        0.12 |        0.87 |        0.48 |         1.46 |        0.26 |         1.81 |        0.72 |        0.78 |        0.63 |        0.40 |        0.15 |        0.03 |        0.84 |         1.35
  Time (ns)                          |  2657278230 |  2657278200 |  2657278434 |  2657278200 |  2657278291 |   2657278201 |  2657278386 |   2657278195 |  2657278204 |  2657278289 |  2657278200 |  2657278288 |  2657278376 |  2657276179 |  2657278200 |   2657278200
Branch predictor stats               |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num correct                        |    14362837 |   383564443 |   160394225 |   888383127 |     4933001 |   1028804574 |   127578253 |   2668649328 |   314638905 |   114574131 |   547024344 |   490419923 |    95484292 |    43244780 |  1021400152 |    474123666
  num incorrect                      |       96208 |    64866481 |    14796189 |   207271868 |       83598 |    171700569 |     4300576 |    182051592 |   216606958 |    17391061 |    83327191 |   105523736 |     7822585 |    11689069 |   261658694 |     26905800
  misprediction rate                 |       0.67% |      14.47% |       8.45% |      18.92% |       1.67% |       14.30% |       3.26% |        6.39% |      40.77% |      13.18% |      13.22% |      17.71% |       7.57% |      21.28% |      20.39% |        5.37%
  mpki                               |        0.06 |        9.65 |       15.60 |       30.05 |        0.02 |        14.80 |        2.09 |        12.59 |       37.66 |        2.79 |       16.50 |       32.74 |        6.50 |       46.76 |       39.17 |         2.51
TLB Summary                          |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   139849625 |   755284853 |   110074520 |   967261145 |   433821520 |   1317835968 |   195733117 |   2371120284 |   471617268 |   592850722 |   594731100 |   445282093 |   100642682 |    23761816 |   869035502 |   1022230976
    num misses                       |           3 |          56 |          42 |         399 |           6 |         3896 |          22 |           39 |          52 |         155 |          10 |         585 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   430975649 |  3158448303 |   329902340 |  2694558683 |  2833074888 |   4852017232 |   682001586 |   4712574210 |  1700602267 |  3169459857 |  2270545016 |  1250874848 |   331412183 |    88558906 |  2248565947 |   3263090733
    num misses                       |      770217 |     2041562 |     5651612 |     4826315 |   102146960 |      2555573 |     5542068 |           23 |      103715 |     7016222 |    23008181 |     6647325 |     1630186 |    21159484 |     9948895 |      1048362
    miss rate                        |       0.18% |       0.06% |       1.71% |       0.18% |       3.61% |        0.05% |       0.81% |        0.00% |       0.01% |       0.22% |       1.01% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.96 |        0.70 |       26.97 |         0.22 |        2.69 |         0.00 |        0.02 |        1.13 |        4.55 |        2.06 |        1.35 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |      770220 |     2041618 |     5651654 |     4826714 |   102146966 |      2559469 |     5542090 |           62 |      103767 |     7016377 |    23008191 |     6647910 |     1630228 |    21159487 |     9948914 |      1048370
    num misses                       |      769639 |      321523 |     1529839 |      768027 |    72887771 |        80572 |      537000 |           62 |       92694 |       95656 |     2037375 |      650061 |      507887 |    10898366 |     2083742 |        25918
    miss rate                        |      99.92% |      15.75% |      27.07% |      15.91% |      71.36% |        3.15% |       9.69% |      100.00% |      89.33% |       1.36% |       8.85% |       9.78% |      31.15% |      51.51% |      20.94% |        2.47%
    mpki                             |        0.49 |        0.05 |        1.61 |        0.11 |       19.25 |         0.01 |        0.26 |         0.00 |        0.02 |        0.02 |        0.40 |        0.20 |        0.42 |       43.59 |        0.31 |         0.00
Cache Summary                        |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   139849625 |   755284853 |   110074520 |   967261145 |   433821520 |   1317835968 |   195733117 |   2371120284 |   471617268 |   592850722 |   594731100 |   445282093 |   100642682 |    23761816 |   869035502 |   1022230976
    num cache misses                 |     1086736 |     2203237 |      125291 |    29993963 |     1824907 |     18065698 |     1263112 |     22435674 |      131839 |     1067266 |      435401 |    25806775 |      192610 |      189508 |     4411038 |       176836
    miss rate                        |       0.78% |       0.29% |       0.11% |       3.10% |       0.42% |        1.37% |       0.65% |        0.95% |       0.03% |       0.18% |       0.07% |       5.80% |       0.19% |       0.80% |       0.51% |        0.02%
    mpki                             |        0.69 |        0.33 |        0.13 |        4.35 |        0.48 |         1.56 |        0.61 |         1.55 |        0.02 |        0.17 |        0.09 |        8.01 |        0.16 |        0.76 |        0.66 |         0.02
  Cache L1-D                         |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   430975649 |  3158448303 |   329902340 |  2694558683 |  2833074888 |   4852017232 |   682001586 |   4712574210 |  1700602267 |  3169459857 |  2270545016 |  1250874848 |   331412183 |    88558906 |  2248565947 |   3263090733
    num cache misses                 |    81368402 |    19388587 |    38589177 |    33601981 |    31175100 |     44840220 |    39516104 |       209456 |     6427624 |    48496644 |    72795263 |    28785912 |    17788884 |    28749444 |     9201911 |     86476279
    miss rate                        |      18.88% |       0.61% |      11.70% |       1.25% |       1.10% |        0.92% |       5.79% |        0.00% |       0.38% |       1.53% |       3.21% |       2.30% |       5.37% |      32.46% |       0.41% |        2.65%
    mpki                             |       51.42 |        2.88 |       40.69 |        4.87 |        8.23 |         3.86 |       19.17 |         0.01 |        1.12 |        7.78 |       14.41 |        8.93 |       14.78 |      115.00 |        1.38 |         8.06
  Cache L2                           |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |    82455152 |    21609454 |    42601686 |    64871127 |    33001284 |     62925914 |    43638775 |     22673108 |     6759278 |    50195307 |    73825908 |    55849604 |    18133351 |    32505849 |    15403722 |     86974084
    num cache misses                 |    53588596 |    15207587 |    34128334 |    28786370 |    23063532 |     24884980 |    19052867 |       608398 |     6269307 |    25917113 |    51344901 |    27937997 |    16654744 |    24326966 |     6056042 |      2869251
    miss rate                        |      64.99% |      70.37% |      80.11% |      44.37% |      69.89% |       39.55% |      43.66% |        2.68% |      92.75% |      51.63% |      69.55% |      50.02% |      91.85% |      74.84% |      39.32% |        3.30%
    mpki                             |       33.87 |        2.26 |       35.98 |        4.17 |        6.09 |         2.14 |        9.24 |         0.04 |        1.09 |        4.16 |       10.16 |        8.67 |       13.84 |       97.31 |        0.91 |         0.27
  Cache L3                           |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |    53588610 |    15227326 |    38017238 |    30064436 |    23065379 |     24905067 |    21916911 |       636376 |     6472499 |    26549083 |    51981216 |    29196121 |    16806977 |    27918204 |     7876636 |      3199497
    num cache misses                 |    47540694 |     8637943 |    21066797 |     2946253 |    19864038 |       732369 |    10628358 |       599254 |     6223178 |     4069293 |     8046510 |     7304661 |    14272586 |    16614150 |     2481156 |      1793649
    miss rate                        |      88.71% |      56.73% |      55.41% |       9.80% |      86.12% |        2.94% |      48.49% |       94.17% |      96.15% |      15.33% |      15.48% |      25.02% |      84.92% |      59.51% |      31.50% |       56.06%
    mpki                             |       30.04 |        1.28 |       22.21 |        0.43 |        5.24 |         0.06 |        5.16 |         0.04 |        1.08 |        0.65 |        1.59 |        2.27 |       11.86 |       66.46 |        0.37 |         0.17
DRAM summary                         |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num dram accesses                  |   253380194 |           0 |           0 |           0 |           0 |            0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      356.39 |         inf |         inf |         inf |         inf |          inf |         inf |          inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      246.38 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      95.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |            0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |            0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |            0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
