                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  3340114830 |  1378034038 |   874275584 |   249999989
  Cycles                             |  3511444717 |  3511444967 |  3511445080 |  3511440974
  IPC                                |        0.95 |        0.39 |        0.25 |        0.07
  Time (ns)                          |  1170481573 |  1170481656 |  1170481694 |  1170480325
Branch predictor stats               |             |             |             |            
  num correct                        |   361752110 |   109219746 |   120176181 |    43244780
  num incorrect                      |    55115396 |     8938369 |    16515990 |    11689069
  misprediction rate                 |      13.22% |       7.56% |      12.08% |      21.28%
  mpki                               |       16.50 |        6.49 |       18.89 |       46.76
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   393097662 |   115618560 |   153176025 |    23761816
    num misses                       |          10 |          42 |         105 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |  1501020491 |   379287827 |   407375236 |    88558906
    num misses                       |    15242988 |     1855556 |    15857950 |    21160307
    miss rate                        |       1.02% |       0.49% |       3.89% |      23.89%
    mpki                             |        4.56 |        1.35 |       18.14 |       84.64
  L2 TLB                             |             |             |             |            
    num accesses                     |    15242998 |     1855598 |    15858055 |    21160310
    num misses                       |     1355429 |      579000 |     4751007 |    10898436
    miss rate                        |       8.89% |      31.20% |      29.96% |      51.50%
    mpki                             |        0.41 |        0.42 |        5.43 |       43.59
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   393097662 |   115618560 |   153176025 |    23761816
    num cache misses                 |       79881 |      127967 |     1877962 |       59421
    miss rate                        |       0.02% |       0.11% |       1.23% |       0.25%
    mpki                             |        0.02 |        0.09 |        2.15 |        0.24
  Cache L1-D                         |             |             |             |            
    num cache accesses               |  1501020491 |   379287827 |   407375236 |    88558906
    num cache misses                 |    48097580 |    20262139 |    22670439 |    28787180
    miss rate                        |       3.20% |       5.34% |       5.57% |      32.51%
    mpki                             |       14.40 |       14.70 |       25.93 |      115.15
  Cache L2                           |             |             |             |            
    num cache accesses               |    48831599 |    20592666 |    29323749 |    32668547
    num cache misses                 |    19123634 |    17578814 |    18768185 |    20752296
    miss rate                        |      39.16% |      85.36% |      64.00% |      63.52%
    mpki                             |        5.73 |       12.76 |       21.47 |       83.01
  Cache L3                           |             |             |             |            
    num cache accesses               |    19917130 |    17786430 |    23563741 |    24646098
    num cache misses                 |     8089806 |    15977258 |    16150938 |    18689793
    miss rate                        |      40.62% |      89.83% |      68.54% |      75.83%
    mpki                             |        2.42 |       11.59 |       18.47 |       74.76
DRAM summary                         |             |             |             |            
  num dram accesses                  |    75790261 |           0 |           0 |           0
  average dram access latency (ns)   |      126.82 |         inf |         inf |         inf
  average dram queueing delay        |       16.81 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      64.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
