                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1953718070 |   7294729711 |   8354275252 |   3214343773 |   4194056177 |    249999989 |   7659019362 |   7225413195 |    825931339 |   1252004499 |   5009284674 |    863362726 |   3711068311 |   1232672925 |   4214114862 |   2128514285
  Cycles                             |  10691880417 |  10691880300 |  10691880265 |  10691881384 |  10691880305 |  10691875751 |  10691880111 |  10691880265 |  10691881106 |  10691881330 |  10691881593 |  10691881390 |  10691880847 |  10691880213 |  10691880060 |  10691880936
  IPC                                |         0.18 |         0.68 |         0.78 |         0.30 |         0.39 |         0.02 |         0.72 |         0.68 |         0.08 |         0.12 |         0.47 |         0.08 |         0.35 |         0.12 |         0.39 |         0.20
  Time (ns)                          |   3563960139 |   3563960100 |   3563960088 |   3563960461 |   3563960102 |   3563958584 |   3563960037 |   3563960088 |   3563960369 |   3563960443 |   3563960531 |   3563960463 |   3563960282 |   3563960071 |   3563960020 |   3563960312
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     64400454 |    335926636 |   1277174639 |     73981712 |    254960248 |     43244780 |   1413476051 |    132877290 |    134409773 |     99256545 |    542956421 |    118701576 |    564868968 |     23773196 |      5486088 |    131542505
  num incorrect                      |     30276078 |      2795267 |    327389135 |      1319215 |    153421858 |     11689069 |     96425792 |     20185864 |      8670915 |      8116730 |     82730650 |     16310318 |    121428662 |     32632264 |        92972 |      4536647
  misprediction rate                 |       31.98% |        0.83% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.19% |        6.06% |        7.56% |       13.22% |       12.08% |       17.69% |       57.85% |        1.67% |        3.33%
  mpki                               |        15.50 |         0.38 |        39.19 |         0.41 |        36.58 |        46.76 |        12.59 |         2.79 |        10.50 |         6.48 |        16.52 |        18.89 |        32.72 |        26.47 |         0.02 |         2.13
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    154077457 |    558080139 |   1086890535 |    287420203 |    500594406 |     23761816 |   1255886984 |    687446464 |    137222252 |    104824177 |    590085561 |    151287426 |    511948033 |    135208385 |    482720635 |    202261549
