                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3030330581 |   810630029 |  6486796076 |  3394970354 |  4097756081 |   537381874 |  2390943321 |   249999989
  Cycles                             |  3424684659 |  3424685050 |  3424684607 |  3424684699 |  3424684654 |  3424685326 |  3424684640 |  3424680078
  IPC                                |        0.88 |        0.24 |        1.89 |        0.99 |        1.20 |        0.16 |        0.70 |        0.07
  Time (ns)                          |  1141561553 |  1141561683 |  1141561536 |  1141561566 |  1141561551 |  1141561775 |  1141561547 |  1141560026
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   463008741 |   111518745 |  1197141293 |   181467296 |   617964409 |   125916144 |   363867446 |    43244780
  num incorrect                      |   118849286 |    15285924 |    81667396 |   129464110 |    69448208 |    13991513 |    78259982 |    11689069
  misprediction rate                 |      20.43% |      12.05% |       6.39% |      41.64% |      10.10% |      10.00% |      17.70% |      21.28%
  mpki                               |       39.22 |       18.86 |       12.59 |       38.13 |       16.95 |       26.04 |       32.73 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   394293880 |   142030853 |  1063671036 |   275602773 |   656167827 |    45418727 |   329810440 |    23761816
    num misses                       |          19 |         100 |          39 |          52 |       24226 |       36967 |         454 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1019958121 |   377786744 |  2114034162 |   999574264 |  1650861254 |   186164594 |   927830971 |    88558906
    num misses                       |     4522239 |    14714489 |          23 |       58962 |     9245116 |     2849106 |     4922972 |    21159846
    miss rate                        |       0.44% |       3.89% |       0.00% |       0.01% |       0.56% |       1.53% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.15 |        0.00 |        0.02 |        2.26 |        5.30 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4522258 |    14714589 |          62 |       59014 |     9269342 |     2886073 |     4923426 |    21159849
    num misses                       |      946184 |     4416171 |          62 |       52576 |     1321392 |     2441180 |      466797 |    10898380
    miss rate                        |      20.92% |      30.01% |     100.00% |      89.09% |      14.26% |      84.58% |       9.48% |      51.50%
    mpki                             |        0.31 |        5.45 |        0.00 |        0.02 |        0.32 |        4.54 |        0.20 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   394293880 |   142030853 |  1063671036 |   275602773 |   656167827 |    45418727 |   329810440 |    23761816
    num cache misses                 |     1760319 |     1805036 |    10156519 |       79816 |    11121631 |      742424 |    18948006 |       62135
    miss rate                        |       0.45% |       1.27% |       0.95% |       0.03% |       1.69% |       1.63% |       5.75% |       0.26%
    mpki                             |        0.58 |        2.23 |        1.57 |        0.02 |        2.71 |        1.38 |        7.92 |        0.25
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1019958121 |   377786744 |  2114034162 |   999574264 |  1650861254 |   186164594 |   927830971 |    88558906
    num cache misses                 |     4162859 |    21120873 |      109218 |     3627404 |    14691639 |    15940575 |    20850061 |    28778401
    miss rate                        |       0.41% |       5.59% |       0.01% |       0.36% |       0.89% |       8.56% |       2.25% |      32.50%
    mpki                             |        1.37 |       26.05 |        0.02 |        1.07 |        3.59 |       29.66 |        8.72 |      115.11
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6861799 |    27577136 |    10285002 |     3843107 |    26227430 |    16719859 |    40718204 |    32411506
    num cache misses                 |     2290833 |    17584287 |      380156 |     3579025 |     5643739 |    15795171 |    15307639 |    20619952
    miss rate                        |      33.39% |      63.76% |       3.70% |      93.13% |      21.52% |      94.47% |      37.59% |      63.62%
    mpki                             |        0.76 |       21.69 |        0.06 |        1.05 |        1.38 |       29.39 |        6.40 |       82.48
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3253034 |    22255534 |      399421 |     3717425 |     6064171 |    15833817 |    16231429 |    24260198
    num cache misses                 |     2263819 |    15639179 |      378637 |     3558842 |     3760673 |    14458982 |     4903633 |    17793955
    miss rate                        |      69.59% |      70.27% |      94.80% |      95.73% |      62.01% |      91.32% |      30.21% |      73.35%
    mpki                             |        0.75 |       19.29 |        0.06 |        1.05 |        0.92 |       26.91 |        2.05 |       71.18
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    79672117 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      127.31 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       17.30 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      69.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
