                                   | Core 0     
  Instructions                     |   499999985
  Cycles                           |  5545470664
  IPC                              |        0.09
  Time (ns)                        |  1848490222
Branch predictor stats             |            
  num correct                      |    85483294
  num incorrect                    |    23905408
  misprediction rate               |      21.85%
  mpki                             |       47.81
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    49168056
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   179145716
    num misses                     |    42006900
    miss rate                      |      23.45%
    mpki                           |       84.01
  L2 TLB                           |            
    num accesses                   |    42006903
    num misses                     |    21918808
    miss rate                      |      52.18%
    mpki                           |       43.84
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    49168056
    num cache misses               |      383512
    miss rate                      |       0.78%
    mpki                           |        0.77
  Cache L1-D                       |            
    num cache accesses             |   179145716
    num cache misses               |    57249841
    miss rate                      |      31.96%
    mpki                           |      114.50
  Cache L2                         |            
    num cache accesses             |    64558553
    num cache misses               |    48087488
    miss rate                      |      74.49%
    mpki                           |       96.17
  Cache L3                         |            
    num cache accesses             |    55071590
    num cache misses               |    32033773
    miss rate                      |      58.17%
    mpki                           |       64.07
DRAM summary                       |            
  num dram accesses                |    39680483
  average dram access latency (ns) |      100.70
  average dram queueing delay      |       15.66
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
