                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1499213719 |  1067626174 |  1138294220 |   375757463 |  1642334519 |   249999973 |  1577994420 |   746081607
  Cycles                             |  1128498185 |  1128498000 |  1128498000 |  1128498261 |  1128498001 |  1128496203 |  1128498000 |  1128498001
  IPC                                |        1.33 |        0.95 |        1.01 |        0.33 |        1.46 |        0.22 |        1.40 |        0.66
  Time (ns)                          |   376166062 |   376166000 |   376166000 |   376166087 |   376166001 |   376165401 |   376166000 |   376166001
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    85443308 |   163067462 |    22021306 |     7121032 |   145913228 |    40600608 |   126971617 |    45355367
  num incorrect                      |    14451800 |    41931114 |     3271329 |     9899065 |    24446422 |     2521753 |    21337384 |    27292240
  misprediction rate                 |      14.47% |      20.45% |      12.93% |      58.16% |      14.35% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.64 |       39.28 |        2.87 |       26.34 |       14.89 |       10.09 |       13.52 |       36.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   168342624 |   138943574 |   108648859 |    41370202 |   186509494 |    41868591 |   231234174 |    89055003
    num misses                       |          56 |          19 |          74 |          14 |         636 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   704503110 |   359225739 |   576859160 |   138436149 |   687033843 |    75636447 |   756795832 |   342986792
    num misses                       |      454922 |     1591651 |     1340278 |      991276 |      365756 |       88470 |     4224246 |     2359764
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.64 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      454978 |     1591670 |     1340352 |      991290 |      366392 |       88474 |     4224311 |     2359774
    num misses                       |       71869 |      332875 |       17976 |      991279 |       11550 |       88474 |       27123 |     1876730
    miss rate                        |      15.80% |      20.91% |       1.34% |     100.00% |       3.15% |     100.00% |       0.64% |      79.53%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.52
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   168342624 |   138943574 |   108648859 |    41370202 |   186509494 |    41868591 |   231234174 |    89055003
    num cache misses                 |      491963 |      712647 |      200713 |       32827 |     2578794 |        7090 |     7651499 |       48571
    miss rate                        |       0.29% |       0.51% |       0.18% |       0.08% |       1.38% |       0.02% |       3.31% |       0.05%
    mpki                             |        0.33 |        0.67 |        0.18 |        0.09 |        1.57 |        0.03 |        4.85 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   704503110 |   359225739 |   576859160 |   138436149 |   687033843 |    75636447 |   756795832 |   342986792
    num cache misses                 |     4325612 |     1475820 |     9031142 |    10642331 |     6146160 |     5663673 |    25586905 |     5290932
    miss rate                        |       0.61% |       0.41% |       1.57% |       7.69% |       0.89% |       7.49% |       3.38% |       1.54%
    mpki                             |        2.89 |        1.38 |        7.93 |       28.32 |        3.74 |       22.65 |       16.21 |        7.09
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4822294 |     2477778 |     9336800 |    12084797 |     8733397 |     7690457 |    33248803 |     5757730
    num cache misses                 |     3397247 |      994108 |     4742618 |    10675158 |     3439073 |     5670763 |     5216619 |     4969187
    miss rate                        |      70.45% |      40.12% |      50.79% |      88.34% |      39.38% |      73.74% |      15.69% |      86.30%
    mpki                             |        2.27 |        0.93 |        4.17 |       28.41 |        2.09 |       22.68 |        3.31 |        6.66
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3402425 |     1288362 |     4847674 |    12084797 |     3447646 |     7690457 |     5228885 |     5453763
    num cache misses                 |     1520186 |      433564 |      711049 |    10638966 |      212163 |     5660106 |      212581 |     1470872
    miss rate                        |      44.68% |      33.65% |      14.67% |      88.04% |       6.15% |      73.60% |       4.07% |      26.97%
    mpki                             |        1.01 |        0.41 |        0.62 |       28.31 |        0.13 |       22.64 |        0.13 |        1.97
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29810311 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      149.93 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       39.92 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
