                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  703494077 |  338485430 |  595551550 |  706732720 |  249999884 |  666056965 |  382429302 |  452923922
  Cycles                             |  451067158 |  451067253 |  451067122 |  451067156 |  451064336 |  451067133 |  451067453 |  451067145
  IPC                                |       1.56 |       0.75 |       1.32 |       1.57 |       0.55 |       1.48 |       0.85 |       1.00
  Time (ns)                          |  150355720 |  150355751 |  150355708 |  150355719 |  150354779 |  150355711 |  150355818 |  150355715
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   90381905 |    7581796 |   47941990 |   47211653 |   13325983 |   52853847 |     504647 |   68383468
  num incorrect                      |    9724344 |     133144 |    8047438 |    8039237 |     311809 |    4338234 |       8552 |    7642419
  misprediction rate                 |      9.71% |      1.73% |     14.37% |     14.55% |      2.29% |      7.59% |      1.67% |     10.05%
  mpki                               |      13.82 |       0.39 |      13.51 |      11.38 |       1.25 |       6.51 |       0.02 |      16.87
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  107525506 |   31035385 |   87282820 |   85684372 |   24892730 |   55527342 |   43787090 |   72443864
    num misses                       |        517 |          4 |         65 |         18 |         47 |         42 |          6 |       2900
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  280958116 |  132703957 |  285609332 |  297549383 |   86640605 |  183407743 |  286140084 |  181956584
    num misses                       |      84660 |      62880 |    1596938 |    2054234 |     133109 |     906670 |   10516868 |     992442
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.69% |      0.15% |      0.49% |      3.68% |      0.55%
    mpki                             |       0.12 |       0.19 |       2.68 |       2.91 |       0.53 |       1.36 |      27.50 |       2.19
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      85177 |      62884 |    1597003 |    2054252 |     133156 |     906712 |   10516874 |     995342
    num misses                       |       2675 |      37618 |      10223 |      15683 |      40814 |     282797 |    7570184 |     144430
    miss rate                        |      3.14% |     59.82% |      0.64% |      0.76% |     30.65% |     31.19% |     71.98% |     14.51%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.42 |      19.79 |       0.32
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  107525506 |   31035385 |   87282820 |   85684372 |   24892730 |   55527342 |   43787090 |   72443864
    num cache misses                 |    2287567 |      36411 |    2906466 |     797131 |      25480 |     106443 |     203356 |    1371182
    miss rate                        |      2.13% |      0.12% |      3.33% |      0.93% |      0.10% |      0.19% |      0.46% |      1.89%
    mpki                             |       3.25 |       0.11 |       4.88 |       1.13 |       0.10 |       0.16 |       0.53 |       3.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  280958116 |  132703957 |  285609332 |  297549383 |   86640605 |  183407743 |  286140084 |  181956584
    num cache misses                 |    2822810 |    3198572 |    9719553 |    1526457 |    3054292 |    9856008 |    3170827 |    1684522
    miss rate                        |      1.00% |      2.41% |      3.40% |      0.51% |      3.53% |      5.37% |      1.11% |      0.93%
    mpki                             |       4.01 |       9.45 |      16.32 |       2.16 |      12.22 |      14.80 |       8.29 |       3.72
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5141285 |    3240355 |   12633584 |    2350096 |    3540989 |    9976301 |    3378068 |    3130065
    num cache misses                 |     387289 |    2452044 |    2064805 |     416625 |    2492163 |    9224603 |    2401198 |    1674427
    miss rate                        |      7.53% |     75.67% |     16.34% |     17.73% |     70.38% |     92.47% |     71.08% |     53.49%
    mpki                             |       0.55 |       7.24 |       3.47 |       0.59 |       9.97 |      13.85 |       6.28 |       3.70
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     418367 |    2459389 |    2073860 |     443981 |    2963351 |    9238533 |    2405127 |    1749172
    num cache misses                 |     295911 |    2376639 |     159555 |     216337 |    2221581 |     594999 |    2109322 |     621346
    miss rate                        |     70.73% |     96.64% |      7.69% |     48.73% |     74.97% |      6.44% |     87.70% |     35.52%
    mpki                             |       0.42 |       7.02 |       0.27 |       0.31 |       8.89 |       0.89 |       5.52 |       1.37
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   11168379 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     148.21 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      38.20 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     74.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
