                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   614790635 |  2004850473 |   614381178 |   929277225 |  1833405034 |  2132023793 |   359238195 |  1219652790 |  1951340564 |  3665714965 |   566536341 |  3612711382 |   249999886 |  2155337569 |  1996537543 |  1450027207
  Cycles                             |  2853517581 |  2853517481 |  2853519239 |  2853518909 |  2853517629 |  2853517470 |  2853518855 |  2853518815 |  2853517470 |  2853517470 |  2853518520 |  2853517480 |  2853516246 |  2853519304 |  2853517931 |  2853519167
  IPC                                |        0.22 |        0.70 |        0.22 |        0.33 |        0.64 |        0.75 |        0.13 |        0.43 |        0.68 |        1.28 |        0.20 |        1.27 |        0.09 |        0.76 |        0.70 |        0.51
  Time (ns)                          |   951172527 |   951172494 |   951173080 |   951172970 |   951172543 |   951172490 |   951172952 |   951172938 |   951172490 |   951172490 |   951172840 |   951172493 |   951172082 |   951173101 |   951172644 |   951173056
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    32959273 |   258387072 |    37720502 |    21078691 |   276236562 |    98174373 |     6937147 |     1587154 |   102722144 |   324529561 |    18078248 |   290544804 |    34399075 |   123372805 |    36760467 |   159312044
  num incorrect                      |      771180 |    60215741 |     1276735 |      374791 |    31089771 |      815513 |     9604850 |       26898 |    75308116 |    54175372 |     8577171 |    48794248 |     4720676 |    20875995 |     5632410 |    24248528
  misprediction rate                 |       2.29% |      18.90% |       3.27% |       1.75% |      10.12% |       0.82% |      58.06% |       1.67% |      42.30% |      14.31% |      32.18% |      14.38% |      12.07% |      14.47% |      13.29% |      13.21%
  mpki                               |        1.25 |       30.04 |        2.08 |        0.40 |       16.96 |        0.38 |       26.74 |        0.02 |       38.59 |       14.78 |       15.14 |       13.51 |       18.88 |        9.69 |        2.82 |       16.72
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    61600798 |   281141714 |    58522365 |    83413739 |   293644674 |   163105274 |    39935914 |   139711265 |   155625940 |   415971371 |    44141983 |   529223921 |    43801034 |   242497969 |   189954791 |   170507630
    num misses                       |          47 |         183 |          22 |           4 |       11193 |          43 |          14 |           6 |          52 |        1292 |           3 |          65 |          84 |          56 |          88 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   214727413 |   782774304 |   204027624 |   366479533 |   739582821 |  1226836392 |   133611819 |   912343488 |   570950880 |  1533357081 |   251216005 |  1732106137 |   116504258 |  1011518895 |  1014973366 |   644915079
    num misses                       |      337975 |     1410554 |     1715957 |      190249 |     4197494 |      164896 |      958183 |    32875503 |       34120 |      812632 |      258165 |     9663962 |     4542503 |      651532 |     2241288 |     6735172
    miss rate                        |       0.16% |       0.18% |       0.84% |       0.05% |       0.57% |       0.01% |       0.72% |       3.60% |       0.01% |       0.05% |       0.10% |       0.56% |       3.90% |       0.06% |       0.22% |       1.04%
    mpki                             |        0.55 |        0.70 |        2.79 |        0.20 |        2.29 |        0.08 |        2.67 |       26.95 |        0.02 |        0.22 |        0.46 |        2.67 |       18.17 |        0.30 |        1.12 |        4.64
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      338022 |     1410737 |     1715979 |      190253 |     4208687 |      164939 |      958197 |    32875509 |       34172 |      813924 |      258168 |     9664027 |     4542587 |      651588 |     2241376 |     6735182
