                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  700964918 |  337340937 |  528306358 |  723386834 |  249999884 |  826858127 |  378875974 |  449006330
  Cycles                             |  452286031 |  452286218 |  452286118 |  452286030 |  452284090 |  452286042 |  452286029 |  452286092
  IPC                                |       1.55 |       0.75 |       1.17 |       1.60 |       0.55 |       1.83 |       0.84 |       0.99
  Time (ns)                          |  150762011 |  150762073 |  150762040 |  150762010 |  150761364 |  150762014 |  150762010 |  150762031
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   90078042 |    7573567 |   42483682 |   48186013 |   13325983 |   65520920 |     488605 |   67807302
  num incorrect                      |    9678761 |     133006 |    7142538 |    8241722 |     311809 |    5356483 |       8282 |    7564067
  misprediction rate                 |      9.70% |      1.73% |     14.39% |     14.61% |      2.29% |      7.56% |      1.67% |     10.04%
  mpki                               |      13.81 |       0.39 |      13.52 |      11.39 |       1.25 |       6.48 |       0.02 |      16.85
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  107121047 |   30936503 |   77401849 |   87719332 |   24892730 |   69631595 |   43413068 |   71777395
    num misses                       |        517 |          4 |         65 |         18 |         47 |         42 |          6 |       2830
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  279918592 |  132135766 |  253257013 |  304668026 |   86640605 |  227541922 |  283368603 |  180138404
    num misses                       |      84666 |      62704 |    1416824 |    2118782 |     133024 |    1109262 |   10234945 |     963622
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.70% |      0.15% |      0.49% |      3.61% |      0.53%
    mpki                             |       0.12 |       0.19 |       2.68 |       2.93 |       0.53 |       1.34 |      27.01 |       2.15
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      85183 |      62708 |    1416889 |    2118800 |     133071 |    1109304 |   10234951 |     966452
    num misses                       |       2675 |      37440 |       9094 |      16241 |      40812 |     347070 |    7362852 |     141437
    miss rate                        |      3.14% |     59.71% |      0.64% |      0.77% |     30.67% |     31.29% |     71.94% |     14.63%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.42 |      19.43 |       0.32
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  107121047 |   30936503 |   77401849 |   87719332 |   24892730 |   69631595 |   43413068 |   71777395
    num cache misses                 |    2265641 |       6661 |    2339829 |     741350 |       6464 |      58613 |      50516 |    1190084
    miss rate                        |      2.12% |      0.02% |      3.02% |      0.85% |      0.03% |      0.08% |      0.12% |      1.66%
    mpki                             |       3.23 |       0.02 |       4.43 |       1.02 |       0.03 |       0.07 |       0.13 |       2.65
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  279918592 |  132135766 |  253257013 |  304668026 |   86640605 |  227541922 |  283368603 |  180138404
    num cache misses                 |    2830262 |    3173648 |    8433554 |    1503307 |    3043970 |   12105456 |    3105724 |    1547038
    miss rate                        |      1.01% |      2.40% |      3.33% |      0.49% |      3.51% |      5.32% |      1.10% |      0.86%
    mpki                             |       4.04 |       9.41 |      15.96 |       2.08 |      12.18 |      14.64 |       8.20 |       3.45
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5126729 |    3186648 |   10782066 |    2284936 |    3511553 |   12177610 |    3160246 |    2810390
    num cache misses                 |     281052 |    2374890 |     307602 |     182969 |    2231292 |   10028524 |    2112140 |     658922
    miss rate                        |      5.48% |     74.53% |      2.85% |      8.01% |     63.54% |     82.35% |     66.83% |     23.45%
    mpki                             |       0.40 |       7.04 |       0.58 |       0.25 |       8.93 |      12.13 |       5.57 |       1.47
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     314370 |    2383883 |     316889 |     223577 |    2712524 |   10042899 |    2116621 |     733699
    num cache misses                 |     280057 |    2374780 |     306228 |     182487 |    2224240 |     367971 |    2100301 |     647619
    miss rate                        |     89.09% |     99.62% |     96.64% |     81.62% |     82.00% |      3.66% |     99.23% |     88.27%
    mpki                             |       0.40 |       7.04 |       0.58 |       0.25 |       8.90 |       0.45 |       5.54 |       1.44
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   11034112 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     145.24 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      35.23 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     73.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
