                                   | Core 0    
  Instructions                     |  249999950
  Cycles                           |  165437508
  IPC                              |       1.51
  Time (ns)                        |   55145836
Branch predictor stats             |           
  num correct                      |   14251484
  num incorrect                    |    2409711
  misprediction rate               |     14.46%
  mpki                             |       9.64
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   28074888
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  117469380
    num misses                     |      75693
    miss rate                      |      0.06%
    mpki                           |       0.30
  L2 TLB                           |           
    num accesses                   |      75749
    num misses                     |      12173
    miss rate                      |     16.07%
    mpki                           |       0.05
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   28074888
    num cache misses               |      81034
    miss rate                      |      0.29%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  117469380
    num cache misses               |     722197
    miss rate                      |      0.61%
    mpki                           |       2.89
  Cache L2                         |           
    num cache accesses             |     808087
    num cache misses               |     568349
    miss rate                      |     70.33%
    mpki                           |       2.27
  Cache L3                         |           
    num cache accesses             |     573568
    num cache misses               |     462785
    miss rate                      |     80.69%
    mpki                           |       1.85
DRAM summary                       |           
  num dram accesses                |     639914
  average dram access latency (ns) |      50.24
  average dram queueing delay      |       0.24
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
