                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5595506041 |  3453897615 |  3743592138 |  4583304045 |   932873737 |  2541083417 |  5052860828 |   249999989
  Cycles                             |  3923312555 |  3923312700 |  3923312513 |  3923312531 |  3923312711 |  3923312557 |  3923312400 |  3923309315
  IPC                                |        1.43 |        0.88 |        0.95 |        1.17 |        0.24 |        0.65 |        1.29 |        0.06
  Time (ns)                          |  1307770852 |  1307770900 |  1307770838 |  1307770844 |  1307770904 |  1307770853 |  1307770800 |  1307769772
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   496512965 |   376388074 |   482401398 |   261147226 |   157423237 |   154475343 |   232680740 |    43244780
  num incorrect                      |    82900740 |    57374835 |   112442215 |    44213417 |    14557788 |    92955843 |     1935299 |    11689069
  misprediction rate                 |      14.31% |      13.23% |      18.90% |      14.48% |       8.46% |      37.57% |       0.82% |      21.28%
  mpki                               |       14.82 |       16.61 |       30.04 |        9.65 |       15.61 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   635561310 |   406549781 |   524975634 |   515115116 |   108260376 |   303316706 |   386560765 |    23761816
    num misses                       |        1924 |          10 |         260 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2339698678 |  1545733400 |  1461724635 |  2153945278 |   324960732 |  1168318927 |  2907587422 |    88558906
    num misses                       |     1229972 |    15721835 |     2633313 |     1390514 |     5598893 |     8037200 |      391167 |    21160094
    miss rate                        |       0.05% |       1.02% |       0.18% |       0.06% |       1.72% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.55 |        0.70 |        0.30 |        6.00 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1231896 |    15721845 |     2633573 |     1390570 |     5598935 |     8037210 |      391210 |    21160097
    num misses                       |       38851 |     1386749 |      417960 |      219071 |     1513259 |     6390281 |      112775 |    10898391
    miss rate                        |       3.15% |       8.82% |      15.87% |      15.75% |      27.03% |      79.51% |      28.83% |      51.50%
    mpki                             |        0.01 |        0.40 |        0.11 |        0.05 |        1.62 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   635561310 |   406549781 |   524975634 |   515115116 |   108260376 |   303316706 |   386560765 |    23761816
    num cache misses                 |     8731206 |      299590 |    16313772 |     1500435 |      123697 |      166663 |      348823 |      189601
    miss rate                        |       1.37% |       0.07% |       3.11% |       0.29% |       0.11% |       0.05% |       0.09% |       0.80%
    mpki                             |        1.56 |        0.09 |        4.36 |        0.33 |        0.13 |        0.07 |        0.07 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2339698678 |  1545733400 |  1461724635 |  2153945278 |   324960732 |  1168318927 |  2907587422 |    88558906
    num cache misses                 |    21539731 |    50330981 |    18326378 |    13212182 |    38060747 |    18041308 |    27335413 |    28749954
    miss rate                        |       0.92% |       3.26% |       1.25% |       0.61% |      11.71% |       1.54% |       0.94% |      32.46%
    mpki                             |        3.85 |       14.57 |        4.90 |        2.88 |       40.80 |        7.10 |        5.41 |      115.00
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    30307803 |    51088146 |    35523542 |    14726301 |    42093515 |    19644815 |    27720028 |    32507483
    num cache misses                 |    12037379 |    35527485 |    15855191 |    10344601 |    33658660 |    16955701 |    19134102 |    24327595
    miss rate                        |      39.72% |      69.54% |      44.63% |      70.25% |      79.96% |      86.31% |      69.03% |      74.84%
    mpki                             |        2.15 |       10.29 |        4.24 |        2.26 |       36.08 |        6.67 |        3.79 |       97.31
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12074649 |    36015084 |    16741592 |    10359905 |    37569418 |    18625707 |    19172359 |    27920667
    num cache misses                 |      951320 |     7688787 |     2396139 |     6432932 |    21068350 |     4968218 |    11807869 |    16658153
    miss rate                        |       7.88% |      21.35% |      14.31% |      62.09% |      56.08% |      26.67% |      61.59% |      59.66%
    mpki                             |        0.17 |        2.23 |        0.64 |        1.40 |       22.58 |        1.96 |        2.34 |       66.63
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   107991092 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      168.28 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       58.27 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      82.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
