                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2034432210 |   866375497 |  1015189655 |   376198341 |  1719910626 |   249999973 |  1426415827 |   433092528
  Cycles                             |  1146504146 |  1146504315 |  1146504310 |  1146504246 |  1146504122 |  1146501045 |  1146504223 |  1146504294
  IPC                                |        1.77 |        0.76 |        0.89 |        0.33 |        1.50 |        0.22 |        1.24 |        0.38
  Time (ns)                          |   382168049 |   382168105 |   382168103 |   382168082 |   382168041 |   382167015 |   382168074 |   382168098
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   115595819 |   132374700 |    19562600 |     7125962 |   151801161 |    40600608 |   114784659 |    26303422
  num incorrect                      |    19570713 |    34046933 |     2974028 |     9906954 |    25324009 |     2521753 |    19258763 |    15828576
  misprediction rate                 |      14.48% |      20.46% |      13.20% |      58.16% |      14.30% |       5.85% |      14.37% |      37.57%
  mpki                               |        9.62 |       39.30 |        2.93 |       26.33 |       14.72 |       10.09 |       13.50 |       36.55
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   228158565 |   112762759 |    96901080 |    41408662 |   195114971 |    41868591 |   209028703 |    51618933
    num misses                       |          56 |          19 |          74 |          14 |         659 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   956829072 |   291505760 |   515395764 |   138563370 |   719676966 |    75636447 |   683911077 |   199238045
    num misses                       |      617568 |     1289789 |     1150979 |      991803 |      382151 |       88470 |     3827198 |     1355439
    miss rate                        |       0.06% |       0.44% |       0.22% |       0.72% |       0.05% |       0.12% |       0.56% |       0.68%
    mpki                             |        0.30 |        1.49 |        1.13 |        2.64 |        0.22 |        0.35 |        2.68 |        3.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      617624 |     1289808 |     1151053 |      991817 |      382810 |       88474 |     3827263 |     1355449
    num misses                       |       97532 |      269981 |       16032 |      991806 |       12272 |       88474 |       23863 |     1074833
    miss rate                        |      15.79% |      20.93% |       1.39% |     100.00% |       3.21% |     100.00% |       0.62% |      79.30%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.48
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   228158565 |   112762759 |    96901080 |    41408662 |   195114971 |    41868591 |   209028703 |    51618933
    num cache misses                 |      462923 |      743660 |       57007 |       20784 |     2416613 |        8406 |     6249233 |       32862
    miss rate                        |       0.20% |       0.66% |       0.06% |       0.05% |       1.24% |       0.02% |       2.99% |       0.06%
    mpki                             |        0.23 |        0.86 |        0.06 |        0.06 |        1.41 |        0.03 |        4.38 |        0.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   956829072 |   291505760 |   515395764 |   138563370 |   719676966 |    75636447 |   683911077 |   199238045
    num cache misses                 |     5752697 |     1376215 |     8032253 |    10651301 |     6556960 |     5662220 |    22593593 |     3125062
    miss rate                        |       0.60% |       0.47% |       1.56% |       7.69% |       0.91% |       7.49% |       3.30% |       1.57%
    mpki                             |        2.83 |        1.59 |        7.91 |       28.31 |        3.81 |       22.65 |       15.84 |        7.22
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6216657 |     2422331 |     8462444 |    12082527 |     8980547 |     7690342 |    28868923 |     3724230
    num cache misses                 |     3490742 |     1138542 |     2375282 |    10672001 |     1370500 |     5670626 |      704557 |     2839281
    miss rate                        |      56.15% |      47.00% |      28.07% |      88.33% |      15.26% |      73.74% |       2.44% |      76.24%
    mpki                             |        1.72 |        1.31 |        2.34 |       28.37 |        0.80 |       22.68 |        0.49 |        6.56
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3491919 |     1448093 |     2748885 |    12082443 |     1377791 |     7690342 |      735113 |     3445774
    num cache misses                 |      170351 |     1058243 |     1085242 |    10658273 |      115206 |     5667998 |      586226 |     2481109
    miss rate                        |       4.88% |      73.08% |      39.48% |      88.21% |       8.36% |      73.70% |      79.75% |      72.00%
    mpki                             |        0.08 |        1.22 |        1.07 |       28.33 |        0.07 |       22.67 |        0.41 |        5.73
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30433443 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      151.88 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       41.87 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
