                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5       | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  1591321762 |  6727680661 |   954701913 |  6923495940 |  3799079513 |  11645567312 |  2065812028 |  14509675445 |  5775841139 |  6244432284 |  5056303442 |  3223309557 |  1204118946 |   249999989 |  6701144867 |  10773005748
  Cycles                             |  8001411123 |  8001410700 |  8001410960 |  8001411122 |  8001410700 |   8001410649 |  8001410977 |   8001410700 |  8001410713 |  8001410700 |  8001411386 |  8001412001 |  8001411262 |  8001405041 |  8001410713 |   8001410703
  IPC                                |        0.20 |        0.84 |        0.12 |        0.87 |        0.47 |         1.46 |        0.26 |         1.81 |        0.72 |        0.78 |        0.63 |        0.40 |        0.15 |        0.03 |        0.84 |         1.35
  Time (ns)                          |  2667137041 |  2667136900 |  2667136987 |  2667137041 |  2667136900 |   2667136883 |  2667136993 |   2667136900 |  2667136905 |  2667136900 |  2667137129 |  2667137334 |  2667137088 |  2667135014 |  2667136905 |   2667136901
Branch predictor stats               |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num correct                        |    14443207 |   383730587 |   161331130 |   891436357 |     4954536 |   1032177860 |   127864307 |   2677766978 |   315260723 |   115041462 |   547590364 |   490435466 |    95497589 |    43244780 |  1024673323 |    475624521
  num incorrect                      |       96742 |    64915872 |    14910360 |   208089064 |       83964 |    172251029 |     4306521 |    182673566 |   217781501 |    17534464 |    83426626 |   105527359 |     7824632 |    11689069 |   262480541 |     27003653
  misprediction rate                 |       0.67% |      14.47% |       8.46% |      18.93% |       1.67% |       14.30% |       3.26% |        6.39% |      40.86% |      13.23% |      13.22% |      17.71% |       7.57% |      21.28% |      20.39% |        5.37%
  mpki                               |        0.06 |        9.65 |       15.62 |       30.06 |        0.02 |        14.79 |        2.08 |        12.59 |       37.71 |        2.81 |       16.50 |       32.74 |        6.50 |       46.76 |       39.17 |         2.51
TLB Summary                          |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   140642789 |   755704902 |   110648726 |   970989347 |   435153628 |   1322408199 |   196203470 |   2379221319 |   473149022 |   594003946 |   595313938 |   445295867 |   100672323 |    23761816 |   871777435 |   1025973377
    num misses                       |           3 |          56 |          42 |         402 |           6 |         3916 |          22 |           39 |          52 |         156 |          10 |         585 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   433405167 |  3160562505 |   331780636 |  2705648043 |  2841952551 |   4869705233 |   683576453 |   4728674699 |  1707067908 |  3173818563 |  2272701902 |  1250903722 |   331491995 |    88558906 |  2255735024 |   3275460305
    num misses                       |      774494 |     2042362 |     5681406 |     4834168 |   102585197 |      2568894 |     5563029 |           23 |      103846 |     7017745 |    23019245 |     6648133 |     1630269 |    21159550 |     9981439 |      1050922
    miss rate                        |       0.18% |       0.06% |       1.71% |       0.18% |       3.61% |        0.05% |       0.81% |        0.00% |       0.01% |       0.22% |       1.01% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.95 |        0.70 |       27.00 |         0.22 |        2.69 |         0.00 |        0.02 |        1.12 |        4.55 |        2.06 |        1.35 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num accesses                     |      774497 |     2042418 |     5681448 |     4834570 |   102585203 |      2572810 |     5563051 |           62 |      103898 |     7017901 |    23019255 |     6648718 |     1630311 |    21159553 |     9981458 |      1050930
    num misses                       |      773911 |      321630 |     1537250 |      769975 |    73206819 |        80923 |      537831 |           62 |       92772 |       96209 |     2038958 |      650740 |      507941 |    10898385 |     2090294 |        25997
    miss rate                        |      99.92% |      15.75% |      27.06% |      15.93% |      71.36% |        3.15% |       9.67% |      100.00% |      89.29% |       1.37% |       8.86% |       9.79% |      31.16% |      51.51% |      20.94% |        2.47%
    mpki                             |        0.49 |        0.05 |        1.61 |        0.11 |       19.27 |         0.01 |        0.26 |         0.00 |        0.02 |        0.02 |        0.40 |        0.20 |        0.42 |       43.59 |        0.31 |         0.00
Cache Summary                        |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   140642789 |   755704902 |   110648726 |   970989347 |   435153628 |   1322408199 |   196203470 |   2379221319 |   473149022 |   594003946 |   595313938 |   445295867 |   100672323 |    23761816 |   871777435 |   1025973377
    num cache misses                 |     1092897 |     2204026 |      126219 |    30100067 |     1830871 |     18133678 |     1267312 |     22511972 |      132514 |     1067886 |      435819 |    25806689 |      192609 |      189504 |     4427043 |       177422
    miss rate                        |       0.78% |       0.29% |       0.11% |       3.10% |       0.42% |        1.37% |       0.65% |        0.95% |       0.03% |       0.18% |       0.07% |       5.80% |       0.19% |       0.80% |       0.51% |        0.02%
    mpki                             |        0.69 |        0.33 |        0.13 |        4.35 |        0.48 |         1.56 |        0.61 |         1.55 |        0.02 |        0.17 |        0.09 |        8.01 |        0.16 |        0.76 |        0.66 |         0.02
  Cache L1-D                         |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   433405167 |  3160562505 |   331780636 |  2705648043 |  2841952551 |   4869705233 |   683576453 |   4728674699 |  1707067908 |  3173818563 |  2272701902 |  1250903722 |   331491995 |    88558906 |  2255735024 |   3275460305
    num cache misses                 |    81820398 |    19396348 |    38827999 |    33690475 |    31290456 |     45004867 |    39650064 |       209930 |     6431928 |    48602893 |    72853350 |    28792880 |    17792945 |    28749525 |     9231560 |     86825428
    miss rate                        |      18.88% |       0.61% |      11.70% |       1.25% |       1.10% |        0.92% |       5.80% |        0.00% |       0.38% |       1.53% |       3.21% |       2.30% |       5.37% |      32.46% |       0.41% |        2.65%
    mpki                             |       51.42 |        2.88 |       40.67 |        4.87 |        8.24 |         3.86 |       19.19 |         0.01 |        1.11 |        7.78 |       14.41 |        8.93 |       14.78 |      115.00 |        1.38 |         8.06
  Cache L2                           |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |    82913309 |    21618038 |    42861135 |    65069622 |    33122609 |     63158718 |    43782927 |     22750247 |     6765478 |    50308827 |    73884875 |    55864546 |    18137195 |    32507234 |    15454820 |     87325288
    num cache misses                 |    53886370 |    15209165 |    34338827 |    28835384 |    23158766 |     24962878 |    19107439 |       609914 |     6272519 |    26014813 |    51378089 |    27946085 |    16658923 |    24327062 |     6075461 |      2879321
    miss rate                        |      64.99% |      70.35% |      80.12% |      44.31% |      69.92% |       39.52% |      43.64% |        2.68% |      92.71% |      51.71% |      69.54% |      50.02% |      91.85% |      74.84% |      39.31% |        3.30%
    mpki                             |       33.86 |        2.26 |       35.97 |        4.16 |        6.10 |         2.14 |        9.25 |         0.04 |        1.09 |        4.17 |       10.16 |        8.67 |       13.83 |       97.31 |        0.91 |         0.27
  Cache L3                           |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |    53886384 |    15228952 |    38247423 |    30117336 |    23160618 |     24983157 |    21977417 |       638259 |     6477273 |    26653430 |    52014558 |    29212279 |    16810946 |    27919620 |     7901545 |      3211128
    num cache misses                 |    47793458 |     8713968 |    21165607 |     2954680 |    19944334 |       735531 |    10647083 |       600689 |     6226291 |     4104406 |     8052622 |     7334354 |    14277098 |    16617023 |     2488577 |      1800542
    miss rate                        |      88.69% |      57.22% |      55.34% |       9.81% |      86.11% |        2.94% |      48.45% |       94.11% |      96.13% |      15.40% |      15.48% |      25.11% |      84.93% |      59.52% |      31.49% |       56.07%
    mpki                             |       30.03 |        1.30 |       22.17 |        0.43 |        5.25 |         0.06 |        5.15 |         0.04 |        1.08 |        0.66 |        1.59 |        2.28 |       11.86 |       66.47 |        0.37 |         0.17
DRAM summary                         |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num dram accesses                  |   254329083 |           0 |           0 |           0 |           0 |            0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      356.60 |         inf |         inf |         inf |         inf |          inf |         inf |          inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      246.59 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      95.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |              |             |              |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |            0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |            0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |            0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
