                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1320722667 |  2371441970 |  1891831946 |  1647384056 |   946318784 |   564640553 |  1445969862 |   290151463 |  2307265708 |   569090598 |  2210759965 |   812371128 |  1431593939 |  2729083366 |  1452380836
  Cycles                             |  1615019821 |  1615023691 |  1615023685 |  1615024111 |  1615023658 |  1615023683 |  1615023658 |  1615023835 |  1615023901 |  1615023611 |  1615023660 |  1615023628 |  1615024052 |  1615023618 |  1615023605 |  1615023713
  IPC                                |        0.15 |        0.82 |        1.47 |        1.17 |        1.02 |        0.59 |        0.35 |        0.90 |        0.18 |        1.43 |        0.35 |        1.37 |        0.50 |        0.89 |        1.69 |        0.90
  Time (ns)                          |   538339941 |   538341231 |   538341229 |   538341371 |   538341220 |   538341228 |   538341220 |   538341279 |   538341301 |   538341204 |   538341220 |   538341210 |   538341351 |   538341206 |   538341202 |   538341238
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    70172093 |   210795492 |    87114203 |    94346972 |    57507648 |    30586182 |   221249331 |    48357785 |   101414263 |    35063875 |   177755595 |    18545402 |    26725691 |   181788386 |   219140394
  num incorrect                      |     4720676 |    50524352 |    35312073 |      723487 |    15974243 |    34605282 |      715427 |    56605282 |     4472289 |     5765934 |     1128058 |    29852440 |      329406 |     3982865 |    31179398 |    24581698
  misprediction rate                 |      12.07% |      41.86% |      14.35% |       0.82% |      14.48% |      37.57% |       2.29% |      20.37% |       8.47% |       5.38% |       3.12% |      14.38% |       1.75% |      12.97% |      14.64% |      10.09%
  mpki                               |       18.88 |       38.26 |       14.89 |        0.38 |        9.70 |       36.57 |        1.27 |       39.15 |       15.41 |        2.50 |        1.98 |       13.50 |        0.41 |        2.78 |       11.42 |       16.93
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
