                                   | Core 0    
  Instructions                     |  249999984
  Cycles                           |  291718904
  IPC                              |       0.86
  Time (ns)                        |   97239635
Branch predictor stats             |           
  num correct                      |   15199251
  num incorrect                    |    9146162
  misprediction rate               |     37.57%
  mpki                             |      36.58
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   29844534
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  114926447
    num misses                     |     791200
    miss rate                      |      0.69%
    mpki                           |       3.16
  L2 TLB                           |           
    num accesses                   |     791210
    num misses                     |     629349
    miss rate                      |     79.54%
    mpki                           |       2.52
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   29844534
    num cache misses               |      15409
    miss rate                      |      0.05%
    mpki                           |       0.06
  Cache L1-D                       |           
    num cache accesses             |  114926447
    num cache misses               |    1763867
    miss rate                      |      1.53%
    mpki                           |       7.06
  Cache L2                         |           
    num cache accesses             |    1917260
    num cache misses               |    1647160
    miss rate                      |     85.91%
    mpki                           |       6.59
  Cache L3                         |           
    num cache accesses             |    1806704
    num cache misses               |     420067
    miss rate                      |     23.25%
    mpki                           |       1.68
DRAM summary                       |           
  num dram accesses                |     705046
  average dram access latency (ns) |      68.10
  average dram queueing delay      |       3.08
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
