                                   | Core 0    
  Instructions                     |  499999976
  Cycles                           |  226846620
  IPC                              |       2.20
  Time (ns)                        |   75615540
Branch predictor stats             |           
  num correct                      |   23023477
  num incorrect                    |     192475
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   38247215
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  287727657
    num misses                     |      35635
    miss rate                      |      0.01%
    mpki                           |       0.07
  L2 TLB                           |           
    num accesses                   |      35678
    num misses                     |       6813
    miss rate                      |     19.10%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   38247215
    num cache misses               |      35830
    miss rate                      |      0.09%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  287727657
    num cache misses               |    2722720
    miss rate                      |      0.95%
    mpki                           |       5.45
  Cache L2                         |           
    num cache accesses             |    2759025
    num cache misses               |    1899994
    miss rate                      |     68.86%
    mpki                           |       3.80
  Cache L3                         |           
    num cache accesses             |    1900484
    num cache misses               |     142353
    miss rate                      |      7.49%
    mpki                           |       0.28
DRAM summary                       |           
  num dram accesses                |     218170
  average dram access latency (ns) |     107.70
  average dram queueing delay      |      22.66
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
