                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5      | Core 6     | Core 7    
  Instructions                       |  519344492 |  352025821 |  305342353 |  519274556 |  249999885 |  1052356073 |  385778345 |  252083568
  Cycles                             |  532875362 |  532875018 |  532875008 |  532875003 |  532872608 |   532874963 |  532875213 |  532875413
  IPC                                |       0.97 |       0.66 |       0.57 |       0.97 |       0.47 |        1.97 |       0.72 |       0.47
  Time (ns)                          |  177625121 |  177625006 |  177625003 |  177625001 |  177624203 |   177624988 |  177625071 |  177625138
Branch predictor stats               |            |            |            |            |            |             |            |           
  num correct                        |   68527921 |    7679150 |   24597066 |   34382275 |   13325983 |    83404417 |     506881 |   38008420
  num incorrect                      |    6880711 |     134764 |    4139632 |    5932729 |     311809 |     6814044 |       8590 |    4286529
  misprediction rate                 |      9.12% |      1.72% |     14.41% |     14.72% |      2.29% |       7.55% |      1.67% |     10.13%
  mpki                               |      13.25 |       0.38 |      13.56 |      11.43 |       1.25 |        6.48 |       0.02 |      17.00
TLB Summary                          |            |            |            |            |            |             |            |           
  I-TLB                              |            |            |            |            |            |             |            |           
    num accesses                     |   77717855 |   32205250 |   44785524 |   62947495 |   24892730 |    88432992 |   44176871 |   40376043
    num misses                       |        446 |          4 |         65 |         18 |         47 |          42 |          6 |       1608
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |             |            |           
    num accesses                     |  203457723 |  139426277 |  146495071 |  218734888 |   86640600 |   289660032 |  288624163 |  101618153
    num misses                       |      78095 |      64866 |     819422 |    1538053 |     133258 |     1409967 |   10570968 |     574765
    miss rate                        |      0.04% |      0.05% |      0.56% |      0.70% |      0.15% |       0.49% |      3.66% |      0.57%
    mpki                             |       0.15 |       0.18 |       2.68 |       2.96 |       0.53 |        1.34 |      27.40 |       2.28
  L2 TLB                             |            |            |            |            |            |             |            |           
    num accesses                     |      78541 |      64870 |     819487 |    1538071 |     133305 |     1410009 |   10570974 |     576373
    num misses                       |       2308 |      39655 |       5287 |      11999 |      40813 |      440062 |    7610417 |      82425
    miss rate                        |      2.94% |     61.13% |      0.65% |      0.78% |     30.62% |      31.21% |     71.99% |     14.30%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |        0.42 |      19.73 |       0.33
Cache Summary                        |            |            |            |            |            |             |            |           
  Cache L1-I                         |            |            |            |            |            |             |            |           
    num cache accesses               |   77717855 |   32205250 |   44785524 |   62947495 |   24892730 |    88432992 |   44176871 |   40376043
    num cache misses                 |    1827215 |      27741 |    1485941 |     760678 |      27052 |      119213 |     161372 |     937482
    miss rate                        |      2.35% |      0.09% |      3.32% |      1.21% |      0.11% |       0.13% |      0.37% |      2.32%
    mpki                             |       3.52 |       0.08 |       4.87 |       1.46 |       0.11 |        0.11 |       0.42 |       3.72
  Cache L1-D                         |            |            |            |            |            |             |            |           
    num cache accesses               |  203457723 |  139426277 |  146495071 |  218734888 |   86640600 |   289660032 |  288624163 |  101618153
    num cache misses                 |    2971921 |    3345092 |    5188234 |    1567455 |    3092970 |    15422597 |    3221354 |    1151569
    miss rate                        |      1.46% |      2.40% |      3.54% |      0.72% |      3.57% |       5.32% |      1.12% |      1.13%
    mpki                             |       5.72 |       9.50 |      16.99 |       3.02 |      12.37 |       14.66 |       8.35 |       4.57
  Cache L2                           |            |            |            |            |            |             |            |           
    num cache accesses               |    4886276 |    3391942 |    6726508 |    2456000 |    3606896 |    15548802 |    3392266 |    2225431
    num cache misses                 |     842749 |    2618390 |    1161455 |     931730 |    2555848 |    13440259 |    2493769 |    1287035
    miss rate                        |     17.25% |     77.19% |     17.27% |     37.94% |     70.86% |      86.44% |     73.51% |     57.83%
    mpki                             |       1.62 |       7.44 |       3.80 |       1.79 |      10.22 |       12.77 |       6.46 |       5.11
  Cache L3                           |            |            |            |            |            |             |            |           
    num cache accesses               |     930481 |    2644091 |    1220557 |    1063297 |    3072664 |    13447302 |    2503350 |    1424278
    num cache misses                 |     799367 |    2600754 |    1059613 |     852173 |    2499723 |      247227 |    2403681 |    1195437
    miss rate                        |     85.91% |     98.36% |     86.81% |     80.14% |     81.35% |       1.84% |     96.02% |     83.93%
    mpki                             |       1.54 |       7.39 |       3.47 |       1.64 |      10.00 |        0.23 |       6.23 |       4.74
DRAM summary                         |            |            |            |            |            |             |            |           
  num dram accesses                  |   14919985 |          0 |          0 |          0 |          0 |           0 |          0 |          0
  average dram access latency (ns)   |     164.92 |        inf |        inf |        inf |        inf |         inf |        inf |        inf
  average dram queueing delay        |      54.91 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     84.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |             |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |           0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |           0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |           0 |          0 |          0
