                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1917332166 |   7102035331 |   8113891235 |   3109737507 |   4248103886 |    249999989 |  18021327866 |   7184806419 |    813404947 |   1223729035 |   5472593897 |    843645068 |   3541340742 |   1206309995 |   4085415524 |   2125512347
  Cycles                             |  10111716475 |  10111716035 |  10111715447 |  10111716622 |  10111716379 |  10111710502 |  10111715452 |  10111715411 |  10111715777 |  10111716371 |  10111715871 |  10111716955 |  10111715449 |  10111715920 |  10111715717 |  10111715795
  IPC                                |         0.19 |         0.70 |         0.80 |         0.31 |         0.42 |         0.02 |         1.78 |         0.71 |         0.08 |         0.12 |         0.54 |         0.08 |         0.35 |         0.12 |         0.40 |         0.21
  Time (ns)                          |   3370572158 |   3370572012 |   3370571816 |   3370572207 |   3370572126 |   3370570167 |   3370571817 |   3370571804 |   3370571926 |   3370572124 |   3370571957 |   3370572318 |   3370571816 |   3370571973 |   3370571906 |   3370571932
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     62246647 |    327044600 |   1240444357 |     71184852 |    258270470 |     43244780 |   3325844781 |    132787075 |    132101989 |     97031839 |    593934253 |    116081118 |    540243715 |     23023831 |      5318183 |    131350284
  num incorrect                      |     29401093 |      2720131 |    317959331 |      1267654 |    155412668 |     11689069 |    226884760 |     20178469 |      8353535 |      7940592 |     90684484 |     15925824 |    115242796 |     31528683 |        90126 |      4518606
  misprediction rate                 |       32.08% |        0.82% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.19% |        5.95% |        7.56% |       13.25% |       12.06% |       17.58% |       57.80% |        1.67% |        3.33%
  mpki                               |        15.33 |         0.38 |        39.19 |         0.41 |        36.58 |        46.76 |        12.59 |         2.81 |        10.27 |         6.49 |        16.57 |        18.88 |        32.54 |        26.14 |         0.02 |         2.13
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    149598991 |    543331847 |   1055628041 |    278609943 |    507125540 |     23761816 |   2955044386 |    683739039 |    137017009 |    102550988 |    644117923 |    147852005 |    487855293 |    131611537 |    467979359 |    201977435
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          170 |            4 |           42 |           10 |          101 |          634 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    844174132 |   4086748635 |   2731270915 |   1223536892 |   1952883451 |     88558906 |   5873117913 |   3652204830 |    249308558 |    336905500 |   2453690179 |    393139774 |   1373470118 |    447922180 |   3056052892 |    704919601
    num misses                       |       868540 |       550370 |     12089278 |       644154 |     13443974 |     21159407 |           23 |      8118328 |       291171 |      1649028 |     24704356 |     15322217 |      7298814 |      3171064 |    110154327 |      5680375
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.22% |        0.12% |        0.49% |        1.01% |        3.90% |        0.53% |        0.71% |        3.60% |        0.81%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.13 |         0.36 |         1.35 |         4.51 |        18.16 |         2.06 |         2.63 |        26.96 |         2.67
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       868543 |       550413 |     12089297 |       644158 |     13443984 |     21159410 |           62 |      8118498 |       291175 |      1649070 |     24704366 |     15322318 |      7299448 |      3171078 |    110154333 |      5680397
    num misses                       |       586956 |       158313 |      2531631 |       340992 |     10690977 |     10898337 |           62 |       110767 |       291175 |       512347 |      2178916 |      4598494 |       712891 |      3171040 |     78544591 |       547732
    miss rate                        |       67.58% |       28.76% |       20.94% |       52.94% |       79.52% |       51.51% |      100.00% |        1.36% |      100.00% |       31.07% |        8.82% |       30.01% |        9.77% |      100.00% |       71.30% |        9.64%
    mpki                             |         0.31 |         0.02 |         0.31 |         0.11 |         2.52 |        43.59 |         0.00 |         0.02 |         0.36 |         0.42 |         0.40 |         5.45 |         0.20 |         2.63 |        19.23 |         0.26
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    149598991 |    543331847 |   1055628041 |    278609943 |    507125540 |     23761816 |   2955044386 |    683739039 |    137017009 |    102550988 |    644117923 |    147852005 |    487855293 |    131611537 |    467979359 |    201977435
    num cache misses                 |       218258 |       490059 |      5361879 |       390543 |       275302 |       189815 |     27965054 |      1232835 |        23425 |       195565 |       472794 |      3214998 |     28241037 |        94764 |      1969591 |      1304684
    miss rate                        |        0.15% |        0.09% |        0.51% |        0.14% |        0.05% |        0.80% |        0.95% |        0.18% |        0.02% |        0.19% |        0.07% |        2.17% |        5.79% |        0.07% |        0.42% |        0.65%
    mpki                             |         0.11 |         0.07 |         0.66 |         0.13 |         0.06 |         0.76 |         1.55 |         0.17 |         0.03 |         0.16 |         0.09 |         3.81 |         7.97 |         0.08 |         0.48 |         0.61
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    844174132 |   4086748635 |   2731270915 |   1223536892 |   1952883451 |     88558906 |   5873117913 |   3652204830 |    249308558 |    336905500 |   2453690179 |    393139774 |   1373470118 |    447922180 |   3056052892 |    704919601
    num cache misses                 |     42547084 |     38418253 |     11179179 |     31439021 |     30104995 |     28753383 |       258062 |     56015731 |     18640442 |     18044627 |     79168912 |     22460308 |     32771018 |     34923850 |     33620045 |     40530503
    miss rate                        |        5.04% |        0.94% |        0.41% |        2.57% |        1.54% |       32.47% |        0.00% |        1.53% |        7.48% |        5.36% |        3.23% |        5.71% |        2.39% |        7.80% |        1.10% |        5.75%
    mpki                             |        22.19 |         5.41 |         1.38 |        10.11 |         7.09 |       115.01 |         0.01 |         7.80 |        22.92 |        14.75 |        14.47 |        26.62 |         9.25 |        28.95 |         8.23 |        19.07
  Cache L2                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     45547329 |     38949977 |     18715563 |     31832574 |     32622011 |     32574781 |     28258828 |     58016340 |     25562527 |     18398637 |     80293882 |     30134079 |     62449435 |     39263274 |     35591011 |     44781743
    num cache misses                 |     38020043 |     26890888 |      7365559 |     22305427 |     28280183 |     24330532 |       759220 |     29928269 |     18663867 |     16902184 |     55904991 |     22044002 |     31905493 |     35018614 |     24877324 |     19584195
    miss rate                        |       83.47% |       69.04% |       39.36% |       70.07% |       86.69% |       74.69% |        2.69% |       51.59% |       73.01% |       91.87% |       69.63% |       73.15% |       51.09% |       89.19% |       69.90% |       43.73%
    mpki                             |        19.83 |         3.79 |         0.91 |         7.17 |         6.66 |        97.32 |         0.04 |         4.17 |        22.95 |        13.81 |        10.22 |        26.13 |         9.01 |        29.03 |         6.09 |         9.21
  Cache L3                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     40802030 |     26935233 |      9576199 |     22313905 |     30889212 |     27986765 |       794932 |     30696665 |     25562527 |     17061020 |     56601163 |     26510019 |     33344243 |     39263274 |     24879307 |     22537764
    num cache misses                 |     37531121 |     14959781 |      3017433 |     21427838 |      7496891 |     17091593 |       747561 |      4974479 |     18628576 |     14593450 |      9085068 |     15108097 |      8147028 |     34918047 |     21525581 |     11050509
    miss rate                        |       91.98% |       55.54% |       31.51% |       96.03% |       24.27% |       61.07% |       94.04% |       16.21% |       72.87% |       85.54% |       16.05% |       56.99% |       24.43% |       88.93% |       86.52% |       49.03%
    mpki                             |        19.57 |         2.11 |         0.37 |         6.89 |         1.76 |        68.37 |         0.04 |         0.69 |        22.90 |        11.93 |         1.66 |        17.91 |         2.30 |        28.95 |         5.27 |         5.20
DRAM summary                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num dram accesses                  |    325216287 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns)   |       434.34 |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay        |       324.33 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       96.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
