                                   | Core 0    
  Instructions                     |   99999952
  Cycles                           |  501211846
  IPC                              |       0.20
  Time (ns)                        |  167070616
Branch predictor stats             |           
  num correct                      |     129398
  num incorrect                    |       2196
  misprediction rate               |      1.67%
  mpki                             |       0.02
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11457119
    num misses                     |          6
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   74796255
    num misses                     |    2954538
    miss rate                      |      3.95%
    mpki                           |      29.55
  L2 TLB                           |           
    num accesses                   |    2954544
    num misses                     |    1879626
    miss rate                      |     63.62%
    mpki                           |      18.80
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11457119
    num cache misses               |    2189516
    miss rate                      |     19.11%
    mpki                           |      21.90
  Cache L1-D                       |           
    num cache accesses             |   74796255
    num cache misses               |    3436222
    miss rate                      |      4.59%
    mpki                           |      34.36
  Cache L2                         |           
    num cache accesses             |    6799882
    num cache misses               |    5458507
    miss rate                      |     80.27%
    mpki                           |      54.59
  Cache L3                         |           
    num cache accesses             |    6632651
    num cache misses               |    5441279
    miss rate                      |     82.04%
    mpki                           |      54.41
DRAM summary                       |           
  num dram accesses                |   10866174
  average dram access latency (ns) |      51.57
  average dram queueing delay      |       1.56
Coherency Traffic                  |           
  num loads from dram              |    2602370
  num loads from dram cache        |          0
  num loads from remote cache      |          0
