                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  695647225 |  339208187 |  604132654 |  718698504 |  249999884 |  766357476 |  383760532 |  462635433
  Cycles                             |  445412404 |  445412400 |  445412419 |  445412400 |  445409324 |  445412367 |  445412400 |  445412253
  IPC                                |       1.56 |       0.76 |       1.36 |       1.61 |       0.56 |       1.72 |       0.86 |       1.04
  Time (ns)                          |  148470802 |  148470800 |  148470807 |  148470800 |  148469775 |  148470789 |  148470800 |  148470751
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   89440127 |    7586992 |   48617486 |   47914383 |   13325983 |   60724343 |     505534 |   69724041
  num incorrect                      |    9581716 |     133228 |    8153862 |    8187798 |     311809 |    4965066 |       8568 |    7833129
  misprediction rate                 |      9.68% |      1.73% |     14.36% |     14.59% |      2.29% |      7.56% |      1.67% |     10.10%
  mpki                               |      13.77 |       0.39 |      13.50 |      11.39 |       1.25 |       6.48 |       0.02 |      16.93
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  106269625 |   31097828 |   88518762 |   87154802 |   24892730 |   64279764 |   43942028 |   74095729
    num misses                       |        517 |          4 |         65 |         18 |         47 |         42 |          6 |       2988
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  277733109 |  133062775 |  289643762 |  302710609 |   86640605 |  210982413 |  287127484 |  186629613
    num misses                       |      84659 |      63004 |    1619947 |    2104953 |     133120 |    1027566 |   10539004 |    1086307
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.70% |      0.15% |      0.49% |      3.67% |      0.58%
    mpki                             |       0.12 |       0.19 |       2.68 |       2.93 |       0.53 |       1.34 |      27.46 |       2.35
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      85176 |      63008 |    1620012 |    2104971 |     133167 |    1027608 |   10539010 |    1089295
    num misses                       |       2675 |      37727 |      10312 |      16120 |      40814 |     320200 |    7586132 |     156723
    miss rate                        |      3.14% |     59.88% |      0.64% |      0.77% |     30.65% |     31.16% |     71.98% |     14.39%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.42 |      19.77 |       0.34
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  106269625 |   31097828 |   88518762 |   87154802 |   24892730 |   64279764 |   43942028 |   74095729
    num cache misses                 |    2257976 |      34532 |    2929877 |     773471 |      24959 |     121700 |     197670 |    1506262
    miss rate                        |      2.12% |      0.11% |      3.31% |      0.89% |      0.10% |      0.19% |      0.45% |      2.03%
    mpki                             |       3.25 |       0.10 |       4.85 |       1.08 |       0.10 |       0.16 |       0.52 |       3.26
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  277733109 |  133062775 |  289643762 |  302710609 |   86640605 |  210982413 |  287127484 |  186629613
    num cache misses                 |    2845426 |    3200922 |    9826025 |    1565351 |    3052499 |   11267334 |    3188620 |    1854808
    miss rate                        |      1.02% |      2.41% |      3.39% |      0.52% |      3.52% |      5.34% |      1.11% |      0.99%
    mpki                             |       4.09 |       9.44 |      16.26 |       2.18 |      12.21 |      14.70 |       8.31 |       4.01
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5135249 |    3238860 |   12760277 |    2372440 |    3539708 |   11402991 |    3387825 |    3429109
    num cache misses                 |     415405 |    2452412 |    2030945 |     381821 |    2483885 |   10561899 |    2399808 |    1811548
    miss rate                        |      8.09% |     75.72% |     15.92% |     16.09% |     70.17% |     92.62% |     70.84% |     52.83%
    mpki                             |       0.60 |       7.23 |       3.36 |       0.53 |       9.94 |      13.78 |       6.25 |       3.92
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     447584 |    2457849 |    2035739 |     415750 |    2954585 |   10575927 |    2401384 |    1879842
    num cache misses                 |     283382 |    2376886 |     123714 |     189390 |    2218086 |     459936 |    2110991 |     593832
    miss rate                        |     63.31% |     96.71% |      6.08% |     45.55% |     75.07% |      4.35% |     87.91% |     31.59%
    mpki                             |       0.41 |       7.01 |       0.20 |       0.26 |       8.87 |       0.60 |       5.50 |       1.28
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   10893110 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     145.44 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      35.43 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     73.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
