                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3060605684 |   895935011 |  6100101864 |  3183080972 |  3645920437 |   487976747 |  2217895120 |   249999989
  Cycles                             |  3188207527 |  3188207517 |  3188207517 |  3188207530 |  3188207570 |  3188208034 |  3188207685 |  3188205725
  IPC                                |        0.96 |        0.28 |        1.91 |        1.00 |        1.14 |        0.15 |        0.70 |        0.08
  Time (ns)                          |  1062735843 |  1062735839 |  1062735839 |  1062735844 |  1062735857 |  1062736012 |  1062735895 |  1062735242
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   467753664 |   123138089 |  1125777647 |   168740517 |   549951769 |   114314977 |   336998029 |    43244780
  num incorrect                      |   120007574 |    16928943 |    76799592 |   121918169 |    61762143 |    12696369 |    72890796 |    11689069
  misprediction rate                 |      20.42% |      12.09% |       6.39% |      41.95% |      10.10% |      10.00% |      17.78% |      21.28%
  mpki                               |       39.21 |       18.90 |       12.59 |       38.30 |       16.94 |       26.02 |       32.86 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   398208438 |   156945731 |  1000264865 |   257484803 |   583667606 |    41263253 |   306912004 |    23761816
    num misses                       |          19 |         107 |          39 |          52 |       21330 |       33860 |         432 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.07 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1030146163 |   417480649 |  1988016927 |   935799055 |  1467554779 |   169087648 |   860602429 |    88558906
    num misses                       |     4561793 |    16252759 |          23 |       54453 |     8130588 |     2602396 |     4574440 |    21160156
    miss rate                        |       0.44% |       3.89% |       0.00% |       0.01% |       0.55% |       1.54% |       0.53% |      23.89%
    mpki                             |        1.49 |       18.14 |        0.00 |        0.02 |        2.23 |        5.33 |        2.06 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     4561812 |    16252866 |          62 |       54505 |     8151918 |     2636256 |     4574872 |    21160159
    num misses                       |      954921 |     4858820 |          62 |       48552 |     1162544 |     2230038 |      436855 |    10898240
    miss rate                        |      20.93% |      29.90% |     100.00% |      89.08% |      14.26% |      84.59% |       9.55% |      51.50%
    mpki                             |        0.31 |        5.42 |        0.00 |        0.02 |        0.32 |        4.57 |        0.20 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   398208438 |   156945731 |  1000264865 |   257484803 |   583667606 |    41263253 |   306912004 |    23761816
    num cache misses                 |     2047200 |     3372721 |     9498517 |       79998 |    11000502 |      784852 |    17883218 |      189566
    miss rate                        |       0.51% |       2.15% |       0.95% |       0.03% |       1.88% |       1.90% |       5.83% |       0.80%
    mpki                             |        0.67 |        3.76 |        1.56 |        0.03 |        3.02 |        1.61 |        8.06 |        0.76
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1030146163 |   417480649 |  1988016927 |   935799055 |  1467554779 |   169087648 |   860602429 |    88558906
    num cache misses                 |     4249984 |    23723636 |      100281 |     3391299 |    13615817 |    14555487 |    19315757 |    28748618
    miss rate                        |       0.41% |       5.68% |       0.01% |       0.36% |       0.93% |       8.61% |       2.24% |      32.46%
    mpki                             |        1.39 |       26.48 |        0.02 |        1.07 |        3.73 |       29.83 |        8.71 |      114.99
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7131240 |    31103599 |     9613432 |     3592798 |    25060441 |    15374451 |    38008330 |    32549652
    num cache misses                 |     2855455 |    23288776 |      303652 |     3307178 |    13208932 |    14704080 |    18788082 |    24325517
    miss rate                        |      40.04% |      74.87% |       3.16% |      92.05% |      52.71% |      95.64% |      49.43% |      74.73%
    mpki                             |        0.93 |       25.99 |        0.05 |        1.04 |        3.62 |       30.13 |        8.47 |       97.30
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3704132 |    27300881 |      318286 |     3430546 |    13654739 |    14739204 |    19598606 |    27962626
    num cache misses                 |     1277824 |    13776672 |      300417 |     3283989 |     4009924 |    13720038 |     4760317 |    16002807
    miss rate                        |      34.50% |      50.46% |      94.39% |      95.73% |      29.37% |      93.09% |      24.29% |      57.23%
    mpki                             |        0.42 |       15.38 |        0.05 |        1.03 |        1.10 |       28.12 |        2.15 |       64.01
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    72766941 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      126.07 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       16.06 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      68.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
