                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1126509541 |  2689030570 |   444932404 |  2611387426 |   392692306 |  4041862321 |  2284225395 |  1138685024 |   868288827 |  1744597957 |  1085050742 |  3537350356 |   249999981 |   680914265 |  2565867495 |  2029232511
  Cycles                             |  6792058253 |  6792057545 |  6792057656 |  6792058070 |  6792058521 |  6792057124 |  6792064331 |  6792058500 |  6792058369 |  6792057300 |  6792057478 |  6792057314 |  6792053038 |  6792058746 |  6792057699 |  6792057378
  IPC                                |        0.17 |        0.40 |        0.07 |        0.38 |        0.06 |        0.60 |        0.34 |        0.17 |        0.13 |        0.26 |        0.16 |        0.52 |        0.04 |        0.10 |        0.38 |        0.30
  Time (ns)                          |  2264019418 |  2264019182 |  2264019219 |  2264019357 |  2264019507 |  2264019042 |  2264021444 |  2264019500 |  2264019457 |  2264019100 |  2264019160 |  2264019105 |  2264017680 |  2264019582 |  2264019233 |  2264019126
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    60715256 |   496262544 |    73864677 |   231910240 |    53885241 |   538516628 |   344279685 |   193081884 |     7871331 |    40225349 |    35400646 |   192443375 |    58565837 |    12594990 |   170774964 |    89372716
  num incorrect                      |     1420181 |    33854764 |     4456944 |    38830096 |     7425354 |    54263689 |    38789765 |    17778244 |       52702 |      717530 |    16699663 |   133617082 |     6500447 |    17555530 |    29346895 |     5077230
  misprediction rate                 |       2.29% |       6.39% |       5.69% |      14.34% |      12.11% |       9.15% |      10.13% |       8.43% |       0.67% |       1.75% |      32.05% |      40.98% |       9.99% |      58.23% |      14.66% |       5.38%
  mpki                               |        1.26 |       12.59 |       10.02 |       14.87 |       18.91 |       13.43 |       16.98 |       15.61 |        0.06 |        0.41 |       15.39 |       37.77 |       26.00 |       25.78 |       11.44 |        2.50
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   113027189 |   440934207 |    74970755 |   296691058 |    68774660 |   605221134 |   365862186 |   131952263 |    76739759 |   155924540 |    84691338 |   289361125 |    21135842 |    73714595 |   311254916 |   193433618
    num misses                       |          47 |          39 |           4 |         947 |          89 |        2712 |       13654 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   392180794 |   876353204 |   134870768 |  1092071576 |   182978403 |  1576384567 |   920858392 |   393981118 |   236353195 |   685439118 |   476750457 |  1044842163 |    86633855 |   247968329 |  1081700210 |   617810373
    num misses                       |      607302 |          23 |      161342 |      577083 |     7092916 |      503810 |     5194419 |     6625586 |      421808 |      366076 |      489847 |       63267 |     1331712 |     1719248 |     7678456 |      195540
    miss rate                        |       0.15% |       0.00% |       0.12% |       0.05% |       3.88% |       0.03% |       0.56% |       1.68% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.54 |        0.00 |        0.36 |        0.22 |       18.06 |        0.12 |        2.27 |        5.82 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.52 |        2.99 |        0.10
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      607349 |          62 |      161346 |      578030 |     7093005 |      506522 |     5208073 |     6625628 |      421811 |      366080 |      489850 |       63319 |     1349153 |     1719262 |     7678474 |      195548
    num misses                       |      187927 |          62 |      161346 |       18283 |     2118488 |       14716 |      742447 |     1809764 |      421492 |      190545 |      332240 |       56556 |     1140455 |     1719243 |       58766 |        5043
    miss rate                        |      30.94% |     100.00% |     100.00% |       3.16% |      29.87% |       2.91% |      14.26% |      27.31% |      99.92% |      52.05% |      67.82% |      89.32% |      84.53% |     100.00% |       0.77% |       2.58%
    mpki                             |        0.17 |        0.00 |        0.36 |        0.01 |        5.39 |        0.00 |        0.33 |        1.59 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.52 |        0.02 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   113027189 |   440934207 |    74970755 |   296691058 |    68774660 |   605221134 |   365862186 |   131952263 |    76739759 |   155924540 |    84691338 |   289361125 |    21135842 |    73714595 |   311254916 |   193433618
    num cache misses                 |       78368 |     7067048 |        8585 |     4632521 |     1203946 |    13843655 |     6781311 |       97202 |      269429 |      128653 |       69263 |      387149 |      380018 |       32858 |     4612791 |      205353
    miss rate                        |       0.07% |       1.60% |       0.01% |       1.56% |       1.75% |       2.29% |       1.85% |       0.07% |       0.35% |       0.08% |       0.08% |       0.13% |       1.80% |       0.04% |       1.48% |       0.11%
    mpki                             |        0.07 |        2.63 |        0.02 |        1.77 |        3.07 |        3.43 |        2.97 |        0.09 |        0.31 |        0.07 |        0.06 |        0.11 |        1.52 |        0.05 |        1.80 |        0.10
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   392180794 |   876353204 |   134870768 |  1092071576 |   182978403 |  1576384567 |   920858392 |   393981118 |   236353195 |   685439118 |   476750457 |  1044842163 |    86633855 |   247968329 |  1081700210 |   617810373
    num cache misses                 |    13950623 |     1154727 |    10326622 |    11007523 |    10326410 |    22474503 |     8702571 |    45874489 |    44521245 |    17844658 |    24036953 |     4298609 |     7451135 |    18956540 |     7706653 |    19098498
    miss rate                        |       3.56% |       0.13% |       7.66% |       1.01% |       5.64% |       1.43% |       0.95% |      11.64% |      18.84% |       2.60% |       5.04% |       0.41% |       8.60% |       7.64% |       0.71% |       3.09%
    mpki                             |       12.38 |        0.43 |       23.21 |        4.22 |       26.30 |        5.56 |        3.81 |       40.29 |       51.27 |       10.23 |       22.15 |        1.22 |       29.80 |       27.84 |        3.00 |        9.41
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16128478 |     8455622 |    13693114 |    16083480 |    14097286 |    36739175 |    16154836 |    47330256 |    44792759 |    18041806 |    25703219 |     5038942 |     7857302 |    21345322 |    12931856 |    20102498
    num cache misses                 |    10743020 |     4195419 |    10335207 |     6811923 |     9502713 |     4639917 |     6427624 |    37614977 |    27276693 |    12358119 |    21359261 |     4643339 |     7461364 |    18989260 |     5585606 |     5696928
    miss rate                        |      66.61% |      49.62% |      75.48% |      42.35% |      67.41% |      12.63% |      39.79% |      79.47% |      60.90% |      68.50% |      83.10% |      92.15% |      94.96% |      88.96% |      43.19% |      28.34%
    mpki                             |        9.54 |        1.56 |       23.23 |        2.61 |       24.20 |        1.15 |        2.81 |       33.03 |       31.41 |        7.08 |       19.69 |        1.31 |       29.85 |       27.89 |        2.18 |        2.81
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    12959364 |     4429353 |    13693114 |     7360115 |    12077308 |     5066430 |     7104095 |    38974699 |    27278778 |    12451632 |    22956264 |     4998321 |     7488447 |    21345184 |     6220159 |     6540297
    num cache misses                 |    10440302 |     4181685 |    10327964 |     6159965 |     8717023 |     4407785 |     5196676 |     9104454 |    26964930 |    12237805 |    21287185 |     4616903 |     7395386 |    18958658 |     5492564 |     5585247
    miss rate                        |      80.56% |      94.41% |      75.42% |      83.69% |      72.18% |      87.00% |      73.15% |      23.36% |      98.85% |      98.28% |      92.73% |      92.37% |      98.76% |      88.82% |      88.30% |      85.40%
    mpki                             |        9.27 |        1.56 |       23.21 |        2.36 |       22.20 |        1.09 |        2.28 |        8.00 |       31.06 |        7.01 |       19.62 |        1.31 |       29.58 |       27.84 |        2.14 |        2.75
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   220221593 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      519.91 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      409.90 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      97.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
