                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1139713463 |  11078567276 |   445261695 |  6625891710 |   426615877 |  8133742046 |  3034886734 |   851687390 |   851243567 |  1673850284 |  1077730885 |  3931970558 |   249999981 |   680614892 |  9225215545 |  7602856202
  Cycles                             |  5987782801 |   5987782613 |  5987782808 |  5987782598 |  5987783362 |  5987782567 |  5987784641 |  5987783149 |  5987783838 |  5987782634 |  5987782566 |  5987782724 |  5987777930 |  5987783133 |  5987784057 |  5987782678
  IPC                                |        0.19 |         1.85 |        0.07 |        1.11 |        0.07 |        1.36 |        0.51 |        0.14 |        0.14 |        0.28 |        0.18 |        0.66 |        0.04 |        0.11 |        1.54 |        1.27
  Time (ns)                          |  1995927600 |   1995927538 |  1995927603 |  1995927533 |  1995927787 |  1995927522 |  1995928214 |  1995927716 |  1995927946 |  1995927545 |  1995927522 |  1995927575 |  1995925977 |  1995927711 |  1995928019 |  1995927559
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    61231661 |   2044555545 |    73919654 |   587845463 |    58658302 |  1083563721 |   457493522 |   144210607 |     7718894 |    38230669 |    35285434 |   209747291 |    58565837 |    12591640 |   614621769 |   334909358
  num incorrect                      |     1432361 |    139477198 |     4461085 |    98199741 |     8079042 |   109378953 |    51512844 |    13266609 |       51686 |      680689 |    16630357 |   150106897 |     6500447 |    17550173 |   105482243 |    19021788
  misprediction rate                 |       2.29% |        6.39% |       5.69% |      14.31% |      12.11% |       9.17% |      10.12% |       8.42% |       0.67% |       1.75% |      32.03% |      41.71% |       9.99% |      58.23% |      14.65% |       5.37%
  mpki                               |        1.26 |        12.59 |       10.02 |       14.82 |       18.94 |       13.45 |       16.97 |       15.58 |        0.06 |        0.41 |       15.43 |       38.18 |       26.00 |       25.79 |       11.43 |        2.50
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   114156068 |   1816607147 |    75029873 |   752615207 |    74721321 |  1219296582 |   486053285 |    98866685 |    75233454 |   149977071 |    84143724 |   318917754 |    21135842 |    73688475 |  1119409760 |   724683348
    num misses                       |          47 |           39 |           4 |        2271 |          92 |        5268 |       18030 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   397357888 |   3610487639 |   134961516 |  2770617188 |   198805429 |  3173121194 |  1223202191 |   295710644 |   231742136 |   659080073 |   472835885 |  1157266104 |    86633855 |   247881935 |  3889904797 |  2314534503
    num misses                       |      608837 |           23 |      161458 |     1461700 |     7743927 |      985062 |     6879767 |     5029590 |      413706 |      346199 |      485669 |       67980 |     1331665 |     1718889 |    27623902 |      736421
    miss rate                        |       0.15% |        0.00% |       0.12% |       0.05% |       3.90% |       0.03% |       0.56% |       1.70% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.53 |         0.00 |        0.36 |        0.22 |       18.15 |        0.12 |        2.27 |        5.91 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.53 |        2.99 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      608884 |           62 |      161462 |     1463971 |     7744019 |      990330 |     6897797 |     5029632 |      413709 |      346203 |      485672 |       68032 |     1349106 |     1718903 |    27623920 |      736429
    num misses                       |      189233 |           62 |      161462 |       46116 |     2311285 |       28891 |      983100 |     1371126 |      413395 |      183796 |      330040 |       60624 |     1140463 |     1718884 |      211183 |       18328
    miss rate                        |      31.08% |      100.00% |     100.00% |       3.15% |      29.85% |       2.92% |      14.25% |      27.26% |      99.92% |      53.09% |      67.96% |      89.11% |      84.53% |     100.00% |       0.76% |       2.49%
    mpki                             |        0.17 |         0.00 |        0.36 |        0.01 |        5.42 |        0.00 |        0.32 |        1.61 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.53 |        0.02 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   114156068 |   1816607147 |    75029873 |   752615207 |    74721321 |  1219296582 |   486053285 |    98866685 |    75233454 |   149977071 |    84143724 |   318917754 |    21135842 |    73688475 |  1119409760 |   724683348
    num cache misses                 |       31350 |     17023127 |        2472 |     9118886 |      846079 |    24930907 |     8383465 |       38577 |       57258 |       36447 |       22500 |       36624 |      349211 |        9003 |     9238368 |       32112
    miss rate                        |       0.03% |        0.94% |       0.00% |       1.21% |       1.13% |       2.04% |       1.72% |       0.04% |       0.08% |       0.02% |       0.03% |       0.01% |       1.65% |       0.01% |       0.83% |       0.00%
    mpki                             |        0.03 |         1.54 |        0.01 |        1.38 |        1.98 |        3.07 |        2.76 |        0.05 |        0.07 |        0.02 |        0.02 |        0.01 |        1.40 |        0.01 |        1.00 |        0.00
  Cache L1-D                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   397357888 |   3610487639 |   134961516 |  2770617188 |   198805429 |  3173121194 |  1223202191 |   295710644 |   231742136 |   659080073 |   472835885 |  1157266104 |    86633855 |   247881935 |  3889904797 |  2314534503
    num cache misses                 |    14048277 |       136037 |    10330754 |    25194573 |    11085787 |    43349505 |    11022795 |    34564532 |    43639642 |    16892767 |    23865869 |     4079033 |     7413847 |    18946350 |    17948298 |    61384774
    miss rate                        |       3.54% |        0.00% |       7.65% |       0.91% |       5.58% |       1.37% |       0.90% |      11.69% |      18.83% |       2.56% |       5.05% |       0.35% |       8.56% |       7.64% |       0.46% |       2.65%
    mpki                             |       12.33 |         0.01 |       23.20 |        3.80 |       25.99 |        5.33 |        3.63 |       40.58 |       51.27 |       10.09 |       22.14 |        1.04 |       29.66 |       27.84 |        1.95 |        8.07
  Cache L2                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16135168 |     17173102 |    13692996 |    34426238 |    14466290 |    68582140 |    19916813 |    35662341 |    43697873 |    16976400 |    25484237 |     4180466 |     7786177 |    21310150 |    27324278 |    61651762
    num cache misses                 |    10350278 |       296461 |    10333226 |     2245854 |     8892139 |     1866166 |     4564025 |    23059191 |    26658005 |    11854250 |    21179120 |     3945342 |     7348002 |    18955243 |      807476 |     1280757
    miss rate                        |      64.15% |        1.73% |      75.46% |       6.52% |      61.47% |       2.72% |      22.92% |      64.66% |      61.01% |      69.83% |      83.11% |      94.38% |      94.37% |      88.95% |       2.96% |       2.08%
    mpki                             |        9.08 |         0.03 |       23.21 |        0.34 |       20.84 |        0.23 |        1.50 |       27.07 |       31.32 |        7.08 |       19.65 |        1.00 |       29.39 |       27.85 |        0.09 |        0.17
  Cache L3                           |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    12494490 |       310399 |    13692996 |     2409843 |    11439758 |     2195349 |     5083339 |    24149849 |    26658978 |    11916697 |    22774988 |     4012428 |     7372115 |    21310040 |      946119 |     1518165
    num cache misses                 |    10267777 |       292975 |    10332297 |     2132287 |     8494476 |     1840856 |     4459949 |     9348381 |    26587261 |    11845460 |    21171530 |     3944302 |     7305319 |    18953563 |      802773 |     1272066
    miss rate                        |      82.18% |       94.39% |      75.46% |      88.48% |      74.25% |      83.85% |      87.74% |      38.71% |      99.73% |      99.40% |      92.96% |      98.30% |      99.09% |      88.94% |      84.85% |      83.79%
    mpki                             |        9.01 |         0.03 |       23.20 |        0.32 |       19.91 |        0.23 |        1.47 |       10.98 |       31.23 |        7.08 |       19.64 |        1.00 |       29.22 |       27.85 |        0.09 |        0.17
DRAM summary                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   192535008 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      460.98 |          inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      350.97 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      96.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
