                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  469879446 |  435558946 |  249999883 |  357040835
  Cycles                             |  238224000 |  238223975 |  238219574 |  238224014
  IPC                                |       1.97 |       1.83 |       1.05 |       1.50
  Time (ns)                          |   79408000 |   79407992 |   79406525 |   79408005
Branch predictor stats               |            |            |            |           
  num correct                        |   86717029 |   54845677 |   13678195 |   28750146
  num incorrect                      |    5916078 |    6036917 |    9414386 |    4813998
  misprediction rate                 |      6.39% |      9.92% |     40.77% |     14.34%
  mpki                               |      12.59 |      13.86 |      37.66 |      13.48
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   77049699 |   67226341 |   20500819 |   52323446
    num misses                       |         39 |        358 |         52 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  153135913 |  176219927 |   73920987 |  171165126
    num misses                       |         23 |      54651 |       4511 |     959764
    miss rate                        |      0.00% |      0.03% |      0.01% |      0.56%
    mpki                             |       0.00 |       0.13 |       0.02 |       2.69
  L2 TLB                             |            |            |            |           
    num accesses                     |         62 |      55009 |       4563 |     959829
    num misses                       |         62 |       1798 |       4160 |       6077
    miss rate                        |    100.00% |      3.27% |     91.17% |      0.63%
    mpki                             |       0.00 |       0.00 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   77049699 |   67226341 |   20500819 |   52323446
    num cache misses                 |     716406 |    1407489 |       2371 |    1717772
    miss rate                        |      0.93% |      2.09% |      0.01% |      3.28%
    mpki                             |       1.52 |       3.23 |       0.01 |       4.81
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  153135913 |  176219927 |   73920987 |  171165126
    num cache misses                 |        726 |    1440199 |     266534 |    5822136
    miss rate                        |      0.00% |      0.82% |      0.36% |      3.40%
    mpki                             |       0.00 |       3.31 |       1.07 |      16.31
  Cache L2                           |            |            |            |           
    num cache accesses               |     717198 |    2850917 |     270646 |    7540168
    num cache misses                 |       1786 |     193305 |     260057 |    1125897
    miss rate                        |      0.25% |      6.78% |     96.09% |     14.93%
    mpki                             |       0.00 |       0.44 |       1.04 |       3.15
  Cache L3                           |            |            |            |           
    num cache accesses               |       1852 |     196537 |     261809 |    1126216
    num cache misses                 |       1748 |      42934 |     257770 |       7124
    miss rate                        |     94.38% |     21.85% |     98.46% |      0.63%
    mpki                             |       0.00 |       0.10 |       1.03 |       0.02
DRAM summary                         |            |            |            |           
  num dram accesses                  |     516391 |          0 |          0 |          0
  average dram access latency (ns)   |     112.25 |        inf |        inf |        inf
  average dram queueing delay        |       2.24 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
