                                   | Core 0    
  Instructions                     |   99999914
  Cycles                           |  155190405
  IPC                              |       0.64
  Time (ns)                        |   51730135
Branch predictor stats             |           
  num correct                      |    4412429
  num incorrect                    |      77840
  misprediction rate               |      1.73%
  mpki                             |       0.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8826080
    num misses                     |         57
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38104624
    num misses                     |      39053
    miss rate                      |      0.10%
    mpki                           |       0.39
  L2 TLB                           |           
    num accesses                   |      39110
    num misses                     |      30500
    miss rate                      |     77.99%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8826080
    num cache misses               |      90671
    miss rate                      |      1.03%
    mpki                           |       0.91
  Cache L1-D                       |           
    num cache accesses             |   38104624
    num cache misses               |    2610533
    miss rate                      |      6.85%
    mpki                           |      26.11
  Cache L2                         |           
    num cache accesses             |    2874049
    num cache misses               |    2522659
    miss rate                      |     87.77%
    mpki                           |      25.23
  Cache L3                         |           
    num cache accesses             |    2697047
    num cache misses               |    2498033
    miss rate                      |     92.62%
    mpki                           |      24.98
DRAM summary                       |           
  num dram accesses                |    4979682
  average dram access latency (ns) |      53.19
  average dram queueing delay      |       3.18
Coherency Traffic                  |           
  num loads from dram              |    1987667
  num loads from dram cache        |          0
  num loads from remote cache      |          0
