                                   | Core 0    
  Instructions                     |  249999868
  Cycles                           |  244497103
  IPC                              |       1.02
  Time (ns)                        |   81499035
Branch predictor stats             |           
  num correct                      |   15498693
  num incorrect                    |     530274
  misprediction rate               |      3.31%
  mpki                             |       2.12
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23732269
    num misses                     |         22
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   82805000
    num misses                     |     659881
    miss rate                      |      0.80%
    mpki                           |       2.64
  L2 TLB                           |           
    num accesses                   |     659903
    num misses                     |      65413
    miss rate                      |      9.91%
    mpki                           |       0.26
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23732269
    num cache misses               |     138783
    miss rate                      |      0.58%
    mpki                           |       0.56
  Cache L1-D                       |           
    num cache accesses             |   82805000
    num cache misses               |    4672426
    miss rate                      |      5.64%
    mpki                           |      18.69
  Cache L2                         |           
    num cache accesses             |    5168951
    num cache misses               |    2163399
    miss rate                      |     41.85%
    mpki                           |       8.65
  Cache L3                         |           
    num cache accesses             |    2522349
    num cache misses               |    1282092
    miss rate                      |     50.83%
    mpki                           |       5.13
DRAM summary                       |           
  num dram accesses                |    1845680
  average dram access latency (ns) |      50.18
  average dram queueing delay      |       0.17
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
