                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   474108493 |   249999980 |   477358879 |   308345891
  Cycles                             |  1149906942 |  1149904447 |  1149906980 |  1149906865
  IPC                                |        0.41 |        0.22 |        0.42 |        0.27
  Time (ns)                          |   383302314 |   383301482 |   383302327 |   383302288
Branch predictor stats               |             |             |             |            
  num correct                        |    14744001 |    42338506 |    88097382 |     6371676
  num incorrect                      |     7018089 |     3913322 |     6010209 |     8700098
  misprediction rate                 |      32.25% |       8.46% |       6.39% |      57.72%
  mpki                               |       14.80 |       15.65 |       12.59 |       28.22
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    38145740 |    28960848 |    78275577 |    35525246
    num misses                       |           3 |          42 |          39 |          14
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   210240142 |    86565665 |   155572794 |   118683407
    num misses                       |      214557 |     1462080 |          23 |      840892
    miss rate                        |       0.10% |       1.69% |       0.00% |       0.71%
    mpki                             |        0.45 |        5.85 |        0.00 |        2.73
  L2 TLB                             |             |             |             |            
    num accesses                     |      214560 |     1462122 |          62 |      840906
    num misses                       |      144401 |      397376 |          62 |      840895
    miss rate                        |      67.30% |      27.18% |     100.00% |     100.00%
    mpki                             |        0.30 |        1.59 |        0.00 |        2.73
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    38145740 |    28960848 |    78275577 |    35525246
    num cache misses                 |       51236 |       28347 |     2215724 |       25441
    miss rate                        |       0.13% |       0.10% |       2.83% |       0.07%
    mpki                             |        0.11 |        0.11 |        4.64 |        0.08
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   210240142 |    86565665 |   155572794 |   118683407
    num cache misses                 |    10512092 |    10114784 |      609261 |     9398212
    miss rate                        |       5.00% |      11.68% |       0.39% |       7.92%
    mpki                             |       22.17 |       40.46 |        1.28 |       30.48
  Cache L2                           |             |             |             |            
    num cache accesses               |    11320944 |    11205202 |     2949046 |    10837052
    num cache misses                 |     9469257 |     8212899 |     2214344 |     9423609
    miss rate                        |      83.64% |      73.30% |      75.09% |      86.96%
    mpki                             |       19.97 |       32.85 |        4.64 |       30.56
  Cache L3                           |             |             |             |            
    num cache accesses               |    10226873 |     9276026 |     2338408 |    10837008
    num cache misses                 |     9468150 |     5320722 |     2209609 |     9423601
    miss rate                        |      92.58% |      57.36% |      94.49% |      86.96%
    mpki                             |       19.97 |       21.28 |        4.63 |       30.56
DRAM summary                         |             |             |             |            
  num dram accesses                  |    33786079 |           0 |           0 |           0
  average dram access latency (ns)   |      181.09 |         inf |         inf |         inf
  average dram queueing delay        |       71.08 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      88.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
