                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   845376439 |   249999981 |   444822467 |  1526191784 |  1859594571 |   979625732 |  7023142707 |  1840125648
  Cycles                             |  3229760642 |  3229757363 |  3229761297 |  3229760700 |  3229760736 |  3229761043 |  3229760413 |  3229760999
  IPC                                |        0.26 |        0.08 |        0.14 |        0.47 |        0.58 |        0.30 |        2.17 |        0.57
  Time (ns)                          |  1076586881 |  1076585788 |  1076587099 |  1076586900 |  1076586912 |  1076587014 |  1076586804 |  1076587000
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     7666339 |    58565837 |    73848294 |   233060204 |     2419164 |    60495472 |   323424522 |   148037631
  num incorrect                      |       51336 |     6500447 |     4453893 |    59917305 |       40998 |     2101242 |     2691606 |    24868695
  misprediction rate                 |       0.67% |       9.99% |       5.69% |      20.45% |       1.67% |       3.36% |       0.83% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.01 |       39.26 |        0.02 |        2.14 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    74714909 |    21135842 |    74951321 |   198606969 |   213018800 |    93164670 |   537305092 |   269611821
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   230153625 |    86633855 |   134840092 |   513614390 |  1391035031 |   325883722 |  4041344053 |   882397880
    num misses                       |      410910 |     1331634 |      161304 |     2280039 |    50175670 |     2637668 |      545249 |     4924898
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.81% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       26.98 |        2.69 |        0.08 |        2.68
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      410913 |     1349075 |      161308 |     2280058 |    50175676 |     2637690 |      545292 |     4924963
    num misses                       |      410601 |     1140463 |      161308 |      476836 |    35839725 |      259820 |      156319 |       31481
    miss rate                        |      99.92% |      84.54% |     100.00% |      20.91% |      71.43% |       9.85% |      28.67% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.27 |        0.27 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    74714909 |    21135842 |    74951321 |   198606969 |   213018800 |    93164670 |   537305092 |   269611821
    num cache misses                 |      582945 |      442337 |       14367 |     2478746 |     1099315 |      675227 |      485885 |     9883134
    miss rate                        |       0.78% |       2.09% |       0.02% |       1.25% |       0.52% |       0.72% |       0.09% |       3.67%
    mpki                             |        0.69 |        1.77 |        0.03 |        1.62 |        0.59 |        0.69 |        0.07 |        5.37
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   230153625 |    86633855 |   134840092 |   513614390 |  1391035031 |   325883722 |  4041344053 |   882397880
    num cache misses                 |    43411603 |     7511143 |    10326685 |     3309499 |    15362950 |    18980273 |    37992779 |    30796156
    miss rate                        |      18.86% |       8.67% |       7.66% |       0.64% |       1.10% |       5.82% |       0.94% |       3.49%
    mpki                             |       51.35 |       30.04 |       23.22 |        2.17 |        8.26 |       19.38 |        5.41 |       16.74
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    43994556 |     7990327 |    13697714 |     6421923 |    16492532 |    21413769 |    38483131 |    40870325
    num cache misses                 |    28929985 |     7664447 |    10341052 |     4243295 |    11974037 |    10369537 |    26603336 |    10462948
    miss rate                        |      65.76% |      95.92% |      75.49% |      66.08% |      72.60% |      48.42% |      69.13% |      25.60%
    mpki                             |       34.22 |       30.66 |       23.25 |        2.78 |        6.44 |       10.59 |        3.79 |        5.69
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    28929993 |     7702161 |    13697714 |     4888753 |    12004585 |    12186582 |    26607884 |    10683896
    num cache misses                 |    26581143 |     7438176 |    10324355 |     3467903 |    10750443 |     6838146 |      621066 |     3815710
    miss rate                        |      91.88% |      96.57% |      75.37% |      70.94% |      89.55% |      56.11% |       2.33% |      35.71%
    mpki                             |       31.44 |       29.75 |       23.21 |        2.27 |        5.78 |        6.98 |        0.09 |        2.07
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   101073478 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      247.32 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      137.31 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      93.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
