                                     | Core 0       | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  11529908600 |  1773278383 |   249999989 |  2312223501 |   851903723 |  8743330686 |  5568891830 |  9543347173
  Cycles                             |   6576814200 |  6576815079 |  6576810430 |  6576814200 |  6576814273 |  6576814200 |  6576814202 |  6576814947
  IPC                                |         1.75 |        0.27 |        0.04 |        0.35 |        0.13 |        1.33 |        0.85 |        1.45
  Time (ns)                          |   2192271400 |  2192271693 |  2192270143 |  2192271400 |  2192271424 |  2192271400 |  2192271401 |  2192271649
Branch predictor stats               |              |             |             |             |             |             |             |            
  num correct                        |    657047850 |    16105399 |    43244780 |   123747667 |   117163044 |   402641814 |   839607429 |   635564031
  num incorrect                      |    111112643 |      107902 |    11689069 |     2895170 |    16089781 |     3351401 |    94428735 |   109150079
  misprediction rate                 |       14.46% |       0.67% |      21.28% |       2.29% |      12.07% |       0.83% |      10.11% |      14.66%
  mpki                               |         9.64 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.96 |       11.44
TLB Summary                          |              |             |             |             |             |             |             |            
  I-TLB                              |              |             |             |             |             |             |             |            
    num accesses                     |   1294627298 |   156724875 |    23761816 |   231107095 |   149291316 |   668909056 |   891740033 |  1157969225
    num misses                       |           56 |           3 |           3 |          47 |         101 |          43 |       32913 |          18
    miss rate                        |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |              |             |             |             |             |             |             |            
    num accesses                     |   5418086038 |   483108927 |    88558906 |   801533759 |   396989881 |  5031197043 |  2244303331 |  4024096571
    num misses                       |      3500901 |      863952 |    21160217 |     1227466 |    15464570 |      678876 |    12600278 |    28603227
    miss rate                        |        0.06% |       0.18% |      23.89% |       0.15% |       3.90% |       0.01% |       0.56% |       0.71%
    mpki                             |         0.30 |        0.49 |       84.64 |        0.53 |       18.15 |        0.08 |        2.26 |        3.00
  L2 TLB                             |              |             |             |             |             |             |             |            
    num accesses                     |      3500957 |      863955 |    21160220 |     1227513 |    15464671 |      678919 |    12633191 |    28603245
    num misses                       |       552059 |      863304 |    10898845 |      381033 |     4639695 |      194239 |     1799159 |      218870
    miss rate                        |       15.77% |      99.92% |      51.51% |      31.04% |      30.00% |      28.61% |      14.24% |       0.77%
    mpki                             |         0.05 |        0.49 |       43.60 |        0.16 |        5.45 |        0.02 |        0.32 |        0.02
Cache Summary                        |              |             |             |             |             |             |             |            
  Cache L1-I                         |              |             |             |             |             |             |             |            
    num cache accesses               |   1294627298 |   156724875 |    23761816 |   231107095 |   149291316 |   668909056 |   891740033 |  1157969225
    num cache misses                 |      3776181 |     1244931 |      207587 |      238903 |     3447058 |      605186 |    17077807 |    10729151
    miss rate                        |        0.29% |       0.79% |       0.87% |       0.10% |       2.31% |       0.09% |       1.92% |       0.93%
    mpki                             |         0.33 |        0.70 |        0.83 |        0.10 |        4.05 |        0.07 |        3.07 |        1.12
  Cache L1-D                         |              |             |             |             |             |             |             |            
    num cache accesses               |   5418086038 |   483108927 |    88558906 |   801533759 |   396989881 |  5031197043 |  2244303331 |  4024096571
    num cache misses                 |     33254009 |    91272348 |    28837323 |    28374396 |    22853285 |    47297695 |    21183986 |    20188345
    miss rate                        |        0.61% |      18.89% |      32.56% |       3.54% |       5.76% |       0.94% |       0.94% |       0.50%
    mpki                             |         2.88 |       51.47 |      115.35 |       12.27 |       26.83 |        5.41 |        3.80 |        2.12
  Cache L2                           |              |             |             |             |             |             |             |            
    num cache accesses               |     37034566 |    92520638 |    32999917 |    32767419 |    31682853 |    47923363 |    39069334 |    31263950
    num cache misses                 |     26009655 |    60164040 |    24725620 |    23326059 |    22657602 |    33112862 |    20625092 |     5244116
    miss rate                        |       70.23% |      65.03% |      74.93% |      71.19% |      71.51% |      69.10% |      52.79% |      16.77%
    mpki                             |         2.26 |       33.93 |       98.90 |       10.09 |       26.60 |        3.79 |        3.70 |        0.55
  Cache L3                           |              |             |             |             |             |             |             |            
    num cache accesses               |     26014422 |    60167399 |    28707392 |    27609264 |    28050374 |    33134222 |    21436409 |     5601864
    num cache misses                 |       645129 |    55247436 |    20676218 |    20729239 |    17919669 |     8560142 |     6698529 |     2548072
    miss rate                        |        2.48% |      91.82% |      72.02% |      75.08% |      63.88% |      25.83% |      31.25% |      45.49%
    mpki                             |         0.06 |       31.16 |       82.70 |        8.97 |       21.03 |        0.98 |        1.20 |        0.27
DRAM summary                         |              |             |             |             |             |             |             |            
  num dram accesses                  |    205560869 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       237.02 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       127.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       93.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |              |             |             |             |             |             |             |            
  num loads from dram                |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
