                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  6333336990 |  1686717042 |   249999989 |  2195231356 |   889661713 |  6444548940 |  5550684726 |  11152694313
  Cycles                             |  6921732314 |  6921732556 |  6921731052 |  6921732476 |  6921732404 |  6921732496 |  6921732314 |   6921732319
  IPC                                |        0.91 |        0.24 |        0.04 |        0.32 |        0.13 |        0.93 |        0.80 |         1.61
  Time (ns)                          |  2307244105 |  2307244185 |  2307243684 |  2307244159 |  2307244135 |  2307244165 |  2307244105 |   2307244106
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   360909164 |    15296643 |    43244780 |   117164260 |   122274976 |   296772810 |   836905717 |    743294290
  num incorrect                      |    61080977 |      102430 |    11689069 |     2740867 |    16804868 |     2468688 |    94161321 |    127510520
  misprediction rate                 |      14.47% |       0.67% |      21.28% |       2.29% |      12.08% |       0.82% |      10.11% |       14.64%
  mpki                               |        9.64 |        0.06 |       46.76 |        1.25 |       18.89 |        0.38 |       16.96 |        11.43
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   711642485 |   149073197 |    23761816 |   218685831 |   155849625 |   493036470 |   888869936 |   1353235932
    num misses                       |          56 |           3 |           3 |          47 |         105 |          43 |       32913 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  2976245919 |   459216355 |    88558906 |   764202687 |   414584619 |  3708403764 |  2237296821 |   4702525119
    num misses                       |     1921769 |      819875 |    21159777 |     1164015 |    16129331 |      499788 |    12596657 |     33392797
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.15% |       3.89% |       0.01% |       0.56% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.53 |       18.13 |        0.08 |        2.27 |         2.99
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     1921825 |      819878 |    21159780 |     1164062 |    16129436 |      499831 |    12629570 |     33392815
    num misses                       |      302857 |      819256 |    10898513 |      361270 |     4825640 |      143666 |     1798849 |       254925
    miss rate                        |      15.76% |      99.92% |      51.51% |      31.04% |      29.92% |      28.74% |      14.24% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.42 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   711642485 |   149073197 |    23761816 |   218685831 |   155849625 |   493036470 |   888869936 |   1353235932
    num cache misses                 |     2071796 |     1158246 |      190215 |      218232 |     3406507 |      445767 |    17079491 |     11912959
    miss rate                        |       0.29% |       0.78% |       0.80% |       0.10% |       2.19% |       0.09% |       1.92% |        0.88%
    mpki                             |        0.33 |        0.69 |        0.76 |        0.10 |        3.83 |        0.07 |        3.08 |         1.07
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  2976245919 |   459216355 |    88558906 |   764202687 |   414584619 |  3708403764 |  2237296821 |   4702525119
    num cache misses                 |    18267008 |    86617871 |    28761369 |    26934410 |    23656816 |    34886776 |    21129284 |     22511606
    miss rate                        |       0.61% |      18.86% |      32.48% |       3.52% |       5.71% |       0.94% |       0.94% |        0.48%
    mpki                             |        2.88 |       51.35 |      115.05 |       12.27 |       26.59 |        5.41 |        3.81 |         2.02
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    20361792 |    87776138 |    32672215 |    31200379 |    31889358 |    35390574 |    38966632 |     34615496
    num cache misses                 |    14327686 |    57132771 |    24340691 |    21944840 |    23250330 |    24438147 |    20532798 |      3991597
    miss rate                        |      70.37% |      65.09% |      74.50% |      70.34% |      72.91% |      69.05% |      52.69% |       11.53%
    mpki                             |        2.26 |       33.87 |       97.36 |       10.00 |       26.13 |        3.79 |        3.70 |         0.36
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |    14352934 |    57132792 |    28086721 |    26055457 |    28084366 |    24500247 |    21293721 |      4187229
    num cache misses                 |     9147268 |    52505407 |    17804613 |    19452653 |    16286461 |    15835123 |     6612145 |      1313810
    miss rate                        |      63.73% |      91.90% |      63.39% |      74.66% |      57.99% |      64.63% |      31.05% |       31.38%
    mpki                             |        1.44 |       31.13 |       71.22 |        8.86 |       18.31 |        2.46 |        1.19 |         0.12
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   218603424 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      264.26 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      154.25 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
