                                   | Core 0    
  Instructions                     |  499999886
  Cycles                           |  454991161
  IPC                              |       1.10
  Time (ns)                        |  151663720
Branch predictor stats             |           
  num correct                      |   28128847
  num incorrect                    |    1634481
  misprediction rate               |      5.49%
  mpki                             |       3.27
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49338103
    num misses                     |         92
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  157040580
    num misses                     |     257655
    miss rate                      |      0.16%
    mpki                           |       0.52
  L2 TLB                           |           
    num accesses                   |     257747
    num misses                     |      45992
    miss rate                      |     17.84%
    mpki                           |       0.09
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49338103
    num cache misses               |      33488
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  157040580
    num cache misses               |    4439218
    miss rate                      |      2.83%
    mpki                           |       8.88
  Cache L2                         |           
    num cache accesses             |    4833616
    num cache misses               |    3459820
    miss rate                      |     71.58%
    mpki                           |       6.92
  Cache L3                         |           
    num cache accesses             |    3820762
    num cache misses               |    2343549
    miss rate                      |     61.34%
    mpki                           |       4.69
DRAM summary                       |           
  num dram accesses                |    3159622
  average dram access latency (ns) |      71.03
  average dram queueing delay      |       6.01
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
