                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   2174353343 |  23721214780 |   2908312179 |   3498262273 |   1762480387 |    249999989 |   5265756132 |   2806719872 |    931079916 |   1416247478 |   9930863279 |    834634400 |   1556330224 |   1380170492 |   4453816893 |   2268614651
  Cycles                             |  11154405619 |  11154405318 |  11154405335 |  11154405454 |  11154405776 |  11154400301 |  11154405334 |  11154405326 |  11154405511 |  11154405949 |  11154405352 |  11154405518 |  11154405535 |  11154405890 |  11154405748 |  11154405907
  IPC                                |         0.19 |         2.13 |         0.26 |         0.31 |         0.16 |         0.02 |         0.47 |         0.25 |         0.08 |         0.13 |         0.89 |         0.07 |         0.14 |         0.12 |         0.40 |         0.20
  Time (ns)                          |   3718135207 |   3718135106 |   3718135112 |   3718135152 |   3718135259 |   3718133434 |   3718135112 |   3718135109 |   3718135171 |   3718135317 |   3718135118 |   3718135173 |   3718135179 |   3718135297 |   3718135250 |   3718135303
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     71284643 |   1092385855 |    444707681 |     80705848 |    107145500 |     43244780 |    971798186 |     54006933 |    152613931 |    112318056 |   1078507825 |    114872872 |    237067378 |     26598361 |      5804943 |    140587546
  num incorrect                      |     33586955 |      9091592 |    113962078 |      1439775 |     64475321 |     11689069 |     66295157 |      8178664 |      9444059 |      9201434 |    164377019 |     15740424 |     50803638 |     36655325 |        98376 |      4788894
  misprediction rate                 |       32.03% |        0.83% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.15% |        5.83% |        7.57% |       13.23% |       12.05% |       17.65% |       57.95% |        1.67% |        3.29%
  mpki                               |        15.45 |         0.38 |        39.18 |         0.41 |        36.58 |        46.76 |        12.59 |         2.91 |        10.14 |         6.50 |        16.55 |        18.86 |        32.64 |        26.56 |         0.02 |         2.11
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    170227778 |   1814787691 |    378425630 |    312611654 |    210379639 |     23761816 |    863452534 |    267793658 |    156199579 |    118322454 |   1169581568 |    146264291 |    214713097 |    151883458 |    510158482 |    215387451
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          102 |            4 |           42 |           10 |          101 |          330 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    953044151 |  13649969664 |    978895225 |   1374255769 |    810264219 |     88558906 |   1716103431 |   1423518097 |    282352926 |    389867805 |   4459467791 |    389013461 |    603949248 |    514167504 |   3331703285 |    751207187
    num misses                       |       982073 |      1840299 |      4326489 |       734746 |      5576537 |     21160018 |           23 |      3210601 |       333378 |      1916703 |     44791563 |     15148059 |      3216275 |      3644307 |    120145432 |      6019354
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.23% |        0.12% |        0.49% |        1.00% |        3.89% |        0.53% |        0.71% |        3.61% |        0.80%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.14 |         0.36 |         1.35 |         4.51 |        18.15 |         2.07 |         2.64 |        26.98 |         2.65
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       982076 |      1840342 |      4326508 |       734750 |      5576547 |     21160021 |           62 |      3210703 |       333382 |      1916745 |     44791573 |     15148160 |      3216605 |      3644321 |    120145438 |      6019376
    num misses                       |       665656 |       526218 |       906786 |       381887 |      4433761 |     10898579 |           62 |        44455 |       333382 |       596448 |      3958957 |      4551925 |       308833 |      3644278 |     85637105 |       593045
    miss rate                        |       67.78% |       28.59% |       20.96% |       51.98% |       79.51% |       51.51% |      100.00% |        1.38% |      100.00% |       31.12% |        8.84% |       30.05% |        9.60% |      100.00% |       71.28% |        9.85%
    mpki                             |         0.31 |         0.02 |         0.31 |         0.11 |         2.52 |        43.59 |         0.00 |         0.02 |         0.36 |         0.42 |         0.40 |         5.45 |         0.20 |         2.64 |        19.23 |         0.26
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
