                                   | Core 0    
  Instructions                     |   99999952
  Cycles                           |  492763740
  IPC                              |       0.20
  Time (ns)                        |  164254580
Branch predictor stats             |           
  num correct                      |     129398
  num incorrect                    |       2196
  misprediction rate               |      1.67%
  mpki                             |       0.02
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11457119
    num misses                     |          6
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   74796255
    num misses                     |    2952943
    miss rate                      |      3.95%
    mpki                           |      29.53
  L2 TLB                           |           
    num accesses                   |    2952949
    num misses                     |    1865878
    miss rate                      |     63.19%
    mpki                           |      18.66
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11457119
    num cache misses               |    2189471
    miss rate                      |     19.11%
    mpki                           |      21.89
  Cache L1-D                       |           
    num cache accesses             |   74796255
    num cache misses               |    3436235
    miss rate                      |      4.59%
    mpki                           |      34.36
  Cache L2                         |           
    num cache accesses             |    6782091
    num cache misses               |    5458477
    miss rate                      |     80.48%
    mpki                           |      54.58
  Cache L3                         |           
    num cache accesses             |    6614862
    num cache misses               |    5441249
    miss rate                      |     82.26%
    mpki                           |      54.41
DRAM summary                       |           
  num dram accesses                |   10866114
  average dram access latency (ns) |      51.47
  average dram queueing delay      |       1.47
Coherency Traffic                  |           
  num loads from dram              |    2584753
  num loads from dram cache        |          0
  num loads from remote cache      |          0
