                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1482502029 |  1062440277 |  1065029865 |   375313119 |  1571853134 |   249999973 |  1535714953 |   740336143
  Cycles                             |  1155413835 |  1155414001 |  1155414135 |  1155414026 |  1155413882 |  1155411862 |  1155414040 |  1155414013
  IPC                                |        1.28 |        0.92 |        0.92 |        0.32 |        1.36 |        0.22 |        1.33 |        0.64
  Time (ns)                          |   385137945 |   385138001 |   385138045 |   385138009 |   385137961 |   385137288 |   385138014 |   385138005
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    84559861 |   162248359 |    21850976 |     7116060 |   139821557 |    40600608 |   123497273 |    45001993
  num incorrect                      |    14339151 |    41736975 |     3257717 |     9891111 |    23402761 |     2521753 |    20752954 |    27081568
  misprediction rate                 |      14.50% |      20.46% |      12.97% |      58.16% |      14.34% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.67 |       39.28 |        3.06 |       26.35 |       14.89 |       10.09 |       13.51 |       36.58
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   166534996 |   138262951 |   101991978 |    41331426 |   178566853 |    41868591 |   224977440 |    88352381
    num misses                       |          56 |          19 |          74 |          14 |         612 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   696446828 |   357482624 |   536167980 |   138307903 |   657242229 |    75636447 |   736283285 |   340349420
    num misses                       |      448536 |     1584523 |     1264659 |      990744 |      342955 |       88470 |     4109888 |     2338744
    miss rate                        |       0.06% |       0.44% |       0.24% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.19 |        2.64 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      448592 |     1584542 |     1264733 |      990758 |      343567 |       88474 |     4109953 |     2338754
    num misses                       |       70595 |      331387 |       17688 |      990747 |       11001 |       88474 |       26254 |     1859768
    miss rate                        |      15.74% |      20.91% |       1.40% |     100.00% |       3.20% |     100.00% |       0.64% |      79.52%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.51
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   166534996 |   138262951 |   101991978 |    41331426 |   178566853 |    41868591 |   224977440 |    88352381
    num cache misses                 |      341694 |      547079 |       52408 |       16562 |     2216953 |        3617 |     6663463 |       31793
    miss rate                        |       0.21% |       0.40% |       0.05% |       0.04% |       1.24% |       0.01% |       2.96% |       0.04%
    mpki                             |        0.23 |        0.51 |        0.05 |        0.04 |        1.41 |        0.01 |        4.34 |        0.04
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   696446828 |   357482624 |   536167980 |   138307903 |   657242229 |    75636447 |   736283285 |   340349420
    num cache misses                 |     4186987 |     1380512 |     8565057 |    10632779 |     5880270 |     5661786 |    24334602 |     5243049
    miss rate                        |       0.60% |       0.39% |       1.60% |       7.69% |       0.89% |       7.49% |       3.31% |       1.54%
    mpki                             |        2.82 |        1.30 |        8.04 |       28.33 |        3.74 |       22.65 |       15.85 |        7.08
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4537115 |     2228429 |     8818204 |    12058964 |     8128867 |     7685097 |    31014404 |     5711608
    num cache misses                 |     2573563 |      640883 |     2098219 |    10649257 |     1415342 |     5665403 |      440927 |     4417909
    miss rate                        |      56.72% |      28.76% |      23.79% |      88.31% |      17.41% |      73.72% |       1.42% |      77.35%
    mpki                             |        1.74 |        0.60 |        1.97 |       28.37 |        0.90 |       22.66 |        0.29 |        5.97
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2584481 |      948188 |     2299695 |    12058880 |     1450798 |     7685097 |      459928 |     4966842
    num cache misses                 |     1580667 |      524830 |      956988 |    10629519 |      509378 |     5660148 |      364337 |     1521297
    miss rate                        |      61.16% |      55.35% |      41.61% |      88.15% |      35.11% |      73.65% |      79.22% |      30.63%
    mpki                             |        1.07 |        0.49 |        0.90 |       28.32 |        0.32 |       22.64 |        0.24 |        2.05
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    31075830 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      155.06 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       45.05 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      80.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
