                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  688859449 |  335672532 |  605362813 |  720445450 |  249999884 |  667891681 |  381530294 |  464438649
  Cycles                             |  440066789 |  440066862 |  440066804 |  440066805 |  440064999 |  440067002 |  440066774 |  440066790
  IPC                                |       1.57 |       0.76 |       1.38 |       1.64 |       0.57 |       1.52 |       0.87 |       1.06
  Time (ns)                          |  146688930 |  146688954 |  146688935 |  146688935 |  146688333 |  146689001 |  146688925 |  146688930
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   88623273 |    7561571 |   48716488 |   48020142 |   13325983 |   52998378 |     492830 |   70006978
  num incorrect                      |    9459359 |     132804 |    8169592 |    8210128 |     311809 |    4352109 |       8354 |    7860533
  misprediction rate                 |      9.64% |      1.73% |     14.36% |     14.60% |      2.29% |      7.59% |      1.67% |     10.09%
  mpki                               |      13.73 |       0.40 |      13.50 |      11.40 |       1.25 |       6.52 |       0.02 |      16.92
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  105182297 |   30792355 |   88697818 |   87368587 |   24892730 |   55635587 |   43714893 |   74383113
    num misses                       |        517 |          4 |         65 |         18 |         47 |         42 |          6 |       2997
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  274943367 |  131307468 |  290227879 |  303455987 |   86640605 |  183921925 |  285361797 |  187340836
    num misses                       |      84636 |      62456 |    1623381 |    2111138 |     133105 |     910115 |   10319330 |    1088931
    miss rate                        |      0.03% |      0.05% |      0.56% |      0.70% |      0.15% |      0.49% |      3.62% |      0.58%
    mpki                             |       0.12 |       0.19 |       2.68 |       2.93 |       0.53 |       1.36 |      27.05 |       2.34
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      85153 |      62460 |    1623446 |    2111156 |     133152 |     910157 |   10319336 |    1091928
    num misses                       |       2675 |      37188 |      10323 |      16177 |      40811 |     284069 |    7426002 |     157093
    miss rate                        |      3.14% |     59.54% |      0.64% |      0.77% |     30.65% |     31.21% |     71.96% |     14.39%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.43 |      19.46 |       0.34
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |  105182297 |   30792355 |   88697818 |   87368587 |   24892730 |   55635587 |   43714893 |   74383113
    num cache misses                 |    2228160 |      34286 |    2932908 |     770846 |      24773 |     106607 |     196339 |    1505599
    miss rate                        |      2.12% |      0.11% |      3.31% |      0.88% |      0.10% |      0.19% |      0.45% |      2.02%
    mpki                             |       3.23 |       0.10 |       4.84 |       1.07 |       0.10 |       0.16 |       0.51 |       3.24
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  274943367 |  131307468 |  290227879 |  303455987 |   86640605 |  183921925 |  285361797 |  187340836
    num cache misses                 |    2834934 |    3167535 |    9841277 |    1539496 |    3050111 |    9888005 |    3143085 |    1852105
    miss rate                        |      1.03% |      2.41% |      3.39% |      0.51% |      3.52% |      5.38% |      1.10% |      0.99%
    mpki                             |       4.12 |       9.44 |      16.26 |       2.14 |      12.20 |      14.80 |       8.24 |       3.99
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    5096931 |    3205519 |   12778283 |    2339911 |    3523741 |   10009701 |    3340830 |    3422045
    num cache misses                 |     400577 |    2419978 |    2014968 |     348845 |    2474734 |    9252265 |    2356969 |    1806039
    miss rate                        |      7.86% |     75.49% |     15.77% |     14.91% |     70.23% |     92.43% |     70.55% |     52.78%
    mpki                             |       0.58 |       7.21 |       3.33 |       0.48 |       9.90 |      13.85 |       6.18 |       3.89
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     434704 |    2425837 |    2019472 |     378714 |    2931291 |    9267419 |    2358415 |    1870617
    num cache misses                 |     274278 |    2344687 |     107526 |     161554 |    2195362 |     633937 |    2056386 |     574467
    miss rate                        |     63.10% |     96.65% |      5.32% |     42.66% |     74.89% |      6.84% |     87.19% |     30.71%
    mpki                             |       0.40 |       6.99 |       0.18 |       0.22 |       8.78 |       0.95 |       5.39 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   10840659 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     144.37 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      34.36 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     73.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
