                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  283759113 |  361889276 |  540344323 |  551426737 |  383227705 |  280066728 |  669081543 |  249999909
  Cycles                             |  373617607 |  373617606 |  373617581 |  373617603 |  373617607 |  373617303 |  373617530 |  373613428
  IPC                                |       0.76 |       0.97 |       1.45 |       1.48 |       1.03 |       0.75 |       1.79 |       0.67
  Time (ns)                          |  124539202 |  124539202 |  124539194 |  124539201 |  124539202 |  124539101 |  124539177 |  124537809
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17236088 |   55252292 |   43466655 |   30995774 |   17035495 |   42459425 |   44841731 |   13325983
  num incorrect                      |   10371739 |   14293654 |    7307045 |    5219391 |   15916214 |    9229038 |    7580598 |     311809
  misprediction rate                 |     37.57% |     20.55% |     14.39% |     14.41% |     48.30% |     17.86% |     14.46% |      2.29%
  mpki                               |      36.55 |      39.50 |      13.52 |       9.47 |      41.53 |      32.95 |      11.33 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33839417 |   47147598 |   79181479 |   61535687 |   28858879 |   38816911 |   81029897 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  130586316 |  121644975 |  259069640 |  260339002 |  109396671 |  108913782 |  281405340 |   86640595
    num misses                       |     894479 |     538844 |    1448610 |     169820 |       4854 |     585611 |    1927194 |     132105
    miss rate                        |      0.68% |      0.44% |      0.56% |      0.07% |      0.00% |      0.54% |      0.68% |      0.15%
    mpki                             |       3.15 |       1.49 |       2.68 |       0.31 |       0.01 |       2.09 |       2.88 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     894489 |     538863 |    1448675 |     169876 |       4906 |     585751 |    1927212 |     132152
    num misses                       |     710215 |     112562 |       9276 |      26760 |       4288 |      53370 |      14411 |      40807
    miss rate                        |     79.40% |     20.89% |      0.64% |     15.75% |     87.40% |      9.11% |      0.75% |     30.88%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33839417 |   47147598 |   79181479 |   61535687 |   28858879 |   38816911 |   81029897 |   24892730
    num cache misses                 |      19603 |     233446 |    2612927 |     180604 |       7233 |    2279431 |     683312 |      24085
    miss rate                        |      0.06% |      0.50% |      3.30% |      0.29% |      0.03% |      5.87% |      0.84% |      0.10%
    mpki                             |       0.07 |       0.65 |       4.84 |       0.33 |       0.02 |       8.14 |       1.02 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  130586316 |  121644975 |  259069640 |  260339002 |  109396671 |  108913782 |  281405340 |   86640595
    num cache misses                 |    2033668 |     496171 |    8795323 |    1606840 |     291404 |    2389280 |    1365823 |    3042322
    miss rate                        |      1.56% |      0.41% |      3.39% |      0.62% |      0.27% |      2.19% |      0.49% |      3.51%
    mpki                             |       7.17 |       1.37 |      16.28 |       2.91 |       0.76 |       8.53 |       2.04 |      12.17
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2208602 |     827230 |   11410374 |    1789037 |     309452 |    4763303 |    2057183 |    3424400
    num cache misses                 |    1914571 |     327454 |    1760890 |    1259669 |     278163 |    2313024 |     203132 |    2457766
    miss rate                        |     86.69% |     39.58% |     15.43% |     70.41% |     89.89% |     48.56% |      9.87% |     71.77%
    mpki                             |       6.75 |       0.90 |       3.26 |       2.28 |       0.73 |       8.26 |       0.30 |       9.83
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2090780 |     426753 |    1763494 |    1261404 |     289231 |    2407748 |     211331 |    2820928
    num cache misses                 |     476679 |     137787 |      49305 |     455534 |     275797 |     529690 |      45222 |    1988879
    miss rate                        |     22.80% |     32.29% |      2.80% |     36.11% |     95.36% |     22.00% |     21.40% |     70.50%
    mpki                             |       1.68 |       0.38 |       0.09 |       0.83 |       0.72 |       1.89 |       0.07 |       7.96
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5840421 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     119.70 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.69 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     46.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
