                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   936218501 |  2695561505 |   879494717 |   249999989
  Cycles                             |  3894358852 |  3894359121 |  3894359017 |  3894355153
  IPC                                |        0.24 |        0.69 |        0.23 |        0.06
  Time (ns)                          |  1298119618 |  1298119707 |  1298119673 |  1298118385
Branch predictor stats               |             |             |             |            
  num correct                        |   157990683 |   294254854 |   120904007 |    43244780
  num incorrect                      |    14605838 |    44806264 |    16614359 |    11689069
  misprediction rate                 |       8.46% |      13.21% |      12.08% |      21.28%
  mpki                               |       15.60 |       16.62 |       18.89 |       46.76
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   108539175 |   317160708 |   154087358 |    23761816
    num misses                       |          42 |          10 |         105 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   326026607 |  1205378232 |   409820300 |    88558906
    num misses                       |     5611076 |    12318315 |    15955054 |    21160346
    miss rate                        |       1.72% |       1.02% |       3.89% |      23.89%
    mpki                             |        5.99 |        4.57 |       18.14 |       84.64
  L2 TLB                             |             |             |             |            
    num accesses                     |     5611118 |    12318325 |    15955159 |    21160349
    num misses                       |     1516629 |     1088873 |     4779089 |    10898588
    miss rate                        |      27.03% |       8.84% |      29.95% |      51.50%
    mpki                             |        1.62 |        0.40 |        5.43 |       43.59
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   108539175 |   317160708 |   154087358 |    23761816
    num cache misses                 |       43640 |       45460 |     1620076 |       28782
    miss rate                        |       0.04% |       0.01% |       1.05% |       0.12%
    mpki                             |        0.05 |        0.02 |        1.84 |        0.12
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   326026607 |  1205378232 |   409820300 |    88558906
    num cache misses                 |    38144086 |    39364206 |    22746285 |    28791485
    miss rate                        |      11.70% |       3.27% |       5.55% |      32.51%
    mpki                             |       40.74 |       14.60 |       25.86 |      115.17
  Cache L2                           |             |             |             |            
    num cache accesses               |    42670873 |    39972846 |    29298860 |    32645717
    num cache misses                 |    26030974 |    13836077 |    17469377 |    19361827
    miss rate                        |      61.00% |      34.61% |      59.62% |      59.31%
    mpki                             |       27.80 |        5.13 |       19.86 |       77.45
  Cache L3                           |             |             |             |            
    num cache accesses               |    30638338 |    14673136 |    22432875 |    23285660
    num cache misses                 |    23729721 |    13002413 |    16505152 |    18842726
    miss rate                        |      77.45% |      88.61% |      73.58% |      80.92%
    mpki                             |       25.35 |        4.82 |       18.77 |       75.37
DRAM summary                         |             |             |             |            
  num dram accesses                  |    98003069 |           0 |           0 |           0
  average dram access latency (ns)   |      144.33 |         inf |         inf |         inf
  average dram queueing delay        |       34.32 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      75.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
